row-number,field,issue-type,value
1,NetDwellingsRangeFrom,default,5
1,NetDwellingsRangeTo,default,5
2,NetDwellingsRangeFrom,default,52
2,NetDwellingsRangeTo,default,52
3,NetDwellingsRangeFrom,default,7
3,NetDwellingsRangeTo,default,7
4,NetDwellingsRangeFrom,default,6
4,NetDwellingsRangeTo,default,6
5,NetDwellingsRangeFrom,default,573
5,NetDwellingsRangeTo,default,573
6,NetDwellingsRangeFrom,default,5
6,NetDwellingsRangeTo,default,5
7,PlanningHistory,uri,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/
7,NetDwellingsRangeFrom,default,26
7,NetDwellingsRangeTo,default,26
8,NetDwellingsRangeFrom,default,60
8,NetDwellingsRangeTo,default,60
9,PlanningHistory,uri,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/
9,NetDwellingsRangeFrom,default,55
9,NetDwellingsRangeTo,default,55
10,NetDwellingsRangeFrom,default,7
10,NetDwellingsRangeTo,default,7
11,NetDwellingsRangeFrom,default,7
11,NetDwellingsRangeTo,default,7
12,NetDwellingsRangeFrom,default,22
12,NetDwellingsRangeTo,default,22
13,NetDwellingsRangeFrom,default,7
13,NetDwellingsRangeTo,default,7
14,NetDwellingsRangeFrom,default,164
14,NetDwellingsRangeTo,default,164
15,PlanningHistory,uri,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/
15,NetDwellingsRangeFrom,default,35
15,NetDwellingsRangeTo,default,35
16,PlanningHistory,uri,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/
16,NetDwellingsRangeFrom,default,175
16,NetDwellingsRangeTo,default,175
17,NetDwellingsRangeFrom,default,21
17,NetDwellingsRangeTo,default,21
18,PlanningHistory,uri,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/
18,NetDwellingsRangeFrom,default,315
18,NetDwellingsRangeTo,default,315
19,NetDwellingsRangeFrom,default,9
19,NetDwellingsRangeTo,default,9
20,NetDwellingsRangeFrom,default,14
20,NetDwellingsRangeTo,default,14
21,NetDwellingsRangeFrom,default,5
21,NetDwellingsRangeTo,default,5
22,NetDwellingsRangeFrom,default,13
22,NetDwellingsRangeTo,default,13
23,NetDwellingsRangeFrom,default,5
23,NetDwellingsRangeTo,default,5
24,NetDwellingsRangeFrom,default,5
24,NetDwellingsRangeTo,default,5
25,NetDwellingsRangeFrom,default,9
25,NetDwellingsRangeTo,default,9
26,NetDwellingsRangeFrom,default,22
26,NetDwellingsRangeTo,default,22
27,NetDwellingsRangeFrom,default,4
27,NetDwellingsRangeTo,default,4
28,NetDwellingsRangeFrom,default,6
28,NetDwellingsRangeTo,default,6
29,NetDwellingsRangeFrom,default,8
29,NetDwellingsRangeTo,default,8
30,PlanningHistory,uri,Site Allocation in Euston Area Plan http://www.eustonareaplan.info/
30,NetDwellingsRangeFrom,default,1000
30,NetDwellingsRangeTo,default,1000
31,NetDwellingsRangeFrom,default,6
31,NetDwellingsRangeTo,default,6
32,NetDwellingsRangeFrom,default,63
32,NetDwellingsRangeTo,default,63
33,NetDwellingsRangeFrom,default,5
33,NetDwellingsRangeTo,default,5
34,PlanningHistory,uri,Fitzrovia Area Action Plan http://camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/fitzrovia-aap.en
34,NetDwellingsRangeFrom,default,27
34,NetDwellingsRangeTo,default,27
35,NetDwellingsRangeFrom,default,12
35,NetDwellingsRangeTo,default,12
36,NetDwellingsRangeFrom,default,70
36,NetDwellingsRangeTo,default,70
37,NetDwellingsRangeFrom,default,10
37,NetDwellingsRangeTo,default,10
38,NetDwellingsRangeFrom,default,7
38,NetDwellingsRangeTo,default,7
39,PlanningHistory,uri,Site Allocation in Euston Area Plan http://www.eustonareaplan.info/
39,NetDwellingsRangeFrom,default,1400
39,NetDwellingsRangeTo,default,1400
40,NetDwellingsRangeFrom,default,50
40,NetDwellingsRangeTo,default,50
41,NetDwellingsRangeFrom,default,5
41,NetDwellingsRangeTo,default,5
42,NetDwellingsRangeFrom,default,5
42,NetDwellingsRangeTo,default,5
43,NetDwellingsRangeFrom,default,7
43,NetDwellingsRangeTo,default,7
44,NetDwellingsRangeFrom,default,6
44,NetDwellingsRangeTo,default,6
45,NetDwellingsRangeFrom,default,11
45,NetDwellingsRangeTo,default,11
46,NetDwellingsRangeFrom,default,6
46,NetDwellingsRangeTo,default,6
47,PlanningHistory,uri,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/
47,NetDwellingsRangeFrom,default,40
47,NetDwellingsRangeTo,default,40
48,NetDwellingsRangeFrom,default,5
48,NetDwellingsRangeTo,default,5
49,NetDwellingsRangeFrom,default,13
49,NetDwellingsRangeTo,default,13
50,NetDwellingsRangeFrom,default,10
50,NetDwellingsRangeTo,default,10
51,PlanningHistory,uri,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/
51,NetDwellingsRangeFrom,default,30
51,NetDwellingsRangeTo,default,30
52,NetDwellingsRangeFrom,default,9
52,NetDwellingsRangeTo,default,9
53,NetDwellingsRangeFrom,default,8
53,NetDwellingsRangeTo,default,8
54,NetDwellingsRangeFrom,default,5
54,NetDwellingsRangeTo,default,5
55,NetDwellingsRangeFrom,default,6
55,NetDwellingsRangeTo,default,6
56,NetDwellingsRangeFrom,default,53
56,NetDwellingsRangeTo,default,53
57,NetDwellingsRangeFrom,default,9
57,NetDwellingsRangeTo,default,9
58,NetDwellingsRangeFrom,default,22
58,NetDwellingsRangeTo,default,22
59,NetDwellingsRangeFrom,default,22
59,NetDwellingsRangeTo,default,22
60,NetDwellingsRangeFrom,default,38
60,NetDwellingsRangeTo,default,38
61,NetDwellingsRangeFrom,default,27
61,NetDwellingsRangeTo,default,27
62,NetDwellingsRangeFrom,default,6
