row-number,field,issue-type,value
1,PlanningHistory,uri,08/03962/FULMJ (approved)
2,PlanningHistory,uri,14/501170/LBC (approved)
3,PlanningHistory,uri,"18/00685/REM (refused), 04/02109/OUTMJ (refused), 04/02112/FULMJ (refused)"
4,PlanningHistory,uri,None recent
5,PlanningHistory,uri,"18/02102/FULL (approved 9 units 4th/5th floor), 18/01053/FULL (Approved external alterations), 18/00479/PNOCLA (Prior approval not required 85 units), 17/02345/PNOCLA (Prior approval not required 80 units), 16/06195/PNOCLA (Prior approval not required 112 units) 13/02000/PNRES (prior approval not required)"
6,PlanningHistory,uri,15/510061/PNOCLA (prior approval not required)
7,PlanningHistory,uri,"15/504820/FULL (approved), 15/508764/FULL (approved)"
8,PlanningHistory,uri,16/07532/PNOCLA (prior approval not required 24 units)
9,PlanningHistory,uri,None recent
10,PlanningHistory,uri,None recent
11,PlanningHistory,uri,15/500591/LBC (approved)
12,PlanningHistory,uri,None recent
13,PlanningHistory,uri,12/00057/FUL (gararge related approved)
14,PlanningHistory,uri,adjoining site 04/01948/FULMJ (176 dwellings approved)
15,PlanningHistory,uri,17/00987/FULL (approved)
16,PlanningHistory,uri,None recent
17,PlanningHistory,uri,07/00343/FULMJ (74 dwellings Refused)
18,PlanningHistory,uri,13/01769/ADV (approved advertisement sign)
19,PlanningHistory,uri,None recent
20,PlanningHistory,uri,None recent
21,PlanningHistory,uri,16/504124/OUT (Approved)14/506196/OUT (residential refused)
22,PlanningHistory,uri,"13/03154/FULMC (approved) 17/00590/FULL (Refused), 18/01069/FULL (approved)"
24,PlanningHistory,uri,17/02252/PNOCLA (Refused)
25,PlanningHistory,uri,"17/00805/FULL (Approved), 17/03336/LBC (Approved)"
26,PlanningHistory,uri,16/07058/FULL (Refused)
28,PlanningHistory,uri,16/07353/ENVSCR (Not required)
29,PlanningHistory,uri,"19/00136/REM (Approved),"
30,PlanningHistory,uri,"16/05883/FULL (Approved), 16/07267/FULL (Approved)"
31,PlanningHistory,uri,18/01098/FULL (Approved)
33,PlanningHistory,uri,19/00810/FULL (Approved)
36,PlanningHistory,uri,"18/02408/PNOCLA (Granted), 18/00479/PNOCLA (Granted), 17/02345/PNOCLA (Granted), 16/06195/PNOCLA (Granted)"
37,PlanningHistory,uri,17/02182/FULL (Refused)
39,PlanningHistory,uri,18/03385/OUT (Refused)
40,PlanningHistory,uri,"18/02102/FULL (Approved), 18/02408/PNOCLA (Granted), 17/02345/PNOCLA (Granted), 16/06195/PNOCLA (Granted)"
41,PlanningHistory,uri,18/00129/OUT (Refused)
