row-number,field,issue-type,value
1,PermissionDate,date,2017/08/24 00:00:00+00
1,FirstAddedDate,date,2017/12/21 00:00:00+00
2,PermissionDate,date,2014/08/08 00:00:00+00
2,FirstAddedDate,date,2017/12/21 00:00:00+00
3,PermissionDate,date,2015/01/09 00:00:00+00
3,FirstAddedDate,date,2017/12/21 00:00:00+00
4,PermissionDate,date,2006/07/18 00:00:00+00
4,FirstAddedDate,date,2017/12/21 00:00:00+00
5,PermissionDate,date,2016/03/01 00:00:00+00
5,FirstAddedDate,date,2017/12/21 00:00:00+00
6,PermissionDate,date,2016/10/07 00:00:00+00
6,FirstAddedDate,date,2017/12/21 00:00:00+00
7,PermissionDate,date,2017/03/06 00:00:00+00
7,FirstAddedDate,date,2017/12/21 00:00:00+00
8,PermissionDate,date,2017/09/14 00:00:00+00
8,FirstAddedDate,date,2017/12/21 00:00:00+00
9,PermissionDate,date,2017/10/06 00:00:00+00
10,PermissionDate,date,2016/12/23 00:00:00+00
11,PermissionDate,date,2017/08/23 00:00:00+00
12,PermissionDate,date,2016/11/23 00:00:00+00
13,PermissionDate,date,2017/04/12 00:00:00+00
14,PermissionDate,date,2017/06/09 00:00:00+00
15,PermissionDate,date,2017/11/15 00:00:00+00
16,PermissionDate,date,2017/11/13 00:00:00+00
16,FirstAddedDate,date,2017/12/21 00:00:00+00
17,PermissionDate,date,2017/08/17 00:00:00+00
17,FirstAddedDate,date,2017/12/21 00:00:00+00
18,PermissionDate,date,2018/09/12 00:00:00+00
19,PermissionDate,date,2018/02/19 00:00:00+00
19,FirstAddedDate,date,2017/12/21 00:00:00+00
20,PermissionDate,date,2017/12/11 00:00:00+00
21,PermissionDate,date,2017/12/28 00:00:00+00
22,PermissionDate,date,2018/07/13 00:00:00+00
23,PermissionDate,date,2018/03/05 00:00:00+00
24,PermissionDate,date,2018/09/28 00:00:00+00
25,PermissionDate,date,2018/09/28 00:00:00+00
39,"GeoX,GeoY",WGS84 outside England,"0,0"
40,PermissionDate,date,2006/07/18 00:00:00+00
40,FirstAddedDate,date,2017/12/21 00:00:00+00
41,"GeoX,GeoY",WGS84 outside England,"0,0"
42,"GeoX,GeoY",WGS84 outside England,"0,0"
43,"GeoX,GeoY",WGS84 outside England,"0,0"
44,"GeoX,GeoY",WGS84 outside England,"0,0"
