row-number,field,issue-type,value
1,PlanningHistory,uri,07/91127
3,PlanningHistory,uri,18/00497
5,PlanningHistory,uri,07/91926
6,PlanningHistory,uri,NFDC/78/11767
7,PlanningHistory,uri,17/00732
8,PlanningHistory,uri,16/00307
9,PlanningHistory,uri,16/00508
10,PlanningHistory,uri,14/00197
11,PlanningHistory,uri,16/00284
12,PlanningHistory,uri,15/00805
13,PlanningHistory,uri,16/00506
14,PlanningHistory,uri,16/00556
15,PlanningHistory,uri,17/00036
16,PlanningHistory,uri,15/00763
17,PlanningHistory,uri,16/00774
18,PlanningHistory,uri,18/00071
19,PlanningHistory,uri,18/00569
20,PlanningHistory,uri,18/00302
21,PlanningHistory,uri,17/00939
22,PlanningHistory,uri,18/00579
23,PlanningHistory,uri,18/00608
24,PlanningHistory,uri,18/00045
26,PlanningHistory,uri,19/00320
27,PlanningHistory,uri,18/00946
