row-number,field,issue-type,value
1,PlanningHistory,uri,13/00707/DEM
1,NetDwellingsRangeFrom,default,40
1,NetDwellingsRangeTo,default,40
1,LastUpdatedDate,default,2017-09-29
2,NetDwellingsRangeFrom,default,10
2,NetDwellingsRangeTo,default,10
2,LastUpdatedDate,default,2017-09-29
3,NetDwellingsRangeFrom,default,4
3,NetDwellingsRangeTo,default,4
3,LastUpdatedDate,default,2017-09-29
4,PlanningHistory,uri,14/01153/FUL
4,NetDwellingsRangeFrom,default,6
4,NetDwellingsRangeTo,default,6
4,LastUpdatedDate,default,2017-09-29
5,PlanningHistory,uri,17/01150/FULM
5,NetDwellingsRangeFrom,default,11
5,NetDwellingsRangeTo,default,11
5,LastUpdatedDate,default,2017-09-29
6,MinNetDwellings,integer,TBC
6,LastUpdatedDate,default,2017-09-29
7,PlanningHistory,uri,04/00241/FUL
