row-number,field,issue-type,value
1,PlanningHistory,uri,S/14/0886 | Erection of 10no. dwellings and change of use from office to 2no. flats and associated works.
1,NetDwellingsRangeFrom,default,12
1,NetDwellingsRangeTo,default,12
2,PlanningHistory,uri,"S/OUT/14/0833 | Outline application for a mixed use development comprising up to 100no. dwellings, car parking in association with stadium events, fire station and associated facilities, access works, landscaping and open space - Access not reserved - (Variation to outline permission S/12/1826).

S/07/1365 | Outline application for the demolition of existing stadium and construction of new stadium, with youth training facilities, 16,745 sq.m. of business (B1) floorspace, a care home and 450 no. residential dwellings - Access not reserved."
2,NetDwellingsRangeFrom,default,171
2,NetDwellingsRangeTo,default,171
3,PlanningHistory,uri,"S/OUT/15/1025 | Outline Planning Application for the erection of up to 52 dwellings, with associated car parking, landscaping and public open space. Means of access not reserved."
3,NetDwellingsRangeFrom,default,52
3,NetDwellingsRangeTo,default,52
4,PlanningHistory,uri,S/OUT/15/1338 | Outline application for the demolition of 3no. existing dwellings and the erection of up to 10no. dwellings and associated works (All matters reserved).
4,NetDwellingsRangeFrom,default,10
4,NetDwellingsRangeTo,default,10
5,PlanningHistory,uri,"S/15/0467 | Erection of 5 no. dwellings, a detached garage and construction of a new vehicular access."
5,NetDwellingsRangeFrom,default,5
5,NetDwellingsRangeTo,default,5
6,PlanningHistory,uri,"S/RES/16/0289 | Reserved Matters application following outline planning permission reference S/OUT/14/0080 for the erection of 350no. dwellings, green infrastructure including open space and associated highways, infrastructure, utilities, demolition and other engineering works.

S/OUT/14/0080 | Outline application for up to 350no. dwellings, a two form entry primary school, a local convenience shop, green infrastructure including open space and associated highways, infrastructure, utilities, demolition and other engineering works - Access not reserved. | Granted 2-Apr-2015"
6,NetDwellingsRangeFrom,default,350
6,NetDwellingsRangeTo,default,350
7,PlanningHistory,uri,S/16/1911 | Erection of 8no. flats and associated works.
7,NetDwellingsRangeFrom,default,8
7,NetDwellingsRangeTo,default,8
8,PlanningHistory,uri,"S/17/1150 | Change of use of house in multiple occupation (HMO) to 5no. flats, increase in size of front lightwell and insertion of new basement window."
8,NetDwellingsRangeFrom,default,5
8,NetDwellingsRangeTo,default,5
9,PlanningHistory,uri,S/16/1059 | Erection of a new dental practice and adjoining opticians (Class A1) with 3no. flats above. and 4 no. dwellings.
9,NetDwellingsRangeFrom,default,7
9,NetDwellingsRangeTo,default,7
10,PlanningHistory,uri,S/PRIORC/16/0477 | Prior Approval Notification for the change of use from offices (class B1(a)) to dwelling houses (class C3) (100no. flats).
10,NetDwellingsRangeFrom,default,100
10,NetDwellingsRangeTo,default,100
