row-number,field,issue-type,value
1,NetDwellingsRangeFrom,default,11
1,NetDwellingsRangeTo,default,11
2,PlanningHistory,uri,18/00322/FUL
2,NetDwellingsRangeFrom,default,20
2,NetDwellingsRangeTo,default,20
3,NetDwellingsRangeFrom,default,27
3,NetDwellingsRangeTo,default,27
4,NetDwellingsRangeFrom,default,19
4,NetDwellingsRangeTo,default,19
5,PlanningHistory,uri,14/00428/OUT
5,NetDwellingsRangeFrom,default,19
5,NetDwellingsRangeTo,default,19
6,NetDwellingsRangeFrom,default,6
6,NetDwellingsRangeTo,default,6
7,NetDwellingsRangeFrom,default,12
7,NetDwellingsRangeTo,default,12
8,PlanningHistory,uri,18/00107/FUL
8,NetDwellingsRangeFrom,default,9
8,NetDwellingsRangeTo,default,9
9,NetDwellingsRangeFrom,default,60
9,NetDwellingsRangeTo,default,60
10,PlanningHistory,uri,16/01023/REM
10,NetDwellingsRangeFrom,default,17
10,NetDwellingsRangeTo,default,17
11,PlanningHistory,uri,15/01091/REM
11,NetDwellingsRangeFrom,default,154
11,NetDwellingsRangeTo,default,154
12,PlanningHistory,uri,18/00432/FUL
12,NetDwellingsRangeFrom,default,72
12,NetDwellingsRangeTo,default,72
12,LastUpdatedDate,default,2019-04-10
13,PlanningHistory,uri,18/00852/FUL
13,NetDwellingsRangeFrom,default,5
13,NetDwellingsRangeTo,default,5
13,LastUpdatedDate,default,2019-04-10
