row-number,field,issue-type,value
1,FirstAddedDate,date,2018/12/01 00:00:00+00
1,LastUpdatedDate,date,2019/12/01 00:00:00+00
1,NetDwellingsRangeTo,default,31
2,FirstAddedDate,date,2018/12/01 00:00:00+00
2,LastUpdatedDate,date,2019/12/01 00:00:00+00
2,NetDwellingsRangeTo,default,9
3,FirstAddedDate,date,2018/12/01 00:00:00+00
3,LastUpdatedDate,date,2019/12/01 00:00:00+00
3,NetDwellingsRangeTo,default,8
4,FirstAddedDate,date,2018/12/01 00:00:00+00
4,LastUpdatedDate,date,2019/12/01 00:00:00+00
4,NetDwellingsRangeTo,default,10
5,FirstAddedDate,date,2018/12/01 00:00:00+00
5,LastUpdatedDate,date,2019/12/01 00:00:00+00
5,NetDwellingsRangeTo,default,16
6,FirstAddedDate,date,2018/12/01 00:00:00+00
6,LastUpdatedDate,date,2019/12/01 00:00:00+00
6,NetDwellingsRangeTo,default,7
7,FirstAddedDate,date,2018/12/01 00:00:00+00
7,LastUpdatedDate,date,2019/12/01 00:00:00+00
7,NetDwellingsRangeTo,default,37
8,FirstAddedDate,date,2018/12/01 00:00:00+00
8,LastUpdatedDate,date,2019/12/01 00:00:00+00
8,NetDwellingsRangeTo,default,55
9,FirstAddedDate,date,2018/12/01 00:00:00+00
9,LastUpdatedDate,date,2019/12/01 00:00:00+00
9,NetDwellingsRangeTo,default,6
10,FirstAddedDate,date,2018/12/01 00:00:00+00
10,LastUpdatedDate,date,2019/12/01 00:00:00+00
10,NetDwellingsRangeTo,default,30
11,FirstAddedDate,date,2018/12/01 00:00:00+00
11,LastUpdatedDate,date,2019/12/01 00:00:00+00
11,NetDwellingsRangeTo,default,73
12,FirstAddedDate,date,2018/12/01 00:00:00+00
12,LastUpdatedDate,date,2019/12/01 00:00:00+00
12,NetDwellingsRangeTo,default,66
13,FirstAddedDate,date,2018/12/01 00:00:00+00
13,LastUpdatedDate,date,2019/12/01 00:00:00+00
13,NetDwellingsRangeTo,default,35
14,FirstAddedDate,date,2018/12/01 00:00:00+00
14,LastUpdatedDate,date,2019/12/01 00:00:00+00
14,NetDwellingsRangeTo,default,80
