row-number,field,issue-type,value
1,NetDwellingsRangeFrom,default,10
1,NetDwellingsRangeTo,default,10
2,NetDwellingsRangeFrom,default,130
2,NetDwellingsRangeTo,default,130
3,NetDwellingsRangeFrom,default,120
3,NetDwellingsRangeTo,default,120
4,NetDwellingsRangeFrom,default,30
4,NetDwellingsRangeTo,default,30
5,NetDwellingsRangeFrom,default,5
5,NetDwellingsRangeTo,default,5
6,NetDwellingsRangeFrom,default,26
6,NetDwellingsRangeTo,default,26
7,NetDwellingsRangeFrom,default,70
7,NetDwellingsRangeTo,default,70
8,NetDwellingsRangeFrom,default,81
8,NetDwellingsRangeTo,default,81
9,NetDwellingsRangeFrom,default,32
9,NetDwellingsRangeTo,default,32
10,NetDwellingsRangeFrom,default,16
10,NetDwellingsRangeTo,default,16
11,NetDwellingsRangeFrom,default,20
11,NetDwellingsRangeTo,default,20
12,NetDwellingsRangeFrom,default,36
12,NetDwellingsRangeTo,default,36
