row-number,field,issue-type,value
1,NetDwellingsRangeTo,default,100
2,NetDwellingsRangeTo,default,12
3,NetDwellingsRangeTo,default,25
4,NetDwellingsRangeTo,default,70
5,NetDwellingsRangeTo,default,20
6,NetDwellingsRangeTo,default,10
7,NetDwellingsRangeTo,default,6
8,NetDwellingsRangeTo,default,12
9,NetDwellingsRangeTo,default,54
10,NetDwellingsRangeTo,default,10
11,NetDwellingsRangeTo,default,18
12,NetDwellingsRangeTo,default,68
13,NetDwellingsRangeTo,default,12
14,NetDwellingsRangeTo,default,9
15,NetDwellingsRangeTo,default,18
16,NetDwellingsRangeTo,default,9
17,NetDwellingsRangeTo,default,11
18,NetDwellingsRangeTo,default,53
19,NetDwellingsRangeTo,default,40
20,NetDwellingsRangeTo,default,100
21,NetDwellingsRangeTo,default,24
22,NetDwellingsRangeTo,default,20
23,NetDwellingsRangeTo,default,22
24,NetDwellingsRangeTo,default,14
25,NetDwellingsRangeTo,default,16
26,NetDwellingsRangeTo,default,10
27,NetDwellingsRangeTo,default,10
28,NetDwellingsRangeTo,default,7
29,NetDwellingsRangeTo,default,129
30,NetDwellingsRangeTo,default,325
31,NetDwellingsRangeTo,default,15
32,NetDwellingsRangeTo,default,14
33,NetDwellingsRangeTo,default,14
34,NetDwellingsRangeTo,default,7
35,NetDwellingsRangeTo,default,11
36,NetDwellingsRangeTo,default,6
37,NetDwellingsRangeTo,default,6
38,NetDwellingsRangeTo,default,12
39,NetDwellingsRangeTo,default,14
40,NetDwellingsRangeTo,default,12
41,NetDwellingsRangeTo,default,18
42,NetDwellingsRangeTo,default,13
43,NetDwellingsRangeTo,default,49
44,NetDwellingsRangeTo,default,9
45,NetDwellingsRangeTo,default,12
46,NetDwellingsRangeTo,default,14
47,NetDwellingsRangeTo,default,12
48,NetDwellingsRangeTo,default,5
49,NetDwellingsRangeTo,default,7
50,NetDwellingsRangeTo,default,24
51,NetDwellingsRangeTo,default,7
52,NetDwellingsRangeTo,default,11
53,NetDwellingsRangeTo,default,7
54,NetDwellingsRangeTo,default,8
55,NetDwellingsRangeTo,default,142
56,NetDwellingsRangeTo,default,5
57,NetDwellingsRangeTo,default,14
58,NetDwellingsRangeTo,default,6
59,NetDwellingsRangeTo,default,6
60,NetDwellingsRangeTo,default,8
61,NetDwellingsRangeTo,default,160
62,NetDwellingsRangeTo,default,5
63,NetDwellingsRangeTo,default,14
64,NetDwellingsRangeTo,default,8
