row-number,field,issue-type,value
1,NetDwellingsRangeFrom,default,121
1,NetDwellingsRangeTo,default,121
1,"GeoX,GeoY",out of range,"-0.130193,183664.37"
2,NetDwellingsRangeFrom,default,10
2,NetDwellingsRangeTo,default,10
2,"GeoX,GeoY",out of range,"-0.146155,184848.5"
3,NetDwellingsRangeFrom,default,6
3,NetDwellingsRangeTo,default,6
3,"GeoX,GeoY",out of range,"-0.127085,181211.36"
4,NetDwellingsRangeFrom,default,7
4,NetDwellingsRangeTo,default,7
4,"GeoX,GeoY",out of range,"-0.137475,184965.59"
5,NetDwellingsRangeFrom,default,38
5,NetDwellingsRangeTo,default,38
5,"GeoX,GeoY",out of range,"-0.152184,184507.57"
6,NetDwellingsRangeFrom,default,184
6,NetDwellingsRangeTo,default,184
6,"GeoX,GeoY",out of range,"-0.174116,184300.89"
7,NetDwellingsRangeFrom,default,8
7,NetDwellingsRangeTo,default,8
7,"GeoX,GeoY",out of range,"-0.176317,185144.43"
8,NetDwellingsRangeFrom,default,6
8,NetDwellingsRangeTo,default,6
8,"GeoX,GeoY",out of range,"-0.125654,181384.5"
9,NetDwellingsRangeFrom,default,5
9,NetDwellingsRangeTo,default,5
9,"GeoX,GeoY",out of range,"-0.122366,182130.78"
10,NetDwellingsRangeFrom,default,5
10,NetDwellingsRangeTo,default,5
10,"GeoX,GeoY",out of range,"-0.133417,183458.63"
11,NetDwellingsRangeFrom,default,9
11,NetDwellingsRangeTo,default,9
11,"GeoX,GeoY",out of range,"-0.160709,184751.48"
12,NetDwellingsRangeFrom,default,9
12,NetDwellingsRangeTo,default,9
12,"GeoX,GeoY",out of range,"-0.142163,184683.97"
13,PlanningHistory,uri,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/
13,NetDwellingsRangeFrom,default,315
13,NetDwellingsRangeTo,default,315
13,"GeoX,GeoY",out of range,"-0.184201,184780.99"
14,PlanningHistory,uri,Site Allocation in Euston Area Plan http://www.eustonareaplan.info/
14,NetDwellingsRangeFrom,default,1400
14,NetDwellingsRangeTo,default,1400
14,"GeoX,GeoY",out of range,"-0.141617,183319.03"
15,NetDwellingsRangeFrom,default,16
15,NetDwellingsRangeTo,default,16
15,"GeoX,GeoY",out of range,"-0.142493,182170.14"
16,PlanningHistory,uri,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/
16,NetDwellingsRangeFrom,default,35
16,NetDwellingsRangeTo,default,35
16,"GeoX,GeoY",out of range,"-0.120194,181664.68"
17,PlanningHistory,uri,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/
17,NetDwellingsRangeFrom,default,40
17,NetDwellingsRangeTo,default,40
17,"GeoX,GeoY",out of range,"-0.136866,183920.86"
18,NetDwellingsRangeFrom,default,15
18,NetDwellingsRangeTo,default,15
18,"GeoX,GeoY",out of range,"-0.171429,184672.35"
19,NetDwellingsRangeFrom,default,6
19,NetDwellingsRangeTo,default,6
19,"GeoX,GeoY",out of range,"-0.140909,185514.92"
20,NetDwellingsRangeFrom,default,6
20,NetDwellingsRangeTo,default,6
20,"GeoX,GeoY",out of range,"-0.138421,185299.61"
21,PlanningHistory,uri,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/
21,NetDwellingsRangeFrom,default,58
21,NetDwellingsRangeTo,default,58
21,"GeoX,GeoY",out of range,"-0.115099,182496.73"
22,NetDwellingsRangeFrom,default,6
22,NetDwellingsRangeTo,default,6
22,"GeoX,GeoY",out of range,"-0.175726,184334.28"
23,NetDwellingsRangeFrom,default,19
23,NetDwellingsRangeTo,default,19
23,"GeoX,GeoY",out of range,"-0.152608,184428.33"
24,NetDwellingsRangeFrom,default,5
24,NetDwellingsRangeTo,default,5
24,"GeoX,GeoY",out of range,"-0.138447,182471.24"
25,NetDwellingsRangeFrom,default,10
25,NetDwellingsRangeTo,default,10
25,"GeoX,GeoY",out of range,"-0.150047,184372.13"
26,PlanningHistory,uri,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/
26,NetDwellingsRangeFrom,default,55
26,NetDwellingsRangeTo,default,55
26,"GeoX,GeoY",out of range,"-0.141382,182177.49"
27,NetDwellingsRangeFrom,default,50
27,NetDwellingsRangeTo,default,50
27,"GeoX,GeoY",out of range,"-0.13833,181820.4"
28,NetDwellingsRangeFrom,default,4
28,NetDwellingsRangeTo,default,4
28,"GeoX,GeoY",out of range,"-0.11905,181493.55"
29,PlanningHistory,uri,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/
29,NetDwellingsRangeFrom,default,175
29,NetDwellingsRangeTo,default,175
