row-number,field,issue-type,value
1,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
1,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
2,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
2,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
2,LastUpdatedDate,default,2017-11-30
3,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
3,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
3,LastUpdatedDate,default,2017-11-30
4,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
4,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
4,LastUpdatedDate,default,2017-11-30
5,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
5,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
5,NetDwellingsRangeTo,default,6
6,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
6,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
6,LastUpdatedDate,default,2019-10-21
7,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
7,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
7,LastUpdatedDate,default,2019-10-21
8,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
8,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
8,LastUpdatedDate,default,2017-11-30
9,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
9,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
9,LastUpdatedDate,default,2018-10-22
10,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
10,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
10,LastUpdatedDate,default,2018-10-22
11,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
11,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
11,LastUpdatedDate,default,2019-10-21
12,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
12,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
13,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
13,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
13,LastUpdatedDate,default,2017-11-30
14,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
14,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
14,NetDwellingsRangeTo,default,9
15,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
15,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
15,NetDwellingsRangeTo,default,5
16,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
16,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
16,NetDwellingsRangeTo,default,40
17,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
17,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
18,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
18,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
18,LastUpdatedDate,default,2019-10-21
19,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
19,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
20,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
20,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
20,LastUpdatedDate,default,2017-11-30
21,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
21,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
21,NetDwellingsRangeTo,default,5
22,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
22,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
22,LastUpdatedDate,default,2018-10-22
23,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
23,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
23,LastUpdatedDate,default,2018-10-22
24,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
24,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
25,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
25,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
25,LastUpdatedDate,default,2019-10-21
26,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
26,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
26,LastUpdatedDate,default,2019-10-21
27,OrganisationURI,uri,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham
27,SiteplanURL,uri,For maps that show the location and boundaries of the site visit the Council's webpage on the Brownfield Land Register: https://lewisham.gov.uk/myservices/planning/policy/brownfield-land-register
