row-number,field,issue-type,value
1,MinNetDwellings,integer,162.25
2,MinNetDwellings,integer,80.25
3,NetDwellingsRangeFrom,default,15
3,NetDwellingsRangeTo,default,15
4,MinNetDwellings,integer,1.5
5,MinNetDwellings,integer,9.75
6,NetDwellingsRangeFrom,default,29
6,NetDwellingsRangeTo,default,29
7,NetDwellingsRangeFrom,default,46
7,NetDwellingsRangeTo,default,46
8,NetDwellingsRangeFrom,default,49
8,NetDwellingsRangeTo,default,49
9,NetDwellingsRangeFrom,default,5
9,NetDwellingsRangeTo,default,5
10,MinNetDwellings,integer,156.5
11,NetDwellingsRangeFrom,default,95
11,NetDwellingsRangeTo,default,95
12,NetDwellingsRangeFrom,default,12
12,NetDwellingsRangeTo,default,12
13,MinNetDwellings,integer,2.25
14,NetDwellingsRangeFrom,default,45
14,NetDwellingsRangeTo,default,45
15,NetDwellingsRangeFrom,default,2
15,NetDwellingsRangeTo,default,2
16,NetDwellingsRangeFrom,default,1
16,NetDwellingsRangeTo,default,1
17,MinNetDwellings,integer,1.5
18,MinNetDwellings,integer,8.25
19,MinNetDwellings,integer,32.5
20,MinNetDwellings,integer,7.25
21,MinNetDwellings,integer,12.5
22,MinNetDwellings,integer,43.75
23,MinNetDwellings,integer,3.5
24,MinNetDwellings,integer,2.75
25,MinNetDwellings,integer,0.75
26,MinNetDwellings,integer,6.25
27,MinNetDwellings,integer,2.25
28,MinNetDwellings,integer,1.5
29,MinNetDwellings,integer,3.75
30,NetDwellingsRangeFrom,default,0
30,NetDwellingsRangeTo,default,0
31,NetDwellingsRangeFrom,default,150
31,NetDwellingsRangeTo,default,150
32,MinNetDwellings,integer,7.25
33,NetDwellingsRangeFrom,default,0
33,NetDwellingsRangeTo,default,0
34,NetDwellingsRangeFrom,default,0
34,NetDwellingsRangeTo,default,0
35,NetDwellingsRangeFrom,default,0
35,NetDwellingsRangeTo,default,0
36,NetDwellingsRangeFrom,default,2
36,NetDwellingsRangeTo,default,2
37,NetDwellingsRangeFrom,default,0
37,NetDwellingsRangeTo,default,0
38,NetDwellingsRangeFrom,default,1
38,NetDwellingsRangeTo,default,1
39,NetDwellingsRangeFrom,default,0
39,NetDwellingsRangeTo,default,0
40,NetDwellingsRangeFrom,default,0
40,NetDwellingsRangeTo,default,0
41,NetDwellingsRangeFrom,default,25
41,NetDwellingsRangeTo,default,25
42,MinNetDwellings,integer,87.25
43,MinNetDwellings,integer,0.25
44,MinNetDwellings,integer,37.5
45,MinNetDwellings,integer,107.5
46,MinNetDwellings,integer,17.75
47,NetDwellingsRangeFrom,default,5
47,NetDwellingsRangeTo,default,5
48,NetDwellingsRangeFrom,default,10
48,NetDwellingsRangeTo,default,10
