site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Sir Thomas Lipton Memorial Hospital, Osidge, 151 Chase Side, Southgate, London, N14 5HE",,,2019-11-26,,2.002,30,30,,local-authority-eng:BNE,,,,permissioned,,16/7101/FUL,https://data.london.gov.uk/dataset/brownfield-land-register,2019-11-26
"Garages Off Linden Road And Pine Road, London, N11 1ER",,,2019-11-26,,0.08,6,6,,local-authority-eng:BNE,,,,permissioned,,16/3377/FUL,https://data.london.gov.uk/dataset/brownfield-land-register,2019-11-26
North London Business Park,,,2019-11-26,,16.49,1000,1000,,local-authority-eng:BNE,not owned by a public authority,,,not permissioned,,North London Business Park Planning Brief 2016,https://data.london.gov.uk/dataset/brownfield-land-register,2019-11-26
"Imperial House, The Hyde, London, NW9 5AL",,,2019-11-26,,0.348,81,81,,local-authority-eng:BNE,,,,permissioned,,15/04442/FUL,https://data.london.gov.uk/dataset/brownfield-land-register,2019-11-26
"Granville Road Estate, Granville Road, Childs Hill London, NW2",,,2019-11-26,,2.323,132,132,,local-authority-eng:BNE,,,,permissioned,,F/04474/14,https://data.london.gov.uk/dataset/brownfield-land-register,2019-11-26
"Church Walk House, Church Walk, London, NW2 2TJ",,,2019-11-26,,0.42,35,35,,local-authority-eng:BNE,,,,permissioned,,15/05969/FUL,https://data.london.gov.uk/dataset/brownfield-land-register,2019-11-26
"220 The Vale, London, NW11 8SR",,,2019-11-26,,0.035,14,14,,local-authority-eng:BNE,,,,permissioned,,17/2690/PNO,https://data.london.gov.uk/dataset/brownfield-land-register,2019-11-26
"194 - 196 Cricklewood Broadway, London",,,2019-11-26,,0.612,97,97,,local-authority-eng:BNE,,,,permissioned,,17/0233/FUL,https://data.london.gov.uk/dataset/brownfield-land-register,2019-11-26
"Buildings D3 To D8, Beaufort Park, Aerodrome Road, Colindale, NW9",,,2019-11-26,,0.81,237,237,,local-authority-eng:BNE,,,,permissioned,,14/07064/FUL,https://data.london.gov.uk/dataset/brownfield-land-register,2019-11-26
"Homebase, Rookery Way, London, NW9 6SS",,,2019-11-26,,1.44,387,387,,local-authority-eng:BNE,,,,permissioned,,H/05828/14,https://data.london.gov.uk/dataset/brownfield-land-register,2019-11-26
"Grahame Park Estate - Bounded By Lanacre Avenue To The West, Grahame Park Way To The South And Field Mead To The North London NW9",,,2019-11-26,,34.0,2977,2977,,local-authority-eng:BNE,,,,permissioned,,W01731JS/04,https://data.london.gov.uk/dataset/brownfield-land-register,2019-11-26
