site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Lapthorn Close, Gosport",,,2017-12-15,,0.2,12,6,,local-authority-eng:GOS,owned by a public authority,,,not permissioned,,BR3,http://maps.gosport.gov.uk/eggp/?webroot=default&dept=Planning&scriptname=Brownfield%20Land%20Register&cpx=457870.129&cpy=103917.385&scale=1000&redraw=cp,2017-12-15
"Stoners Close, Gosport",,,2017-12-15,,0.2,17,5,,local-authority-eng:GOS,owned by a public authority,,,not permissioned,,BR2,http://maps.gosport.gov.uk/eggp/?webroot=default&dept=Planning&scriptname=Brownfield%20Land%20Register&cpx=457842.366&cpy=103334.271&scale=1000&redraw=cp,2017-12-15
"Wheeler Close, Gosport",,,2017-12-15,,0.19,14,1,,local-authority-eng:GOS,owned by a public authority,,,not permissioned,,BR8,http://maps.gosport.gov.uk/eggp/?webroot=default&dept=Planning&scriptname=Brownfield%20Land%20Register&cpx=460574.763&cpy=100896.358&scale=1000&redraw=cp,2017-12-15
"124 - 128 Brockhurst Road, Brockhurst Road, Gosport",,,2017-12-15,,0.11,7,4,,local-authority-eng:GOS,not owned by a public authority,,,permissioned,,BR9,http://maps.gosport.gov.uk/eggp/?webroot=default&dept=Planning&scriptname=Brownfield%20Land%20Register&cpx=459797.129&cpy=101296.018&scale=1000&redraw=cp,2017-12-15
"LOTS Sailing Club, Marine Parade East, Lee on the Solent",,,2017-12-15,,0.16,14,9,,local-authority-eng:GOS,not owned by a public authority,,,permissioned,,BR11,http://maps.gosport.gov.uk/eggp/?webroot=default&dept=Planning&scriptname=Brownfield%20Land%20Register&cpx=456598.446&cpy=100072.65&scale=1000&redraw=cp,2017-12-15
"Priddy's Hard Heritage Area, Heritage Way, Gosport",,,2017-12-15,,2.74,100,100,,local-authority-eng:GOS,not owned by a public authority,,,permissioned,,BR14,http://maps.gosport.gov.uk/eggp/?webroot=default&dept=Planning&scriptname=Brownfield%20Land%20Register&cpx=461692.282&cpy=101183.07&scale=2000&redraw=cp,2017-12-15
"Crewsaver, Harbour Road, Gosport",,,2017-12-15,,0.16,31,31,,local-authority-eng:GOS,not owned by a public authority,,,permissioned,,BR16,http://maps.gosport.gov.uk/eggp/?webroot=default&dept=Planning&scriptname=Brownfield%20Land%20Register&cpx=461962.462&cpy=100123.841&scale=500&redraw=cp,2017-12-15
"Rowner Renewal, Grange Road, Gosport",,,2017-12-15,,14.6,,,,local-authority-eng:GOS,not owned by a public authority,,,permissioned,,BR18,http://maps.gosport.gov.uk/eggp/?webroot=default&dept=Planning&scriptname=Brownfield%20Land%20Register&cpx=458712.146&cpy=100518.226&scale=5000&redraw=cp,2017-12-15
"Haslar Hospital, Haslar Road, Gosport",,,2017-12-15,,23.03,286,286,,local-authority-eng:GOS,not owned by a public authority,,,permissioned,,BR21,http://maps.gosport.gov.uk/eggp/?webroot=default&dept=Planning&scriptname=Brownfield%20Land%20Register&cpx=461744.694&cpy=98687.688&scale=5000&redraw=cp,2017-12-15
"Daedalus, Broom Way, Lee on the Solent",,,2017-12-15,,34.03,249,249,,local-authority-eng:GOS,owned by a public authority,,,permissioned,,BR22,http://maps.gosport.gov.uk/eggp/?webroot=default&dept=Planning&scriptname=Brownfield%20Land%20Register&cpx=455991.325&cpy=101397.793&scale=8000&redraw=cp,2017-12-15
