site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Springfield, Mill Road, Aveley",yes,,2019-03-31,,0.4612,7,7,,local-authority-eng:THR,not owned by a public authority,2017-10-20,,permissioned,full planning permission,AVE_14,https://thurrock.gov.uk/brownfield-map,2016-06-30
"79 High Street, Aveley, RM15 4AX",yes,,2019-03-31,,0.1417,8,8,,local-authority-eng:THR,not owned by a public authority,,,Not Permissioned,,AVE_46,https://thurrock.gov.uk/brownfield-map,2016-06-30
"The Culver Centre, Daiglen Drive, South Ockendon",yes,,2019-03-31,,2.0056,220,220,,local-authority-eng:THR,owned by a public authority,,,Not Permissioned,,BEL_09,https://thurrock.gov.uk/brownfield-map,2016-06-30
"Petrol Station, Lampits Hill, Corringham",yes,,2019-03-31,,0.0937,6,6,,local-authority-eng:THR,not owned by a public authority,,,Not Permissioned,,COF_11,https://thurrock.gov.uk/brownfield-map,2016-06-30
Land Adjacent To Thatched Cottage Baker Street Orsett Essex,yes,,2019-03-31,,0.5482,14,14,,local-authority-eng:THR,not owned by a public authority,2015-03-31,,permissioned,outline planning permission,CSM_02,https://thurrock.gov.uk/brownfield-map,2016-06-30
"Chadwell Library, corner of Linford Road and Brentwood Road",yes,,2019-03-31,,0.2559,15,15,,local-authority-eng:THR,owned by a public authority,,,Not Permissioned,,CSM_09,https://thurrock.gov.uk/brownfield-map,2017-12-30
"Church Hall, Rigby Gardens, Chadwell St Mary",yes,,2019-03-31,,0.1229,6,6,,local-authority-eng:THR,not owned by a public authority,2018-12-04,,permissioned,full planning permission,CSM_25,https://thurrock.gov.uk/brownfield-map,2016-06-30
"Star Industrial Estate, Linford Road, Chadwell St Mary",yes,,2019-03-31,,3.3431,43,43,,local-authority-eng:THR,not owned by a public authority,,,Not Permissioned,,EAT_01,https://thurrock.gov.uk/brownfield-map,2016-06-30
"St Johns Road / West of Sandy Lane, East Tilbury (building footprint)",yes,,2019-03-31,,2.5163,203,203,,local-authority-eng:THR,not owned by a public authority,,,Not Permissioned,,EAT_02,https://thurrock.gov.uk/brownfield-map,2016-06-30
"Former Tennis Court Site, East Tilbury",yes,,2019-03-31,,0.9805,18,18,,local-authority-eng:THR,not owned by a public authority,2018-07-05,,permissioned,full planning permission,EAT_19,https://thurrock.gov.uk/brownfield-map,2017-12-30
