site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Former Rolls Royce Main Works Site, Nightingale Road, Derby",,,2018-11-27,,8.73,370,370,,local-authority-eng:DER,not owned by a public authority,,,not permissioned,,DER/0008,http://maps.derby.gov.uk/?x=436251&y=333615&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Nightingale Road Car Park, Nightingale Road, Derby",,,2018-11-27,,0.28,25,25,,local-authority-eng:DER,not owned by a public authority,,,not permissioned,,DER/0009,http://maps.derby.gov.uk/?x=436522&y=333677&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2018-11-27
"Elton Road Rolls Royce Site, Elton Road, Derby",,,2018-11-27,,2.08,100,100,,local-authority-eng:DER,not owned by a public authority,,,not permissioned,,DER/0011,http://maps.derby.gov.uk/?x=435784&y=333628&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Tanglewood Mill, Coke Street, Derby",,,2018-11-27,,0.16,22,22,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0036,http://maps.derby.gov.uk/?x=433885&y=336014&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Former St Joseph?s Church Hall, Mill Hill Lane, Derby",,,2018-11-27,,0.24,14,14,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0044,http://maps.derby.gov.uk/?x=434960&y=335301&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Former California Works, Parliament Street, Derby",,,2018-11-27,,0.17,14,14,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0063,http://maps.derby.gov.uk/?x=434290&y=335671&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Elmhurst, Lonsdale Place, Rowditch, Derby",,,2018-11-27,,0.28,24,24,,local-authority-eng:DER,owned by a public authority,,,permissioned,,DER/0073,http://maps.derby.gov.uk/?x=433792&y=335672&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"St Georges Phase 2, Land between St Mary?s Gate and Sadler Gate, Derby",,,2018-11-27,,0.56,60,60,,local-authority-eng:DER,owned by a public authority,,,not permissioned,,DER/0082,http://maps.derby.gov.uk/?x=435112&y=336411&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Becketwell, Victoria Street/Macklin Street, Derby",,,2018-11-27,,0.77,100,100,,local-authority-eng:DER,mixed ownership,,,not permissioned,,DER/0085,http://maps.derby.gov.uk/?x=435093&y=336077&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2018-11-27
"Castleward Area, between London Road and Station Approach, Derby",,,2018-11-27,,13.4,635,635,,local-authority-eng:DER,mixed ownership,,,permissioned,,DER/0089,http://maps.derby.gov.uk/?x=435895&y=335778&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Former Derbyshire Royal Infirmary, Between Osmaston Road and London Road, Derby",,,2018-11-27,,7.5,400,400,,local-authority-eng:DER,,,,permissioned,,DER/0120,http://maps.derby.gov.uk/?x=435676&y=335495&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Bramblebrook House/Humbleton View, Heron Way, Mickleover, Derby",,,2018-11-27,,1.18,40,40,,local-authority-eng:DER,owned by a public authority,,,not permissioned,,DER/0143,http://maps.derby.gov.uk/?x=432151&y=335044&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2018-11-27
"Aida Bliss Factory, City Road, Derby",,,2018-11-27,,1.2,60,60,,local-authority-eng:DER,owned by a public authority,,,not permissioned,,DER/0150,http://maps.derby.gov.uk/?x=435311&y=337209&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"St Helen?s House, King Street",,,2018-11-27,,0.5,49,49,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0162,http://maps.derby.gov.uk/?x=435017&y=336821&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"The Knoll, Stenson Road, Derby",,,2018-11-27,,0.58,10,10,,local-authority-eng:DER,owned by a public authority,,,permissioned,,DER/0169,http://maps.derby.gov.uk/?x=434359&y=333598&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Britannia Court, Duke Street, Derby",,,2018-11-27,,0.2,26,26,,local-authority-eng:DER,owned by a public authority,,,permissioned,,DER/0183,http://maps.derby.gov.uk/?x=435311&y=336923&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Former Anochrome Jigs site, 8-14 Mansfield Road, Derby",,,2018-11-27,,0.1,33,33,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0193,http://maps.derby.gov.uk/?x=435451&y=336793&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Former Council Office, Perth Street, Chaddesden, Derby",,,2018-11-27,,0.3,11,11,,local-authority-eng:DER,owned by a public authority,,,permissioned,,DER/0197,http://maps.derby.gov.uk/?x=437077&y=337710&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Former Police Station, 2 Merrill Way, Allenton, Derby",,,2018-11-27,,0.14,12,12,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0202,http://maps.derby.gov.uk/?x=437093&y=332098&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Speedy?s Garage, 1102 London Road, Alvaston, Derby",,,2018-11-27,,0.1,14,14,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0203,http://maps.derby.gov.uk/?x=438003&y=333823&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Rear of 126 Drewry Lane, Derby",,,2018-11-27,,0.26,14,14,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0210,http://maps.derby.gov.uk/?x=434413&y=335967&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Hallmark Inn Car Park, Wellington Street, Derby",,,2018-11-27,,0.1,21,21,,local-authority-eng:DER,,,,permissioned,,DER/0212,http://maps.derby.gov.uk/?x=436032&y=335529&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2018-11-27
"Former Ken Ives site, 547 Burton Road, Derby",,,2018-11-27,,0.46,45,45,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0217,http://maps.derby.gov.uk/?x=433282&y=334420&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Upper floors above 25-33 Babington Lane, Derby",,,2018-11-27,,0.06,25,25,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0218,http://maps.derby.gov.uk/?x=435273&y=335811&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Floors 3-6 Celtic House, Friary Street, Derby",,,2018-11-27,,0.08,52,52,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0222,http://maps.derby.gov.uk/?x=434779&y=336262&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Site of Former Northridge House, Raynesway, derby",,,2018-11-27,,0.6,122,122,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0223,http://maps.derby.gov.uk/?x=438615&y=333688&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Former Samways Cycle Shop, 20-22 Ashbourne Road, Derby",,,2018-11-27,,0.12,13,13,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0225,http://maps.derby.gov.uk/?x=434292&y=336607&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Former Yarn Spinner Public House, Stoney Lane, Spondon",,,2018-11-27,,0.28,13,13,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0235,http://maps.derby.gov.uk/?x=440706&y=335856&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Nightingale House, 117a London Road, Derby",,,2018-11-27,,0.2,13,13,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0244,http://maps.derby.gov.uk/?x=435805&y=335613&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-14
"Aston Engineering, Lonsdale Place, Rowditch, Derby",,,2018-11-27,,0.1,11,11,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0247,http://maps.derby.gov.uk/?x=433785&y=335728&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-14
"Bramble Business centre, Becket Street, Derby",,,2018-11-27,,0.13,13,13,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,DER/0248,http://maps.derby.gov.uk/?x=434987&y=336207&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-14
