site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Pan Autos and adjacent uses Dark Lane and Grove Road,,,2018-06-29,,0.35,12,12,,local-authority-eng:SAL,not owned by a public authority,,,pending decision,,298,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=514533&y=213352&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
Jewsons Dark Lane,,,2017-05-23,,0.34,18,18,,local-authority-eng:SAL,not owned by a public authority,,,Not permissioned,,299,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=514483&y=213364&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
The Red House Harpenden Memorial Hospital,,,2017-05-23,,1.63,55,55,,local-authority-eng:SAL,owned by a public authority,,,Not permissioned,,331,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=513618&y=214637&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
72 High Street,,,2017-05-23,,0.66,6,6,,local-authority-eng:SAL,not owned by a public authority,,,Not permissioned,,235,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=518008&y=203955&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
Haseldine Road car park,,,2017-05-23,,0.52,9,9,,local-authority-eng:SAL,owned by a public authority,,,Not permissioned,,283,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=517683&y=204048&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
Hertfordshire Business Centre Alexander Road,,,2017-05-23,,0.28,45,45,,local-authority-eng:SAL,owned by a public authority,,,Not permissioned,,310,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=517798&y=204385&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
Sphere industrial estate,,,2017-05-23,,1.35,120,120,,local-authority-eng:SAL,not owned by a public authority,,,Not permissioned,,80,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=516429&y=206977&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
Morrisons car park,,,2017-05-23,,1.65,76,76,,local-authority-eng:SAL,not owned by a public authority,,,Not permissioned,,81,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=516561&y=207203&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
Abbey Station,,,2017-05-23,,0.94,40,40,,local-authority-eng:SAL,owned by a public authority,,,Not permissioned,,83,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=514576&y=206387&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
Civic Centre,,,2017-05-23,,0.43,70,70,,local-authority-eng:SAL,owned by a public authority,,,Not permissioned,,208,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=514989&y=207337&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07
