site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Sturgeon Avenue - The Spinney,,,2017-12-15,,0.8517199999999999,60,40,,local-authority-eng:NGM,not owned by a public authority,2007-06-22,,not permissioned,,'9/702,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15
"Canal Quarter - Waterway Street , Traffic Street",,,2016-06-24,,1.07273,125,75,,local-authority-eng:NGM,not owned by a public authority,,,not permissioned,,'9/527,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2016-06-24
"Waterside - Cattle Market, Cattle Market Road",,,2017-12-15,,3.3449299999999997,80,50,,local-authority-eng:NGM,not owned by a public authority,,,not permissioned,,'9/1638,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15
Site Of Mellors Court Sullivan Close Nottingham,yes,,2017-12-15,,0.5526099999999999,26,26,,local-authority-eng:NGM,not owned by a public authority,2016-12-22,,permissioned,full planning permission,'9/2287,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15
"Ellis and Everard site, Haydn Road",yes,,2017-12-15,,1.01335,29,29,,local-authority-eng:NGM,not owned by a public authority,2016-09-06,,permissioned,outline planning permission,'9/169,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15
"William Olds Youth Centre, 84 Chiltern Way",yes,,2017-12-15,,0.35420999999999997,20,20,,local-authority-eng:NGM,owned by a public authority,,,not permissioned,,'9/2258,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15
198 Sneinton Dale,yes,,2016-06-24,,0.10946,6,6,,local-authority-eng:NGM,not owned by a public authority,2013-07-10,,permissioned,full planning permission,'9/2014,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2016-06-24
"2 - 4 , Clinton Terrace, Derby Road NG7 1LY",yes,,2017-12-15,,0.09555999999999999,11,11,,local-authority-eng:NGM,not owned by a public authority,2015-10-14,,permissioned,full planning permission,'9/2181,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2017-12-15
"St Peters Vicarage And Church Hall, 177 Hartley Road",yes,,2016-06-24,,0.2523,7,7,,local-authority-eng:NGM,not owned by a public authority,2014-02-17,,permissioned,full planning permission,'9/1917,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2016-06-24
Car park site of 192 North Sherwood Street,yes,,2016-06-24,,0.02958,8,8,,local-authority-eng:NGM,not owned by a public authority,2012-02-09,,permissioned,full planning permission,'9/1793,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=443521&xmax=468921&ymin=331072&ymax=348991",2016-06-24
