site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Rosedale Avenue/Water Street Atherton,,,2018-11-01,,0.80129598,37,37,A/18/85712 refers,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0035,,2016-04-01
Land at Coop Street Scholes Wigan,,,2018-11-01,,0.259401687,18,18,,local-authority-eng:WGN,owned by a public authority,,,,,SHLAA0056,,2016-04-01
Corporation Yard Orrell Road Orrell,,,2018-11-01,,0.305647515,17,17,A/15/81816 refers,local-authority-eng:WGN,owned by a public authority,,,,,SHLAA0195,,2016-04-01
Shanghai Palace Poolstock Wigan,,,2018-11-01,,0.273252053,23,23,A/16/83089 refers,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0253,,2016-04-01
Corner Kitt Green Road and Pembroke Road Wigan,,,2018-11-01,,0.148535024,8,8,,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0018,,2016-04-01
Former Keepers Inn Woodhouse Lane Wigan,,,2018-11-01,,0.113137128,14,14,,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0287,,2016-04-01
Land at Frog Lane and Prescott Street Wigan,,,2018-11-01,,0.644896109,69,69,,local-authority-eng:WGN,owned by a public authority,,,,,SHLAA0322,,2016-04-01
Land adjacent to 234 Orrell Road Orrell,,,2018-11-01,,0.332294213,21,21,,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0075,,2016-04-01
Site Of 86 To 94 High Street Golborne,,,2018-11-01,,0.127391487,18,18,A/14/79339 refers,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0309,,2016-04-01
Belle Green Industrial Estate and adjacent land Belle Green Lane Ince,,,2018-11-01,,0.73996611,22,22,,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0012A,,2016-04-01
Former Ince St Marys CE Primary School Derby Street Ince,,,2018-11-01,,0.299115542,9,9,,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0064A,,2016-04-01
Lancaster Avenue Tyldesley,,,2018-11-01,,0.229249783,41,41,A/17/84075 refers,local-authority-eng:WGN,owned by a public authority,,,,,SHLAA0046,,2016-04-01
Land Off Liverpool Road Platt Bridge Wigan,,,2018-11-01,,0.388888556,18,18,A/15/81702 refers,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0355,,2016-04-01
Remaining land at Springbank Ind Est Liverpool Road Platt Bridge Wigan,,,2018-11-01,,0.6498477,20,20,,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0356,,2016-04-01
South of Hindley Wigan,,,2018-11-01,,109.0177816,2000,2000,A/18/85784 refers,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0002,,2016-04-01
Land Corner of Whitworth Way Wigan,,,2018-11-01,,0.584642403,17,17,,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0237,,2016-04-01
Bridgewater Business Park West Bridgewater Street Leigh,,,2018-11-01,,9.866946579,372,372,A/15/80681 refers,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0200,,2016-04-01
Land at Liverpool Road and Harper Street Hindley,,,2018-11-01,,0.246399867,11,11,,local-authority-eng:WGN,Part Public part Not in Public Ownership,,,,,SHLAA0074,,2016-04-01
Higher Ince Social Club Empress Ind Est Anderton Street Ince,,,2018-11-01,,0.145743468,11,11,A/16/81943 refers,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0348,,2016-04-01
Tower Buildings And 58-58a And 60 Wallgate Wigan,,,2018-11-01,,0.105580124,20,20,A/16/81981 refers,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0187,,2016-04-01
Eckersley Mill Swan Meadow Road Wigan,,,2018-11-01,,5.695786505,310,310,A/08/70960 refers,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0131,,2016-04-01
Land At Bradley Hall Trading Estate Bradley Lane Standish,,,2018-11-01,,5.609734929,163,163,A/17/85026 refers,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0135,,2016-04-01
Wigan and Leigh College Pagefield Building Bridgeman Terrace Wigan,,,2018-11-01,,3.364656354,395,395,,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0126,,2016-04-01
Former Abraham Guest High School Orrell Road Orrell,,,2018-11-01,,2.01903714,61,61,,local-authority-eng:WGN,owned by a public authority,,,,,SHLAA0078,,2016-04-01
Land adj to Frog Ln Depot (former fork lift truck company) Frog Ln Wigan,,,2018-11-01,,1.85443263,60,60,A/16/83282 refers,local-authority-eng:WGN,owned by a public authority,,,,,SHLAA0128,,2016-04-01
Land adjacent Holy Family RC Church Astley,,,2018-11-01,,0.663622182,15,15,A/16/83156 refers,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0031,,2016-04-01
Incefield House 234 Ince Green Lane Ince Wigan,,,2018-11-01,,0.082957614,10,10,,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0310,,2016-04-01
Pagefield Hotel 168 Gidlow Lane Wigan,,,2018-11-01,,0.397639594,31,31,A/16/82916 refers,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0362,,2016-04-01
Land At Wigan Enterprise Park Seaman Way Ince,,,2018-11-01,,10.79498606,325,325,A/13/78163 refers,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0360,,2016-04-01
Former Hilton Park site Atherleigh Way Leigh,,,2018-11-01,,2.228214943,103,103,A/15/81063 refers,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0171,,2016-04-01
Former Bickershaw Methodist Church Grange Road Bickershaw,,,2018-11-01,,0.215047131,9,9,A/15/81807 refers,local-authority-eng:WGN,not owned by a public authority,,,,,SHLAA0343,,2016-04-01
