site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Land to rear of 50/52 Brackenhurst Road,yes,,2018-07-05,,0.28,8,8,Large existing residential plots. Site would require clearance of existing homes to allow its development. Previously granted permission on appeal - now expired. Development must consider the creation of appropraite access.,local-authority-eng:COV,,,,not permissioned,,Bab1,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
Garages off Bowness Close,yes,,2018-07-05,,0.12,10,10,"Derelict and underused parking provision, considered to be a viable redevelopment option that is available and unconstrained. Development will need to consider the loss of parking provision, and have regard to the nearby Springfield Brook and adjacent allotments.",local-authority-eng:COV,,,,not permissioned,,Bab3,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
"Parking area, Santos Close",yes,,2018-07-05,,0.07,5,5,Off road car park that is considered to be a viable redevelopment option that is available and unconstrained. Development will need to consider the loss of parking provision.,local-authority-eng:COV,owned by a public authority,,,not permissioned,,BW1,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
Dunsmore Avenue Garages (rear of 412 and 440),yes,,2018-07-05,,0.1,6,6,Open public space considered to be readily available. Development will need to conisder the loss of informal parking space.,local-authority-eng:COV,,,,not permissioned,,BW3,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
Former Stretton Avenue Offices and vacant land to the south,yes,,2018-07-05,,0.72,34,34,"Recently cleared former commercial building and office site with off street parking and open public space, considered to be a viable redevelopment option that is unconstrained. Development will need to satisfy the employment and community facilities protection policies of the coventry local plan 2016.",local-authority-eng:COV,owned by a public authority,2016-10-28,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=784784,not permissioned,full planning permission,BW22,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
"Former Chace Primary School, Robin Hood Road",yes,,2018-07-05,,1.46,53,53,Site situated in established residential area and is considered suitable. Long-term redevelopment opportunity.,local-authority-eng:COV,,,,not permissioned,,BW35,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
"Former Social Club, Grange Avenue",yes,,2018-07-05,,0.51,20,20,"Community building with off street parking, considered to be a viable redevelopment option that is available. Development will beed to be mindful that the site is situated adjacent to a SSSI. Development will need to satisfy the loss of community facilities policy in the coventry local plan 2016.",local-authority-eng:COV,mixed ownership,,,not permissioned,,BW36,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
"Former Wisteria Lodge, Earlsdon Avenue South",yes,,2018-07-05,,0.49,12,12,Vacant site considered to be a viable redevelopment option that is available. Development will need to conisder the trees that could be identified for protection.,local-authority-eng:COV,owned by a public authority,,,not permissioned,,E1,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
Land at Sir Henry Parks Road (COVRAD and CoovPress),yes,,2018-07-05,,6.1,110,110,Commercial / Industrial site considered to be a viable redevelopment option. Development will need to mitigate the proximity to the railway line and will need to satisfy employment land protection policies in the coventry local plan 2016.,local-authority-eng:COV,,,,not permissioned,,E2a+b,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
Former Spencer Sports and Social club,yes,,2018-07-05,,0.26,12,12,Spencer Sports and Social club with off road parking considered to be a viable redevelopment option that is available. Development will need to consider the noise from the railway line.,local-authority-eng:COV,,,,not permissioned,,E3,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
"Bob Mansfield Heating and Plumbing, Warwick Street",yes,,2018-07-05,,0.17,19,19,Commercial building with off road car park considered to be a viable redevelopment option. Development will need to mitigate the proximity to the railway line and will need to satisfy employment land protection policies in the coventry local plan 2016.,local-authority-eng:COV,,2014-04-07,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=752836,not permissioned,full planning permission,E4,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
Training Centre between George Eliot Road (rear of 29-77) and canal,yes,,2018-07-05,,0.43,20,20,Training centre considered to be a viable redevelopment option. Development will need to ensure a suitable access is created and satisfy employment land protection policies in the coventry local plan 2016.,local-authority-eng:COV,,,,not permissioned,,F2,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
"Copper Beech Road, Rear of 37-49 Lythalls Lane",yes,,2018-07-05,,0.1593,12,12,Vehicle storage yard considered to be a viable redevelopment option that is available. Development will need to mitigate noise concerns from the A4444.,local-authority-eng:COV,,,,not permissioned,,F3,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
"Burbidge and Son, Awson Street / Stoney Stanton Road",yes,,2018-07-05,,0.89,42,42,Factory Unit. Development will need to mitigate noise concerns from nearby land uses and will need to satisfy employment land protection policies in the coventry local plan 2016.,local-authority-eng:COV,,,,not permissioned,,F4,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
"Cromwell Street, Bright Street",yes,,2018-07-05,,0.57,27,27,Industrial and commercial units. Development will need to satisfy employment land protection policies in the coventry local plan 2016.,local-authority-eng:COV,,,,not permissioned,,F5,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
"Warehouse, adjacent Royal Oak pub, Stoney Stanton Road",yes,,2018-07-05,,0.33,15,15,Industrial building with off road car park. Development will need to satisfy employment land protection policies in the coventry local plan 2016.,local-authority-eng:COV,,,,not permissioned,,F6,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
Cromwell Street,yes,,2018-07-05,,0.57,27,27,Industrial Units. Redevelopment of the site is an excellent opportunity to improve the built environment and enhance the connectivity to the adjoining greenspace.,local-authority-eng:COV,,,,not permissioned,,F7,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
The Lockhurst Tavern (formerly the Rose Public House) Lockhurst Lane,yes,,2018-07-05,,0.13,12,12,current site of car wash and storage including extensive hard standing previously granted permission but now expired. Considered to be a viable redevelopment option that is available.,local-authority-eng:COV,,2011-05-05,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=714073,not permissioned,reserved matters approval,F8,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
"Crow in the Oak PH, Lockhurst Lane",yes,,2018-07-05,,0.12,12,12,public house and curtilage previously granted permission but now expired. Considered to be a viable redevelopment option that is available. Development will need to satisfy employment land protection policies in the coventry local plan 2016.,local-authority-eng:COV,,2011-07-05,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=718707,not permissioned,reserved matters approval,F9,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
Land rear of 51 Elmsdale Avenue and public house fronting Foleshill Road,yes,,2018-07-05,,0.35,16,16,Restaurant with off road car park considered to be a viable redevelopment option that is available and unconstrained. Development will need to satisfy the community facilities protection policies of the coventry local plan 2016.,local-authority-eng:COV,,,,not permissioned,,F11,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
"Land rear of The Three Horseshoes Pub, Foleshill Road",yes,,2018-07-05,,1.4,23,23,Commercial / residential and vacant land considered to be a viable redevelopment option. Development will need to ensure suitable access and boundary treatments.,local-authority-eng:COV,,,,not permissioned,,F15,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
1159-1167 Foleshill Road,yes,,2018-07-05,,0.04,13,13,"Previous proposal to demolish the existing buildings (including 2 residential units) and replace them with a single, 3 and 4 storey, building to provide 13 one bedroom flats",local-authority-eng:COV,,2012-12-12,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=741254,not permissioned,full planning permission,F16,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
"Builders Yard, Cash's Lane",yes,,2018-07-05,,0.11,5,5,Vacant land considered to be a viable redevelopment option that is available and unconstrained. Development will need to be mindful of the new canal conservation area and ensure a suitable access is created.,local-authority-eng:COV,,,,not permissioned,,F19,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
"Rose & Woodbine Public House, Stoney Stanton Road",yes,,2018-07-05,,0.04,5,5,Vacant building with off road car park. Development will need to conisder the trees that could be identified for protection.,local-authority-eng:COV,,,,not permissioned,,F20,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
Land at Foleshill Road opposite Cash's lane and Brooklyn Road,yes,,2018-07-05,,0.69,32,32,Vacant land considered to be a viable redevelopment option that is available and unconstrained. Development will need to be mindful of the new canal conservation area.,local-authority-eng:COV,,,,not permissioned,,F21,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
Land at 8a Lythalls Lane,yes,,2018-07-05,,0.47,22,22,Office and storage building with off road parking. Development will need to be mindful of the necessary boundary treatments and ensure noise and air quality impacts are managed.,local-authority-eng:COV,,,,not permissioned,,F29,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
Storage and Industrial units at Red Lane and Midland Street,yes,,2018-07-05,,3.56,128,128,Industrial units and storage area. Development will need to satisfy employment protection policies of the coventry local plan 2016.,local-authority-eng:COV,,,,not permissioned,,F30,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
Foleshill Road/Eagle Street,yes,,2018-07-05,,1.4,54,54,"Commercial / residential and vacant land. Development will need to satisfy employment protection policies of the coventry local plan 2016, and pay due consideration to on-site TPO's.",local-authority-eng:COV,mixed ownership,,,not permissioned,,F46,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
"Former Prince William Henry PH, Foleshill Road",yes,,2018-07-05,,0.28,14,14,"Commercial building with open storage area. Development will need to be mindful of the new canal conservation area and the locally listed building, and will need to satisfy community facilities protection policies of the coventry local plan 2016.",local-authority-eng:COV,,,,not permissioned,,F55,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
1105 Foleshill Road and associated car parking provision,yes,,2018-07-05,,0.21,10,10,Social community building with large off road car park considered to be a viable redevelopment option that is available and unconstrained.,local-authority-eng:COV,,,,not permissioned,,F56,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
Land to rear of 1037-1039 Foleshill Road,yes,,2018-07-05,,0.2,11,11,Car park / Commercial site that is considered to be a viable redevelopment option that is available and unconstrained.,local-authority-eng:COV,,,,not permissioned,,F57,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
Hinckley Road Service station,yes,,2018-07-05,,0.32,15,15,Petrol station. Development will need to be mindful of the noise and air quality concerns relating to the A4600.,local-authority-eng:COV,,,,not permissioned,,He1,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
"Watcombe Centre, 20 Watcombe Road",yes,,2018-07-05,,0.7,7,7,Community centre with off road parking and large green area considered to be a viable redevelopment option.,local-authority-eng:COV,not owned by a public authority,,,not permissioned,,He15,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
"Warehouse / Factory, Lythalls Lane",yes,,2018-07-05,,0.72,27,27,"Industrial unit. Development will need to mitigiate the proximity to the railway line, and will need to satisfy employment land protection policies of the coventry local plan 2016.",local-authority-eng:COV,,,,not permissioned,,Ho3,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
Garages adjacent 26 Nunts Lane,yes,,2018-07-05,,0.09,5,5,Garages and off street parking considered to be a viable redevelopment option. Development will need to mitigate any adverse impacts of loss of off-street parking.,local-authority-eng:COV,,,,not permissioned,,Ho8,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,
