site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"44 Goffs Park Road, (formerly Oakhurst Grange), Southgate, Crawley",yes,,2019-12-17,,1.51,0,0,"Site benefits from Planning permissions CR/2016/0972/FUL (now technically commenced due to demolition of existing buildings on site) and CR/2019/0642/FUL for electricity substation and parking alterations. Allocated in Policy H2 of the 2015 Local Plan as ‘housing for older people’. This allocation is proposed for retention in Policy H2 of the Regulation 19 draft of the Local Plan Review document. Development of this site should therefore specifically meet the needs of older people, either as a residential care home (C2) or as general housing (C3) which is designed to meet the needs of older people to meet the building regulations part M category 3. The broader design and layout of development on this site should also give specific consideration to the requirements of older people.. https://planningregister.crawley.gov.uk/Planning/Display/CR/2016/0972/FUL|https://planningregister.crawley.gov.uk/Planning/Display/CR/2019/0642/FUL|http://www.crawley.gov.uk/pw/web/PUB353190",local-authority-eng:CRW,not owned by a public authority,2018-10-05,,permissioned,full planning permission,CBCBLR004,,2017-11-29
"Belgrave House, Station Way, Northgate, Crawley",yes,,2019-12-17,,0.15,9,9,"Site benefits from prior approval CR/2017/0479/PA3 for 28 dwellings. Other permissions: CR/2016/0700/PA3 for 28 dwellings granted 03/11/2016 and expired 03/11/2019. Also see pending permission CR/2018/0188/FUL for 8 additional flats.. Prior approval for change of use of ground floor (part), 1st floor, 2nd floor (part) and 3rd floor from B1 (office) to C3 (residential) for 28 residential flats (10 x studio flats, 17 x 1-bedroom flats and 1 x 2-bedroom flat).. https://planningregister.crawley.gov.uk/Planning/Display/CR/2018/0188/FUL|https://planningregister.crawley.gov.uk/Planning/Display/CR/2017/0479/PA3|http://www.crawley.gov.uk/pw/web/PUB353205",local-authority-eng:CRW,not owned by a public authority,2017-08-01,,permissioned,full planning permission,CBCBLR007,,2017-11-29
"County Buildings, Northgate, Crawley",yes,,2019-12-17,,1.07,150,50,Site is allocated as a Town Centre Key Opportunity Site for residential and/or town centre uses in Local Plan Policies EC6 (Development Sites within the Town Centre Boundary) and H2 (Key Housing Sites). Policies TC3 and H2 of the Regulation 19 draft Local Plan Review document propose the retention of this allocation.. http://www.crawley.gov.uk/pw/web/PUB353191,local-authority-eng:CRW,owned by a public authority,,,not permissioned,,CBCBLR010,,2017-11-29
"Former TSB Site, Russell Way, Three Bridges, Crawley",yes,,2019-12-17,,0.3,90,40,Allocated as a deliverable key housing site in Local Plan Policy H2 (Key Housing Sites). This allocation is proposed for retention in Policy H2 of the Regulation 19 draft of the Local Plan Review document. This site formed part of a larger site that was granted permission for residential development on appeal (CR/2005/0812/FUL).. http://www.crawley.gov.uk/pw/web/PUB353190,local-authority-eng:CRW,not owned by a public authority,,,not permissioned,,CBCBLR014,,2017-11-29
"Town Hall, The Boulevard, Northgate, Crawley",yes,,2019-12-17,,1.01,182,182,"Hybrid planning application CR/2017/0997/OUT for a replacement of town hall, offices and residential development comprising of 182 units is has been granted outline consent (incorporating full permission for the town hall/offices/square element). A district energy centre to serve this development has been approved under planning permission CR/2018/0139/FUL. The site is part of 'Land North of the Boulevard', which is allocated in Local Plan Policies EC6 (Development Sites within the Town Centre Boundary) and H2 (Key Housing Sites) as a 'Town Centre Opportunity Site' for residential development and/or main town centre uses. Policies TC3 and H2 of the Regulation 19 draft Local Plan Review document propose the retention of this allocation.. Outline application for residential development comprising up to 182 units including commercial space with details of access, all other matters reserved (layout, scale, landscaping and appearance). https://planningregister.crawley.gov.uk/Planning/Display/CR/2018/0139/FUL|https://planningregister.crawley.gov.uk/Planning/Display/CR/2017/0997/OUT|http://www.crawley.gov.uk/pw/web/PUB353191",local-authority-eng:CRW,owned by a public authority,2019-02-14,,permissioned,outline planning permission,CBCBLR018,,2017-11-29
"Land s/o and r/o 24 Brighton Road, Southgate, Crawley",yes,,2019-12-17,,0.26,14,14,"Planning permission CR/2014/0865/FUL. - APP/2015/0013/REF (28-09-15) and CR/2014/0865/CC1 (26-10-18). Permission CR/2014/0865/FUL has technically commenced so remains alive notwithstanding the lapse of time since the grant of permission.. Erection of 14 new apartments, gym and sauna for residents use, bin and bike stores and alterations to the existing parking spaces.. https://planningregister.crawley.gov.uk/Planning/Display/CR/2014/0865/FUL|https://acp.planninginspectorate.gov.uk/ViewCase.aspx?caseid=3133497",local-authority-eng:CRW,not owned by a public authority,2015-12-15,,permissioned,full planning permission,CBCBLR019,,2017-11-29
"Longley House, East Park, Southgate, Crawley",yes,,2019-12-17,,0.29,100,48,Allocated as a developable key housing site in Local Plan Policy H2 (Key Housing Sites). This allocation is proposed for retention in Policy H2 of the Regulation 19 draft of the Local Plan Review document.. http://www.crawley.gov.uk/pw/web/PUB353190,local-authority-eng:CRW,not owned by a public authority,,,not permissioned,,CBCBLR020,,2017-11-29
"Overline House, Crawley Station and adjacent Highway, Station Way, Northgate, Crawley",yes,,2019-12-17,,2.07,308,308,"Allocated as a Town Centre Key Opportunity Site for residential and/or town centre uses in Local Plan Policies EC6 (Development Sites within the Town Centre Boundary) and H2 (Key Housing Sites). Policies TC3 and H2 of the Regulation 19 draft Local Plan Review document propose the retention of this allocation. The current developer intentions for the site are set out in Reserved Matters application CR/2019/0602/ARM and full planning application CR/2019/0660/FUL, which are pending determination.. Outline application (all matters reserved) for demolition of existing office building and integrated railway station building, footbridges and ancillary structures. erection of 308 studio, 1, 2 and 3 bedroom residential apartments and associated parking (C3 use class).. https://planningregister.crawley.gov.uk/Planning/Display/CR/2016/0294/OUT|https://planningregister.crawley.gov.uk/Planning/Display/CR/2019/0602/ARM|https://planningregister.crawley.gov.uk/Planning/Display/CR/2019/0660/FUL|http://www.crawley.gov.uk/pw/web/PUB353191",local-authority-eng:CRW,mixed ownership,2016-08-16,,permissioned,outline planning permission,CBCBLR023,,2017-11-29
"Telford Place, Three Bridges, Crawley",yes,,2019-12-17,,1.68,300,99,"Allocated as a Town Centre Key Opportunity Site for residential and/or town centre uses in Local Plan Policies EC6 (Development Sites within the Town Centre Boundary) and H2 (Key Housing Sites). Policies TC3 and H2 of the Regulation 19 draft Local Plan Review document propose the retention of this allocation. Site previously had outline consent for a 312-unit residential scheme, but this has now expired (CR/2007/0114/OUT).. https://planningregister.crawley.gov.uk/Planning/Display/CR/2007/0114/OUT|http://www.crawley.gov.uk/pw/web/PUB353191",local-authority-eng:CRW,owned by a public authority,,,not permissioned,,CBCBLR028,,2017-11-29
"Zurich House, East Park, Southgate, Crawley",yes,,2019-12-17,,0.3,44,44,Allocated as a deliverable key housing site in Local Plan Policy H2 (Key Housing Sites). This allocation is proposed for retention in Policy H2 of the Regulation 19 draft of the Local Plan Review document. This site was subject to a planning permission for 59 residential units which has now expired (CR/2012/0223/FUL). Since the grant of planning permission CR/2017/0974/FUL a prior approval scheme for 44 units (CR/2019/0271/PA3) has been approved and an associated application to extend the building (CR/2019/0681/FUL) is pending determination.. Demolition of existing building and erection of a new part 3 and part 4 storey building comprising 56 apartments (30 x one bed and 26 x two bed) together with 56 car parking spaces and landscaping (Amended description and amended plans received). https://planningregister.crawley.gov.uk/Planning/Display/CR/2017/0974/FUL|https://planningregister.crawley.gov.uk/Planning/Display/CR/2012/0223/FUL|https://planningregister.crawley.gov.uk/Planning/Display/CR/2019/0271/PA3|http://www.crawley.gov.uk/pw/web/pub260100|http://www.crawley.gov.uk/pw/web/PUB353190,local-authority-eng:CRW,not owned by a public authority,2018-09-04,,permissioned,full planning permission,CBCBLR029,,2017-11-29
