site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Former Leisure Centre, Park Road, Coleshill",yes,,2018-12-13,,0.32,23,23,"An application is currently being considered by the authority for 23 dwellings on the site - PAP/2018/0030. The land is allocated for residential development within the New Local Plan, reference H4",local-authority-eng:NWA,owned by a public authority,,,pending decision,,BFR001,,2018-12-13
"Former Polesworth Learning Centre, High Street, Polesworth",yes,,2018-12-13,,0.62,11,11,"An application is currently being considered by the authority for 11 dwellings on the site - PAP/2017/0425. The land is allocated for residential development within the New Local Plan, reference H10",local-authority-eng:NWA,not owned by a public authority,,,pending decision,,BFR002,,2018-12-13
"Land at Spon Lane, Grendon (former Sparrowdale School and Former Recycling Centre)",yes,,2018-12-13,,2.1,56,56,"An application is currently being considered by the authority for 56 dwellings on the site - PAP/2018/0287. The land is allocated for residential development within the New Local Plan, reference H17",local-authority-eng:NWA,owned by a public authority,,,pending decision,,BFR003,,2018-12-13
"Water Orton Primary School, Attleborough Lane, Water Orton",yes,,2018-12-13,,2.8,48,48,"The land is allocated for residential development within the Submission Local Plan, reference H21",local-authority-eng:NWA,owned by a public authority,,,not permissioned,,BFR004,,2018-12-13
"Land at Village Farm, Birmingham Road, Ansley",yes,,2018-12-13,,0.6,12,12,"The land is allocated for residential development within the Submission Local Plan, reference H22",local-authority-eng:NWA,not owned by a public authority,,,not permissioned,,BFR005,,2018-12-13
"Ex Police Station, Park Road, Coleshill",yes,,2018-12-13,,0.58,16,16,"Site currently under construction, if units are not complete, could be suitable for residentilal use. Demolition of existing police station building. Construction of four storey (including basement) Care Home (use class C2), with associated car parking.",local-authority-eng:NWA,not owned by a public authority,2016-10-12,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=112999,permissioned,full planning permission,BFR006,,2018-12-13
"Ansley Social Club, Birmingham Road, Ansley",yes,,2018-12-13,,0.31,10,10,"Variation of conditions approved in 2018, PAP/2017/0683. Outline application (all matters reserved) for the demolition of former social club and residential dwelling and the erection of up to 10 dwellings, along with associated open space and drainage infrastructure",local-authority-eng:NWA,not owned by a public authority,2017-10-04,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=114172,permissioned,outline planning permission,BFR007,,2018-12-13
"Britannia Mill, Coleshill Road, Atherstone",yes,,2018-12-13,,0.42,59,59,"Discharge of conditions applications currently under consideration, DOC/2018/0095 and DOC/2018/0096. Part demolition, new build & refurbishment to create 59 residential dwellings. Listed Building",local-authority-eng:NWA,not owned by a public authority,2017-01-17,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=111425,permissioned,full planning permission,BFR008,,2018-12-13
"Durnos Nurseries, Old Holly Lane, Atherstone",yes,,2018-12-13,,3.65,121,121,"On-going dicussions between LPA and developer with regards to S106 agreements, decision pending. Demolition of Virginia House and nursery buildings and erection of 121 dwellings with public open space and associated infrastructure",local-authority-eng:NWA,not owned by a public authority,,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=110855,permissioned,full planning permission,BFR009,,2018-12-13
"Phoenix Yard, Church Street, Atherstone",yes,,2018-12-13,,0.6,73,73,"Variation of conditions approved in 2013, PAP/2013/0405, Further application expected this year. Planning Permission and Conservation Area Consent to demolish unlisted buildings within the Atherstone Conservation Area, and to redevelop the site so as to provide 73 residential units through conversion and new build, together with associated access and parking provision",local-authority-eng:NWA,not owned by a public authority,2007-10-16,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=81727,permissioned,full planning permission,BFR010,,2018-12-13
