site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"LAND ADJACENT TO 9 CHAUNTRY ROAD, ALFORD",,,2017-05-22,,0.12,3,3,,local-authority-eng:ELI,not owned by a public authority,,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,,,AL036,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22
"FORMER STRAVEN FACTORY SITE, WEST STREET, ALFORD",,,2017-05-22,,0.64,41,41,,local-authority-eng:ELI,,,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,,,AL204,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22
"LAND TO REAR OF 98 - 102 HIGH STREET, CONINGSBY",,,2017-05-22,,0.64,35,35,,local-authority-eng:ELI,not owned by a public authority,2007-09-19,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,full planning permission,C&T024,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22
"REAR OF 1 LOUTH ROAD, HOLTON LE CLAY",yes,,2017-05-22,,0.98,19,19,,local-authority-eng:ELI,not owned by a public authority,,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,,,HLC206,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22
"LAND ADJ MANOR FARM, SKEGNESS ROAD, HOGSTHORPE",yes,,2017-05-22,,0.56,10,10,,local-authority-eng:ELI,not owned by a public authority,2017-04-28,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,reserved matters approval,HOG305,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22
"LAND TO REAR OF 10 - 12 STANHOPE ROAD, HORNCASTLE",,,2017-05-22,,0.25,5,5,,local-authority-eng:ELI,not owned by a public authority,2016-05-20,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,outline planning permission,HOR016,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22
"LAND AT THE WONG, HORNCASTLE",,,2017-05-22,,0.47,12,12,,local-authority-eng:ELI,owned by a public authority,,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,,,HOR050,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22
"LAND ADJ TO GREYSTONES, LINCOLN ROAD, HORNCASTLE",yes,,2017-05-22,,0.29,52,52,,local-authority-eng:ELI,not owned by a public authority,2016-09-29,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,full planning permission,HOR063,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22
"LAND OFF EVE STREET, LOUTH",yes,,2017-05-22,,0.07,4,4,,local-authority-eng:ELI,not owned by a public authority,2012-07-19,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,permissioned,full planning permission,LO021,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22
"LAND TO REAR OF PROPERTY OFF HORTONS YARD, KIDGATE, LOUTH",yes,,2017-05-22,,0.07,2,2,,local-authority-eng:ELI,not owned by a public authority,,https://publicaccess.e-lindsey.gov.uk/online-applications/search.do%3bjsessionid=4A5119EA6DAA17CB3142825C17FC4978?action=simple&searchType=Application,,,LO096,http://www.e-lindsey.gov.uk/article/5521/Brownfield-Land-Register,2017-05-22
