site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Quinton Road, Wootton",yes,,2018-12-21,,1.15913811,19,19,"Part of Former Wootton Sewage Works. Part of the site is within Floodzone 2,3 and 3B.",local-authority-eng:NOR,not owned by a public authority,,,not permissioned,,BFR0171,https://www.northampton.gov.uk/download/downloads/id/10720/bfr0171,2018-12-20
Ransome Road/Nunn Mills Road,yes,,2018-12-21,,11.57997116,250,250,Majority of the site is owned by HCA. Close proximity to the town centre adjacent to University of Northampton waterside campus.,local-authority-eng:NOR,mixed ownership,,,not permissioned,,BFR0181,https://www.northampton.gov.uk/download/downloads/id/10716/bfr0181,2017-12-13
"Blackthorn Middle School, Blackthorn Road",yes,,2017-12-13,,3.228832829,125,125,Site was formerly Blackthorn Middle School and now vacant. Outline planning permission for residential development has lapsed in October 2017.,local-authority-eng:NOR,owned by a public authority,,,not permissioned,,BFR0191,https://www.northampton.gov.uk/download/downloads/id/10049/bfr0191,2017-12-13
"Parklands Middle School, Devon Way",yes,,2018-12-21,,4.928970758,132,132,N/2006/1052 (WNDC app) Outline App for residential development withdrawn (23 Jan 2012). N/2018/0904 Outline application with all matters reserved except access for up to 132no dwellings (IN PROGRESS 17/12/18),local-authority-eng:NOR,owned by a public authority,,,pending decision,,BFR0205,https://www.northampton.gov.uk/download/downloads/id/10046/bfr0205,2017-12-13
Railway Station Car Park,yes,,2017-12-13,,2.121214088,68,68,Forms part of Policy 19 (Castle Station) in the Central Area Action Plan (adopted 2013). No planning history found.,local-authority-eng:NOR,mixed ownership,,,not permissioned,,BFR0288,https://www.northampton.gov.uk/download/downloads/id/10048/bfr0288,2017-12-13
Chronicle & Echo South,yes,,2018-12-21,,1.029865148,28,28,"N/2016/1434 (temporary car park, Great Russell Street) proposed construction of 12 dwellings (approved). N/2016/0319 (temporary car park, Great Russell Street) erect 24 maisonettes (refused). N/2014/1279 (former Top of the Town Nightclub) Construction of three storey building to provide offices, 12 flats and basement parking. N/2018/1162 The Cuckoo’s Nest change of use of Public House to flats, approved 3/12/18",local-authority-eng:NOR,mixed ownership,,,permissioned,full planning permission,BFR0335,https://www.northampton.gov.uk/download/downloads/id/10053/bfr0335,2017-12-13
Chronicle & Echo North,yes,,2018-12-21,,0.295218513,28,28,"N/2015/0333 Hybrid planning application comprising (a) Full Planning Application for the erection of 1810m2 new retail food store with associated access from Earl Street, landscaping and car parking; and (b) Outline Planning Application with all matters reserved except access (from Great Russell Street) of up to 19 residential dwellings. 2018 update Aldi foodstore completed, outline amended.",local-authority-eng:NOR,mixed ownership,,,permissioned,full planning permission,BFR0336,https://www.northampton.gov.uk/download/downloads/id/10721/bfr0336,2017-12-13
Countess Road,yes,,2018-12-21,,2.542122378,81,81,"N/2015/1021 approval for part demolition of existing factory building and conversion of existing factory building into 45 apartments and the erection of dwellings. UPDATE N/2017/0401 0025 Barker Buildings, approved 27/9/18, 64 no compliant residential units, ranging in size from studio to two bedrooms",local-authority-eng:NOR,mixed ownership,,,permissioned,full planning permission,BFR0338,https://www.northampton.gov.uk/download/downloads/id/10056/bfr0338,2016-06-29
Balmoral Road (rear),yes,,2018-12-21,,0.23759347,25,25,"N/2016/1091 Approved for Erection of three residential buildings comprising total of 80 specialised supported living apartments (Use Class C3), together with associated access, parking, open space, bins and scooter store. 2018 update completed 2018 about 65% of site (0.54HA) (outline amended)",local-authority-eng:NOR,not owned by a public authority,,,not permissioned,,BFR0355,https://www.northampton.gov.uk/download/downloads/id/10715/bfr0355,2017-12-13
57 Artizan Road,yes,,2018-12-21,,0.046890803,10,10,"N/2015/0390 Approved for demolition of part single, two storey and three storey rear element of the building. Change of use of existing factory/storage to 10no. One bed self contained flats (2no. Mobility Units) together with 8no. On site parking bays (2no. Mobility bays), refuse bin area and cycle storage areas. Resubmission of planning application N/2010/0019. N/2018/0834, conversion into 10 NO.1 bed flats, approved",local-authority-eng:NOR,not owned by a public authority,,,permissioned,full planning permission,BFR0496,https://www.northampton.gov.uk/download/downloads/id/10055/bfr0496,2016-06-29
12 Duke Street,yes,,2018-12-21,,0.042172867,14,14,Permission for 14no. flats N/2014/0431 (lapsed),local-authority-eng:NOR,not owned by a public authority,,,not permissioned,,BFR0497,https://www.northampton.gov.uk/download/downloads/id/10109/bfr0497,2016-06-29
"Former Semilong Service Station, St Andrews Road",yes,,2017-12-13,,0.078984052,24,24,N/2005/0797 planning permission for 24 flats. N/2012/0905 planning permission for 22 unit residential care home (C2). Both proposals involve offices on the ground floor. Construction works have started on site.,local-authority-eng:NOR,not owned by a public authority,,,permissioned,full planning permission,BFR0507,https://www.northampton.gov.uk/download/downloads/id/10072/bfr0507,2016-06-29
"Bective Works/Jabez House, Bective Road/Yelvertoft Road",yes,,2017-12-13,,0.522214221,16,16,A longstanding application from 2012 to extend previous residential permission has had no activity for years. In the meantime permissions have been granted for student accommodation in 2015. N/2015/0419,local-authority-eng:NOR,not owned by a public authority,,,permissioned,full planning permission,BFR0510,https://www.northampton.gov.uk/download/downloads/id/10062/bfr0510,2017-12-13
Sixfields East,yes,,2017-12-13,,10.18315443,255,255,"N/2014/0664 (land to the north west and east of Sixfields Stadium) EIA screening opinion for up to 255 residential units, retail buildings, retail parade, hotel and extension to the west stand of the stadium (completed)",local-authority-eng:NOR,owned by a public authority,,,not permissioned,,BFR0594,https://www.northampton.gov.uk/download/downloads/id/10060/bfr0594,2016-06-29
Southbridge/Nunn Mills,yes,,2017-12-13,,0.360769762,94,94,"All planning history associated with residential development of this site now largely completed. However, 94 dwellings (part affordable housing) are left to be completed on two parts of the site. process is underway to transfer these two parcels of land to Northampton Borough Council.",local-authority-eng:NOR,not owned by a public authority,,,permissioned,full planning permission,BFR0624,https://www.northampton.gov.uk/download/downloads/id/10063/bfr0624,2017-12-13
171 - 180 St Andrews Road,yes,,2017-12-13,,0.162896447,22,22,"N/2010/0785 Outline application for the demolition of existing B8 Business units and erection of 14no. bed and 8no. bed apartments, formation of new access and parking areas (access, layout scale for approval). N/2016/0979 Reserved Matters application pursuant to outline planning permission N/2010/0785 (demolition of existing business units and erection of 14no. bed and 8no. bed apartments, formation of new access and parking areas) for approval of appearance and landscaping.",local-authority-eng:NOR,not owned by a public authority,,,permissioned,reserved matters approval,BFR0666,https://www.northampton.gov.uk/download/downloads/id/10061/bfr0666,2017-12-13
"Nene Enterprise Centre, Freehold Street",yes,,2017-12-13,,0.362378338,14,14,,local-authority-eng:NOR,not owned by a public authority,,,not permissioned,,BFR0689,https://www.northampton.gov.uk/download/downloads/id/10067/bfr0689,2017-12-13
"Car Garage Workshops, 409 Harlestone Road",yes,,2017-12-13,,1.089649006,35,35,,local-authority-eng:NOR,not owned by a public authority,,,not permissioned,,BFR0719,https://www.northampton.gov.uk/download/downloads/id/10066/bfr0719,2017-12-13
"20 - 22 St Giles St (upper and rear) and Newspaper House, Derngate",yes,,2018-12-21,,0.180291697,74,74,"2016/0406 Approval for 57 apartments, 2016/1548 Additional retail floorspace, 2017/0012 Change of apartment mix of pp 2016/0406. Also, for Newspaper House part of the site, N/2015/0738 demolition of part of the existing building, conversion of the rest and erection of two new floors to form 64no. flats. UPDATE N/2018/0835 Addition of rooftop extension to form two additional apartments",local-authority-eng:NOR,not owned by a public authority,,,permissioned,full planning permission,BFR0730,https://www.northampton.gov.uk/download/downloads/id/10064/bfr0730,2017-12-13
32 Great Russell Street,yes,,2018-12-21,,0.150111183,12,12,"Current planning approval N/2016/1434, under construction",local-authority-eng:NOR,not owned by a public authority,,,permissioned,full planning permission,BFR0814,https://www.northampton.gov.uk/download/downloads/id/10071/bfr0814,2017-12-13
"Former St Crispin’s Hospital, St Crispin Drive",yes,,2017-12-13,,2.743639737,235,235,"This site is currently under construction for residential development. N/2004/1542 has been partly implemented. There is new application N/2015/1454 for the rest of the site which has been approved. Demolition of the existing ward blocks. Restoration of the clock tower and conversion to residential use comprising 13no apartments, restoration of the administration building and conversion to residential use to provide 4no apartments, the erection of 120no apartments and 98 houses (235no dwellings total) with associated roads and underground car parks.",local-authority-eng:NOR,not owned by a public authority,,,permissioned,permission in principle,BFR0896,https://www.northampton.gov.uk/download/downloads/id/10069/bfr0896,2017-12-13
"Hawkins Shoe Factory, Overstone Road",yes,,2017-12-13,,0.170644382,105,105,"N/2015/0673 Conversion and alterations of factory premises to form 105 apartments with associated parking both on site and on street, replacement of windows and new roof lights, proposed infill extension on Dunster Street facade including new roof terrace",local-authority-eng:NOR,not owned by a public authority,,,permissioned,full planning permission,BFR0903,https://www.northampton.gov.uk/download/downloads/id/10077/bfr0903,2016-06-29
118 - 122 Wellingborough Road,yes,,2017-12-13,,0.097261428,12,12,"N/2012/0765 (Demolition in Conservation Area) demolition of industrial units, gates, fences and walls to rear of site to implement proposed development N/2012/0472 and previously approved scheme 9/0051/FULWNN (approved).N/2012/0472 to extend time for the implementation of planning permission 09/0051/FULWNN for the conversion of existing first floor offices to four no residential flats and the erection of flats following demolition of existing industrial units to rear (approved). All the above have lapsed.",local-authority-eng:NOR,not owned by a public authority,,,not permissioned,,BFR0915,https://www.northampton.gov.uk/download/downloads/id/10073/bfr0915,2016-06-29
Former Emmanuel Middle School,yes,,2018-12-21,,2.238297522,83,83,Planning permission to extend the original Outline (109) was granted on 08.10.2014 with RM to be submitted within years. N/2017/1097 erection of 83no dwellings approved 29/3/18,local-authority-eng:NOR,not owned by a public authority,,,permissioned,full planning permission,BFR1001,https://www.northampton.gov.uk/download/downloads/id/10080/bfr1001,2016-06-29
Former Lings Upper School,yes,,2017-12-13,,1.79949976,60,60,Outline permission (N/2015/0019) granted on 07.07.2017 for up to 60 dwellings.,local-authority-eng:NOR,mixed ownership,,,permissioned,outline planning permission,BFR1002,https://www.northampton.gov.uk/download/downloads/id/10074/bfr1002,2017-12-13
Land at St Peters Way/ Court Road/ Freeschool Street,yes,,2017-12-13,,1.174168305,37,37,"Included as Policy 33 in the Central Area Action Plan (2013), for mixed use development including offices, small scale retailing, restaurants, cafes and residential. Prior to that, the Borough Council commissioned the preparation of Masterplan for freeschool Street. It is within the Enterprise Zone.",local-authority-eng:NOR,mixed ownership,,,not permissioned,,BFR1010,https://www.northampton.gov.uk/download/downloads/id/10075/bfr1010,2017-12-13
