site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Adur Civic Centre, Ham Road, Shoreham-by-Sea",yes,,2019-10-30,,0.6,120,75,"The Council, as landowner, is actively supporting the redevelopment of this former Civic Office site. Demolition of the building has been completed.. SHLAA Ref: ADC/059/13",local-authority-eng:ADU,owned by a public authority,,https://www.adur-worthing.gov.uk/planning-policy/adur/adur-background-studies-and-info/housing/#shlaa,not permissioned,,ADCBR8,"https://www.adur-worthing.gov.uk/media/media,146445,en.pdf",2017-10-16
"Land at 7-27 Albion Street, Southwick",yes,,2019-10-30,,0.3,33,33,Demolition of 11-27 Albion Street and redevelopment to provide a total of 50 flats comprising 15 affordable and 35 market flats and the refurbishment of 7-9 Albion Street (to provide 6 flats within the existing building).. AWDM/0954/18,local-authority-eng:ADU,mixed ownership,,https://planning.adur-worthing.gov.uk/online-applications/,pending decision,full planning permission,ADCBR9,"https://www.adur-worthing.gov.uk/media/media,146446,en.pdf",2017-10-16
"Laundry, Alma Street, Lancing",yes,,2019-10-30,,0.09,13,13,A planning application has been received but not yet registered as additional information is required.. SHLAA Ref: ADC/082/13,local-authority-eng:ADU,not owned by a public authority,,https://www.adur-worthing.gov.uk/planning-policy/adur/adur-background-studies-and-info/housing/#shlaa,not permissioned,,ADCBR10,"https://www.adur-worthing.gov.uk/media/media,146447,en.pdf",2017-10-16
"Community Buildings, Pond Road, Shoreham-by-Sea",yes,,2019-10-30,,0.57,27,27,The site is in multiple public ownership. Significant progress has been made to deliver a mixed use scheme to include approximately 27 dwellings.. SHLAA Ref: ADC/086/16,local-authority-eng:ADU,owned by a public authority,,https://www.adur-worthing.gov.uk/planning-policy/adur/adur-background-studies-and-info/housing/#shlaa,not permissioned,,ADCBR11,"https://www.adur-worthing.gov.uk/media/media,146448,en.pdf",2017-10-16
"Land at Eastbrook Primary School, Manor Hall Road, Southwick",yes,,2019-10-30,,0.7,36,36,The site is in public ownership and has been declared surplus to requirements and is vacant.. SHLAA Ref: ADC/119/13,local-authority-eng:ADU,owned by a public authority,,https://www.adur-worthing.gov.uk/planning-policy/adur/adur-background-studies-and-info/housing/#shlaa,not permissioned,,ADCBR12,"https://www.adur-worthing.gov.uk/media/media,146449,en.pdf",2017-10-16
"5 Brighton Road, Shoreham-by-Sea",yes,,2019-10-30,,0.47,90,45,This site lies within the Shoreham Harbour Regeneration Area identified as a broad location for change. The regeneration of Shoreham Harbour has been a long term aspiration and and the redevelopment of the Western Harbour Arm is recognised as a priority for the Shoreham Harbour Partnership. The principle of redeveloping this site for a residential use is consistent with Joint Area Action Plan policies.. SHLAA Ref: SH/001/13,local-authority-eng:ADU,not owned by a public authority,,https://www.adur-worthing.gov.uk/planning-policy/adur/adur-background-studies-and-info/housing/#shlaa,not permissioned,,ADCBR13,"https://www.adur-worthing.gov.uk/media/media,146450,en.pdf",2017-10-16
"Kingston Wharf, Brighton Road, Shoreham-by-Sea",yes,,2019-10-30,,1.5,140,140,This site lies within the Shoreham Harbour Regeneration Area identified as a broad location for change. The regeneration of Shoreham Harbour has been a long term aspiration and and the redevelopment of the Western Harbour Arm is recognised as a priority for the Shoreham Harbour Partnership. The principle of redeveloping this site for a residential use is consistent with Joint Area Action Plan policies.. SHLAA Ref:SH/008/16,local-authority-eng:ADU,not owned by a public authority,,https://www.adur-worthing.gov.uk/planning-policy/adur/adur-background-studies-and-info/housing/#shlaa,not permissioned,,ADCBR15,"https://www.adur-worthing.gov.uk/media/media,146452,en.pdf",2017-10-16
"The Old Town Hall, 142 Albion Street, Southwick",yes,,2019-10-30,,0.05,6,6,"Application for permitted development for prior approval for change of use from offices Use Class B1a set out over three floor to Use Class C3, 6 residential units. Planning Ref: NOTICE/0011/17",local-authority-eng:ADU,not owned by a public authority,2017-11-08,https://planning.adur-worthing.gov.uk/online-applications/,permissioned,full planning permission,ADCBR17,"https://www.adur-worthing.gov.uk/media/media,146454,en.pdf",2017-10-16
"Regal House, 45/49 Penhill Road, Lancing",yes,,2019-10-30,,0.05,7,7,"Demolition of existing building, construction of a three storey block of flats comprising 3no. one bedroom, 3no. two bedroom and 1no. three bedroom flats together with associated car parking, amenity space and landscaping. Planning Ref: AWDM/0948/18",local-authority-eng:ADU,not owned by a public authority,2018-08-23,https://planning.adur-worthing.gov.uk/online-applications/,permissioned,full planning permission,ADCBR19,"https://www.adur-worthing.gov.uk/media/media,151924,en.pdf",2018-10-30
"Lancing Police Station, 101/111 North Road, Lancing",yes,,2019-10-30,,0.112,24,24,Redevelopment of police station.. SHLAA Ref: ADC/025/13,local-authority-eng:ADU,owned by a public authority,,https://www.adur-worthing.gov.uk/planning-policy/adur/adur-background-studies-and-info/housing/#shlaa,not permissioned,,ADCBR20,"https://www.adur-worthing.gov.uk/media/media,151925,en.pdf",2018-10-30
"Mannings, Surry Street, Shoreham-by-Sea",yes,,2019-10-30,,0.28,34,34,"Demolition of existing building and structures and construction of a building ranging from three to six storeys providing 74 residential units comprising 20 no. one bedroom, 40 no.two bedroom and 6 no. three bedroom units together with associated car parking amenity space and landscaping.. Planning Ref: AWDM/1281/19",local-authority-eng:ADU,not owned by a public authority,,https://planning.adur-worthing.gov.uk/online-applications/,pending decision,full planning permission,ADCBR21,"https://www.adur-worthing.gov.uk/media/media,156122,en.pdf",2019-10-30
"The Joyful Whippet, Steepdown Road, Sompting",yes,,2019-10-30,,0.02,10,10,Demolition of existing public house and construction of 10 residential units comprising 4 no. four bedroom detached two storey dwellings and a two storey block containing 2 no. one bedroom flats and 4 no. two bedroom flats together with associated car parking.. Planning Ref: AWDM/0998/19,local-authority-eng:ADU,not owned by a public authority,,https://planning.adur-worthing.gov.uk/online-applications/,pending decision,full planning permission,ADCBR22,"https://www.adur-worthing.gov.uk/media/media,156123,en.pdf",2019-10-30
"Land between 76/78a Brighton Road, Lancing",yes,,2019-10-30,,0.105,6,6,Erection of 6 no. three bedroom semi-detached three storey town houses with integral garages.. Planning Ref: AWDM/0372/19,local-authority-eng:ADU,not owned by a public authority,2019-08-20,https://planning.adur-worthing.gov.uk/online-applications/,permissioned,full planning permission,ADCBR23,"https://www.adur-worthing.gov.uk/media/media,156124,en.pdf",2019-10-30
"Land east of Manor Close and south of 72/88 Old Shoreham Road, Lancing",yes,,2019-10-30,,2.04,35,35,"These two sites are considered together and form part of the wider development at New Monks Farm. They are not however, included in the current planning permission for develoment at New Monks Farm (decision not yet issued) and separate planning applications are anticipated in 2020.. SHLAA Ref: ADC/151/18",local-authority-eng:ADU,not owned by a public authority,,https://www.adur-worthing.gov.uk/planning-policy/adur/adur-background-studies-and-info/housing/#shlaa,not permissioned,,ADCBR24,"https://www.adur-worthing.gov.uk/media/media,156125,en.pdf",2019-10-30
"Fuel Tanks, Lennards Wharf, Brighton Road, Shoreham-by-Sea",yes,,2019-10-30,,0.66,100,100,This site lies within the Shoreham Harbour Regeneration Area identified as a broad location for change. The regeneration of Shoreham Harbour has been a long term aspiration and and the redevelopment of the Western Harbour Arm is recognised as a priority for the Shoreham Harbour Partnership. The principle of redeveloping this site for a residential use is consistent with Joint Area Action Plan policies. Progress is being made to bring this site forward.. SHLAA Ref: SH/013/18,local-authority-eng:ADU,not owned by a public authority,,https://www.adur-worthing.gov.uk/planning-policy/adur/adur-background-studies-and-info/housing/#shlaa,not permissioned,,ADCBR25,"https://www.adur-worthing.gov.uk/media/media,156126,en.pdf",2019-10-30
"Paladone, New Wharf, Brighton Road, Shoreham-by-Sea",yes,,2018-10-30,,0.35,80,80,This site lies within the Shoreham Harbour Regeneration Area identified as a broad location for change. The regeneration of Shoreham Harbour has been a long term aspiration and and the redevelopment of the Western Harbour Arm is recognised as a priority for the Shoreham Harbour Partnership. The principle of redeveloping this site for a residential use is consistent with Joint Area Action Plan policies. Progress is being made to bring this site forward.. SHLAA Ref: SH/009/18,local-authority-eng:ADU,not owned by a public authority,,https://www.adur-worthing.gov.uk/planning-policy/adur/adur-background-studies-and-info/housing/#shlaa,not permissioned,,ADCBR26,"https://www.adur-worthing.gov.uk/media/media,156127,en.pdf",2018-10-30
"Columbia House, Columbia Drive, Worthing",yes,,2019-10-30,,0.97,102,102,"Application for permitted development for prior approval for change of use from offices (Use Class B1a) to 102 residential units (Use Class C3) (24 studios, 76 x 1 bed and 2 x 2 bed) with associated parking.. Planning Ref: NOTICE/0018/16",local-authority-eng:WOT,not owned by a public authority,2016-12-15,https://planning.adur-worthing.gov.uk/online-applications/,permissioned,full planning permission,WBCBR2,"https://www.adur-worthing.gov.uk/media/media,146482,en.pdf",2017-10-16
