site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"The Sportsman, New Bolsover, Bolsover, Chesterfield, S44 6QD",yes,,2018-10-31,,0.05,6,6,,local-authority-eng:BOS,not owned by a public authority,2015-06-23,http://planning.bolsover.gov.uk/online-applications/applicationDetails.do?keyVal=NNXLE4DD06X00&activeTab=summary,permissioned,full planning permission,15/00218/FUL,https://www.bolsover.gov.uk/images/LIVE/Brownfield_Land_Register/The-Sportsman-New-Bolsover.pdf,2017-10-31
"Shirebrook Miners Welfare Institute, Central Drive, Shirebrook, Mansfield, NG20 8BA",yes,,2018-10-31,,0.2,7,7,,local-authority-eng:BOS,not owned by a public authority,2017-01-23,http://planning.bolsover.gov.uk/online-applications/applicationDetails.do?keyVal=OEXZ81DDIY400&activeTab=summary,permissioned,full planning permission,16/00504/FUL,https://www.bolsover.gov.uk/images/LIVE/Brownfield_Land_Register/Shirebrook-Miners-Welfare.pdf,2017-10-31
"The White Swan, Market Place, Bolsover, Chesterfield, S44 6PH",yes,,2018-10-31,,0.2,14,14,,local-authority-eng:BOS,not owned by a public authority,2017-04-04,http://planning.bolsover.gov.uk/online-applications/applicationDetails.do?keyVal=OLS1IKDDMPW00&activeTab=summary,permissioned,outline planning permission,17/00082/OUT,https://www.bolsover.gov.uk/images/LIVE/Brownfield_Land_Register/The-White-Swan-Bolsover.pdf,2017-10-31
"Land along Railway, North East of Southfield Lane, Whitwell",yes,,2018-10-31,,0.83,19,19,,local-authority-eng:BOS,not owned by a public authority,,http://planning.bolsover.gov.uk/online-applications/applicationDetails.do?keyVal=OME71SDD04100&activeTab=summary,pending decision,full planning permission,17/00104/FUL,https://www.bolsover.gov.uk/images/LIVE/Brownfield_Land_Register/Land-Along-Railway-Southfield-Lane-Whitwell.pdf,2017-10-31
"Site of Bolsover District Council Depot, Meadow Lane, South Normanton",yes,,2018-10-31,,0.28,10,10,,local-authority-eng:BOS,owned by a public authority,2017-11-22,http://planning.bolsover.gov.uk/online-applications/applicationDetails.do?keyVal=OMI9YDDDFGV00&activeTab=summary,permissioned,full planning permission,17/00114/FUL,https://www.bolsover.gov.uk/images/LIVE/Brownfield_Land_Register/Former-District-Council-Depot-Meadow-Lane-Bolsover.pdf,2017-10-31
"Fourways Garage, Rotherham Road, Bolsover",,,2018-10-31,,0.42,12,12,http://www.bolsover.gov.uk/images/LIVE/P/Plan_EB_HLAA_Summaries_Bolsover_1710.pdf,local-authority-eng:BOS,not owned by a public authority,,,not permissioned,,Bolsover-35,https://www.bolsover.gov.uk/images/LIVE/Brownfield_Land_Register/Fourways-Garage-Rotherham-Road-Bolsover.pdf,2017-10-31
"Land East of Station Road, Clowne",,,2018-10-31,,1.75,52,52,http://www.bolsover.gov.uk/images/LIVE/P/Plan_EB_HLAA_Summaries_Clowne_1710.pdf,local-authority-eng:BOS,not owned by a public authority,,,not permissioned,,Clowne-17,https://www.bolsover.gov.uk/images/LIVE/Brownfield_Land_Register/Land-East-of-Station-Road-Clowne.pdf,2017-10-31
"Land at former Shirebrook Station, Shirebrook",yes,,2018-10-31,,2.2,68,68,,local-authority-eng:BOS,not owned by a public authority,2017-04-17,https://planning.bolsover.gov.uk/online-applications/applicationDetails.do?keyVal=OFPP54DD06X00&activeTab=summary,permissioned,full planning permission,16/00530/FUL,https://www.bolsover.gov.uk/images/LIVE/Brownfield_Land_Register/Former-Shirebrook-Station.pdf,2017-10-31
"Former Whitwell Colliery, Whitwell",,,2018-10-31,,9.68,186,186,"The LAA shows a much larger site, however that includes an area of greenfield land which is not included within the figures recorded in this register.. http://www.bolsover.gov.uk/images/LIVE/P/Plan_EB_HLAA_Summaries_Whitwell_1710.pdf",local-authority-eng:BOS,not owned by a public authority,,https://planning.bolsover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PE6DFPDD0HN00,pending decision,outline planning permission,18/00452/OUT,https://www.bolsover.gov.uk/images/LIVE/Brownfield_Land_Register/Whitwell-Tip--Surrounding-Land.pdf,2017-10-31
"Former Courtaulds PLC, Oxcroft Lane, Bolsover",yes,,2018-10-31,,1.4,35,35,,local-authority-eng:BOS,not owned by a public authority,2017-11-15,https://planning.bolsover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ORYCA4DDIJ700,permissioned,full planning permission,17/00314/FUL,https://www.bolsover.gov.uk/images/LIVE/Brownfield_Land_Register/Former-Courtaulds-PLC-Oxcroft-Lane.pdf,2018-10-31
