site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Foresters Arms, Shrewsbury Road, Worksop",yes,,2017-11-07,,0.38,11,11,"Previous permission 13/00976/RENU, decision date 12/11/2013",local-authority-eng:BAE,not owned by a public authority,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,BFR03,http://bassetlaw.maps.arcgis.com/apps/View/index.html?appid=b0f3bead364d4a09bfa9b906bd4b0b72,2017-11-07
"Former Manton School, Kingston Road, Worksop",yes,,2017-11-07,,3.7,100,100,,local-authority-eng:BAE,owned by a public authority,,,not permissioned,,BFR04,http://bassetlaw.maps.arcgis.com/apps/View/index.html?appid=b0f3bead364d4a09bfa9b906bd4b0b73,2017-11-07
"Land off Claylands Avenue, Worksop",yes,,2017-11-07,,1.6,32,32,"14/00393/OUT, change of use from employment to residential, indicative number of dwellings only",local-authority-eng:BAE,not owned by a public authority,2017-06-01,http://publicaccess.bassetlaw.gov.uk/online-applications/,permissioned,outline planning permission,BFR05,http://bassetlaw.maps.arcgis.com/apps/View/index.html?appid=b0f3bead364d4a09bfa9b906bd4b0b74,2017-11-07
"Former Bassetlaw Learning Centre, 112 Newgate Street, Worksop",yes,,2017-11-07,,0.85,23,23,,local-authority-eng:BAE,owned by a public authority,,,not permissioned,,BFR06,http://bassetlaw.maps.arcgis.com/apps/View/index.html?appid=b0f3bead364d4a09bfa9b906bd4b0b75,2017-11-07
"Dormer Tools, Shireoaks Road, Worksop",yes,,2017-11-07,,3.6,80,80,"16/00725/FUL, change of use from B2 to C3, 5x 1-bed houses, 39x 2-bed houses, 28x 3-bed houses, 8x 4-bed houses",local-authority-eng:BAE,not owned by a public authority,2017-06-06,http://publicaccess.bassetlaw.gov.uk/online-applications/,permissioned,full planning permission,BFR07,http://bassetlaw.maps.arcgis.com/apps/View/index.html?appid=b0f3bead364d4a09bfa9b906bd4b0b76,2017-11-07
"Elizabethan High School Lower Site, North Road, Retford",yes,,2017-11-07,,2.74,93,93,"13/01355/FUL, Permission comprising 63 apartments and 30 bungalows",local-authority-eng:BAE,owned by a public authority,2015-05-26,http://publicaccess.bassetlaw.gov.uk/online-applications/,permissioned,full planning permission,BFR08,http://bassetlaw.maps.arcgis.com/apps/View/index.html?appid=b0f3bead364d4a09bfa9b906bd4b0b77,2017-11-07
"Tenterflat Walk, Bridgegate, Retford",,,2017-11-07,,0.78,33,33,"Previously permissioned on appeal (01/11/00344, decision date 25/07/2014)",local-authority-eng:BAE,not owned by a public authority,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,BFR09,http://bassetlaw.maps.arcgis.com/apps/View/index.html?appid=b0f3bead364d4a09bfa9b906bd4b0b78,2017-11-07
"Former Retford Oaks School, Pennington Walk, Retford",yes,,2017-11-07,,1.47,28,28,"16/00363/OUT, change of use from D1 to C3",local-authority-eng:BAE,owned by a public authority,,http://publicaccess.bassetlaw.gov.uk/online-applications/,pending decision,,BFR10,http://bassetlaw.maps.arcgis.com/apps/View/index.html?appid=b0f3bead364d4a09bfa9b906bd4b0b79,2017-11-07
"Blackstope Lane, Retford",,,2017-11-07,,0.62,10,10,"13/00441/OUT, change of use from B2 to C3, 3x 3-bed houses, 7x 4-bed houses",local-authority-eng:BAE,not owned by a public authority,,http://publicaccess.bassetlaw.gov.uk/online-applications/,pending decision,,BFR11,http://bassetlaw.maps.arcgis.com/apps/View/index.html?appid=b0f3bead364d4a09bfa9b906bd4b0b80,2017-11-07
"Co-op Dairy, Grove Lane, Retford",,,2017-11-07,,0.63,15,15,"16/00207/OUT, change of use from B8 to C3, 15x 3-bed houses",local-authority-eng:BAE,not owned by a public authority,,http://publicaccess.bassetlaw.gov.uk/online-applications/,pending decision,,BFR12,http://bassetlaw.maps.arcgis.com/apps/View/index.html?appid=b0f3bead364d4a09bfa9b906bd4b0b81,2017-11-07
"Land at Farm View, Ordsall, Retford",yes,,2017-11-07,,0.45,7,7,"Previously permissioned (01/10/00193, decision date 24/11/2010)",local-authority-eng:BAE,not owned by a public authority,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,BFR13,http://bassetlaw.maps.arcgis.com/apps/View/index.html?appid=b0f3bead364d4a09bfa9b906bd4b0b82,2017-11-07
