site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Land at Stevens Road, Balby",yes,,2018-12-31,,2.47,196,196,"11/00246/EXTM - Erection of 112 houses and 84 apartments (being extension of time on planning application 06/00014/FULM, granted on 09/04/2008). Application approved by Planning Committee subject to S106. Erection of 196 dwellings (112 houses and 84 apartments)",local-authority-eng:DNC,not owned by a public authority,,http://www.doncaster.gov.uk/services/planning/planning-applications-online-public-access,pending decision,,111,http://dmbc.maps.arcgis.com/apps/webappviewer/index.html?id=2ac0d9b40cc34eb2b05e80a122b7a6e2,2017-12-31
"Former Bloodstock Sales Site, Carr House Road",yes,,2018-12-31,,1.74,58,46,18/02614/4FULM - pending,local-authority-eng:DNC,owned by a public authority,,http://www.doncaster.gov.uk/services/planning/planning-applications-online-public-access,pending decision,,253,http://dmbc.maps.arcgis.com/apps/webappviewer/index.html?id=2ac0d9b40cc34eb2b05e80a122b7a6e2,2017-12-31
"Plot 5A, off Carolina Way / Lakeside Boulevard",yes,,2018-12-31,,2,66,53,,local-authority-eng:DNC,owned by a public authority,,http://www.doncaster.gov.uk/services/planning/planning-applications-online-public-access,not permissioned,,261,http://dmbc.maps.arcgis.com/apps/webappviewer/index.html?id=2ac0d9b40cc34eb2b05e80a122b7a6e2,2017-12-31
"Plot 6, Lakeside Boulevard",yes,,2018-12-31,,3.11,109,87,"Has previously been granted planning permission (Ref:06/02537/FULA) for the erection of 308 apartments in 4 complexes, each varying in height between 2 and 4 storeys with limited 5 storey elements, with associated public open space, landscaped areas and car parking, together with a building for Class A3 use",local-authority-eng:DNC,owned by a public authority,,http://www.doncaster.gov.uk/services/planning/planning-applications-online-public-access,not permissioned,,262,http://dmbc.maps.arcgis.com/apps/webappviewer/index.html?id=2ac0d9b40cc34eb2b05e80a122b7a6e2,2017-12-31
"Barnburgh House, Edlington Lane, New Edlington",yes,,2018-12-31,,0.24,9,7,,local-authority-eng:DNC,owned by a public authority,,http://www.doncaster.gov.uk/services/planning/planning-applications-online-public-access,not permissioned,,375,http://dmbc.maps.arcgis.com/apps/webappviewer/index.html?id=2ac0d9b40cc34eb2b05e80a122b7a6e2,2017-12-31
"Garden Street, Mexborough",,,2018-12-31,,0.51,19,15,,local-authority-eng:DNC,owned by a public authority,,http://www.doncaster.gov.uk/services/planning/planning-applications-online-public-access,not permissioned,,379,http://dmbc.maps.arcgis.com/apps/webappviewer/index.html?id=2ac0d9b40cc34eb2b05e80a122b7a6e2,2017-12-31
"Windhill, Whinhill Avenue, Mexborough",,,2018-12-31,,3.33,140,112,Former housing area that has been cleared of existing housing stock under housing renewal programme. Permission 17/02056/FULM,local-authority-eng:DNC,owned by a public authority,,http://www.doncaster.gov.uk/services/planning/planning-applications-online-public-access,not permissioned,,414,http://dmbc.maps.arcgis.com/apps/webappviewer/index.html?id=2ac0d9b40cc34eb2b05e80a122b7a6e2,2017-12-31
"Woodland View, Edwin Road, Woodlands",,,2018-12-31,,0.61,14,14,17/02056/FULM. 14 affordable bungalows,local-authority-eng:DNC,owned by a public authority,2017-11-01,http://www.doncaster.gov.uk/services/planning/planning-applications-online-public-access,permissioned,full planning permission,415,http://dmbc.maps.arcgis.com/apps/webappviewer/index.html?id=2ac0d9b40cc34eb2b05e80a122b7a6e2,2017-12-31
"Civic And Cultural Quarter, Waterdale",yes,,2018-12-31,,11.26,33,33,"08/02535/OUTA - This is a large mixed use Outline permission, a significant proportion has now come forward with Reserved Matters and indeed built. There is a 1ha site (Scarborough House) identified for residential uses that has not yet had Reserved Matters. Although this site has been temporary greened over, it previosuly contained Council Offices and car parking so is considered to be Brownfield. The capacity in this register reflects this part of the scheme only. Other residential elements are under construction (see 12/02500/REMM) and the original capacity of 450 units is no longer expected to materialise with a revised total of 130 units now expected. Mixed Use Civic & Cultural Quarter comprising new performance venue, public library, civic offices, A1/A2/A3/A4 retail, B1 offices, D2 leisure, C1 hotels and C3 residential and open space",local-authority-eng:DNC,owned by a public authority,2010-03-30,http://www.doncaster.gov.uk/services/planning/planning-applications-online-public-access,permissioned,outline planning permission,440,http://dmbc.maps.arcgis.com/apps/webappviewer/index.html?id=2ac0d9b40cc34eb2b05e80a122b7a6e2,2017-12-31
"Askern Saw Mills, High Street, Askern",yes,,2018-12-31,,15.08,220,220,"08/01077/OUTA - Reserved Matters now submitted (16/01651/REMM) but not yet determined.. Mixed use redevelopment of saw mill and land to the south for up to 220 dwellings, up to 310 sq. m A1 use, up to 310 sq. m A3 use, up to 560 sq. m A4 use, up to 1400 sq. m B1c use, up to 8550 sq. m Class B2 use and public open space and retention of 3.81 ha of open storage in B8 use and existing building on approx. 15.17 ha of land",local-authority-eng:DNC,not owned by a public authority,2013-07-11,http://www.doncaster.gov.uk/services/planning/planning-applications-online-public-access,permissioned,outline planning permission,569,http://dmbc.maps.arcgis.com/apps/webappviewer/index.html?id=2ac0d9b40cc34eb2b05e80a122b7a6e2,2017-12-31
