site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Adj Mill Hill Phase 2, Mill Hill, Cleator Moor",yes,,2017-12-22,,1.34,16,16,16 Dwellings,local-authority-eng:COP,not owned by a public authority,2018-04-11,,permissioned,full planning permission,CBR001,https://www.copeland.gov.uk/sites/default/files/attachments/cbr001_mill_hill_phase_2.pdf,2017-12-22
County Highways Depot Holborn Hill,yes,,2017-12-22,,0.35,8,8,Reserved Matters For Full Development Details (8 Dwellings),local-authority-eng:COP,not owned by a public authority,2017-01-13,,permissioned,reserved matters approval,CBR003,https://www.copeland.gov.uk/sites/default/files/attachments/cbr003_former_highways_depot.pdf,2017-12-22
Former Ashburners Compound Millom Road,yes,,2017-12-22,,0.16,9,9,Demolition Of Existing Commercial Building & Erection Of Nine Dwellings (Resubmission Of 4/08/2146/0),local-authority-eng:COP,not owned by a public authority,2009-01-08,,permissioned,full planning permission,CBR004,https://www.copeland.gov.uk/sites/default/files/attachments/cbr004_former_ashburners_compound.pdf,2017-12-22
Former Cinema Buildings Bookwell Street,yes,,2018-12-17,,0.14,8,8,Reserved Matters For Full Development Details (8 Dwellings),local-authority-eng:COP,not owned by a public authority,2018-05-01,,permissioned,reserved matters approval,CBR005,https://www.copeland.gov.uk/sites/default/files/attachments/crb005_former_cinema_egremont.pdf,2017-12-22
Former Lakeland Laundry,yes,,2017-12-22,,1.31,48,48,48 Dwellings,local-authority-eng:COP,not owned by a public authority,2007-02-07,,permissioned,full planning permission,CBR006,https://www.copeland.gov.uk/sites/default/files/attachments/cbr006_former_lakeland_laundary.pdf,2017-12-22
Former Nightclub Meadow Road,yes,,2018-12-17,,0.25,28,28,21 Apartments and 7 Bungalows for residents for 55+,local-authority-eng:COP,not owned by a public authority,,,pending decision,,CBR007,https://www.copeland.gov.uk/sites/default/files/attachments/cbr007_former_nightclub_whitehaven.pdf,2017-12-22
Former Outbuildings Seacote Hotel,yes,,2017-12-22,,0.46,8,8,"Improved Vehicle Access & Proposed Alterations To Car Park, Plus Construction Of 8 New Houses",local-authority-eng:COP,not owned by a public authority,2013-09-23,,permissioned,full planning permission,CBR008,https://www.copeland.gov.uk/sites/default/files/attachments/cbr008_former_outbuildings_0.pdf,2017-12-22
Former Sekers Factory Main Street,yes,,2018-12-17,,1.26,60,60,60 Bed Care Home with the other half of the site proposed for housing,local-authority-eng:COP,not owned by a public authority,2017-03-31,,permissioned,full planning permission,CBR009,https://www.copeland.gov.uk/sites/default/files/attachments/cbr009_former_sekers_factory_site_0.pdf,2017-12-22
"Land at East Road, Egremont",,,2018-12-17,,0.46,25,25,ERECTION OF 28 NO. APARTMENTS OVER 3.5 STOREYS AND 13 NO. DWELLINGS OVER 2.5 STOREYS WITH ASSOCIATED LANDSCAPING AND CAR PARKING,local-authority-eng:COP,not owned by a public authority,,,pending decision,,CBR010,https://www.copeland.gov.uk/sites/default/files/attachments/cbr010_land_at_east_road_egremont.pdf,2017-12-22
Land rear to Rusper Drive,yes,,2017-12-22,,1.55,26,26,Outline Application For The Erection Of 26 Dwellings,local-authority-eng:COP,not owned by a public authority,2017-08-15,,permissioned,outline planning permission,CBR011,https://www.copeland.gov.uk/sites/default/files/attachments/cbr011_land_rear_to_rusper_drive_0.pdf,2018-01-31
"Old Welfare Home, Whitehaven",yes,,2017-12-22,,3.38,107,107,Residential Development (107 Dwellings),local-authority-eng:COP,not owned by a public authority,2015-04-20,,permissioned,full planning permission,CBR012,https://www.copeland.gov.uk/sites/default/files/attachments/cbr012_old_welfare_home_0.pdf,2017-12-22
"Poolside, Haverigg",yes,,2017-12-22,,3.00,81,81,New Housing Development of 81 Dwellings,local-authority-eng:COP,not owned by a public authority,2016-04-13,,permissioned,full planning permission,CBR013,https://www.copeland.gov.uk/sites/default/files/attachments/cbr013_poolside_haverigg.pdf,2017-12-22
"Romar Site, Main Street",yes,,2017-12-22,,0.91,29,29,Demolition Of Factory And Outline Planning For Erection Of Dwellings,local-authority-eng:COP,not owned by a public authority,2017-07-05,,permissioned,outline planning permission,CBR014,https://www.copeland.gov.uk/sites/default/files/attachments/cbr014_romar_site_whitehaven_0.pdf,2017-12-22
St Michaels Chapel Moresby Parks Road,yes,,2018-12-17,,0.10,5,5,Construction of 5 No. Detached Dwellings,local-authority-eng:COP,not owned by a public authority,,,pending decision,,CBR015,https://www.copeland.gov.uk/sites/default/files/attachments/cbr015_st_michaels_chapel_moresby.pdf,2017-12-22
"Station Yard, Millom",yes,,2017-12-22,,0.62,25,25,25 Residential Units,local-authority-eng:COP,not owned by a public authority,1993-09-02,,permissioned,full planning permission,CBR016,https://www.copeland.gov.uk/sites/default/files/attachments/cbr016_station_yard_millom.pdf,2017-12-22
"Station Yard, Moor Row",yes,,2017-12-22,,1.19,73,73,Outline Application For Residential Development,local-authority-eng:COP,not owned by a public authority,2017-01-13,,permissioned,outline planning permission,CBR017,https://www.copeland.gov.uk/sites/default/files/attachments/cbr017_station_yard_moor_row.pdf,2017-12-22
Trafalgar Square Yeathouse Road,yes,,2017-12-22,,0.31,9,9,Outline Application For Erection Of Nine Detached Two Storey Dwellings,local-authority-eng:COP,not owned by a public authority,2017-10-18,,permissioned,reserved matters approval,CBR018,https://www.copeland.gov.uk/sites/default/files/attachments/cbr018_trafalgar_square_frizington.pdf,2017-12-22
Whites Row,yes,,2017-12-22,,0.44,7,7,Outline Application For Seven Dwellings,local-authority-eng:COP,not owned by a public authority,2017-03-15,,permissioned,outline planning permission,CBR019,https://www.copeland.gov.uk/sites/default/files/attachments/cbr019_whites_row_parton.pdf,2017-12-22
"Distressed Sailors Inn, Egremont Road",yes,,2018-12-19,,0.1,7,7,Outline Application erection of Seven Dwellings,local-authority-eng:COP,not owned by a public authority,2018-10-29,,permissioned,outline planning permission,CBR020,https://www.copeland.gov.uk/attachments/cbr020-distressed-sailors-inn-egremont-road,2018-12-19
"Land to Rear of Ennerdale View, Birks Road",yes,,2018-12-19,,3.06,9,9,Phase 1 Comprising Of Nine Dwellings,local-authority-eng:COP,not owned by a public authority,2017-06-07,,permissioned,outline planning permission,CBR021,https://www.copeland.gov.uk/attachments/cbr021-land-rear-ennerdale-view,2018-12-19
"Kells and District Royal British Legion Club, Hill Top Road, Kells",yes,,2018-12-19,,0.22,10,10,Proposal Demolition of Existing Club and the Redevelopment of The Site with 10 No. Dwellings,local-authority-eng:COP,not owned by a public authority,2018-06-06,,permissioned,full planning permission,CBR022,https://www.copeland.gov.uk/attachments/cbr022-kells-royal-british-legion,2018-12-19
"Former Concrete batching pland, Old goods yard Distington",yes,,2019-12-24,,2.72,52,52,Demolition of former railway structures and outline planning permission for residential development of up to 52 dwellings with full details of access,local-authority-eng:COP,not owned by a public authority,2018-08-29,,permissioned,outline planning permission,CBR023,https://www.copeland.gov.uk/attachments/cbr023-former-concrete-batching-plant,2019-12-24
"Whitehaven Medical Centre, 3 Catherine Street, Whitehaven",yes,,2019-12-24,,0.02,6,6,"Installation of new windows & doors to principal elevation, erection of first floor side extension with rear dormer along with internal alterations (demolition works and new construction) to facilitate change of use of building to form 6 flats",local-authority-eng:COP,not owned by a public authority,2019-10-21,,permissioned,full planning permission,CBR024,https://www.copeland.gov.uk/attachments/cbr024-whitehaven-medical-centre,2019-12-24
