site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Glendaragh, Barn Park Road, Teignmouth TQ14 8PN",yes,,2017-11-01,,0.26,15,15,Part of this site was started in 2002,local-authority-eng:TEI,not owned by a public authority,2001-10-26,,permissioned,full planning permission,BFR001,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=01%2f03478%2fCOU,2017-11-01
"Rosemary Avenue, Newton Abbot TQ12 1SB",yes,,2017-11-01,,0.12,6,6,Groundworks commenced keeping this live,local-authority-eng:TEI,not owned by a public authority,2006-03-22,,permissioned,full planning permission,BFR002,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=05%2f04278%2fFUL,2017-11-01
"Platway House, Torquay Road, Shaldon TQ14 0AU",yes,,2017-11-01,,0.47,9,9,started,local-authority-eng:TEI,not owned by a public authority,2008-07-01,,permissioned,full planning permission,BFR003,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=08%2f01449%2fMAJ,2017-11-01
"Shapters Yard, Strand Hill, Dawlish EX7 9PS",yes,,2018-03-16,,0.04,9,9,Site completed,local-authority-eng:TEI,not owned by a public authority,2012-07-31,,permissioned,full planning permission,BFR004,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=12%2f01811%2fFUL,2017-11-01
"Former Wolborough Hospital, Old Totnes Road, Newton Abbot TQ12 6AA",yes,,2017-11-01,,1.14,15,13,started,local-authority-eng:TEI,not owned by a public authority,2013-01-21,,permissioned,full planning permission,BFR005,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=13%2f01497%2fMAJ,2017-11-01
"Holcombe Hall, Holcombe Drive, Dawlish EX7 0JW",yes,,2018-08-28,,0.73,7,7,Site completed,local-authority-eng:TEI,not owned by a public authority,2014-10-10,,permissioned,full planning permission,BFR006,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=13%2f02517%2fFUL,2017-11-01
"14 Barton Villas, Dawlish EX7 9QJ",yes,,2017-11-01,,0.04,5,5,started,local-authority-eng:TEI,not owned by a public authority,2014-10-10,,permissioned,full planning permission,BFR007,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=13%2f03658%2fFUL,2017-11-01
"22 - 26 Wolborough Street, Newton Abbot TQ12 1JJ",yes,,2017-11-01,,0.18,38,38,started,local-authority-eng:TEI,not owned by a public authority,2014-10-10,,permissioned,full planning permission,BFR008,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=17%2f02715%2fMAJ,2017-11-01
"Clay Lane, Teignmouth TQ14 8FW",yes,,2017-11-01,,0.08,21,21,2 phase scheme part 1 completed in 2009 - this phase started,local-authority-eng:TEI,not owned by a public authority,2014-10-09,,permissioned,full planning permission,BFR009,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f01918%2fMAJ,2017-11-01
"land at Ilford Park, Stover, Newton Abbot TQ12 6PW",yes,,2017-11-01,,26.45,23,23,unimplemented,local-authority-eng:TEI,not owned by a public authority,2016-06-01,,permissioned,full planning permission,BFR010,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f02580%2fMAJ,2017-11-01
"5 George Street, Teignmouth TQ14 8AH",yes,,2017-11-01,,0.03,8,8,started,local-authority-eng:TEI,not owned by a public authority,2015-01-26,,permissioned,full planning permission,BFR011,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f03008%2fCOU,2017-11-01
"17 Bank Street, Newton Abbot TQ12 2JL",yes,,2017-11-01,,0.04,7,7,started,local-authority-eng:TEI,not owned by a public authority,2015-05-07,,permissioned,full planning permission,BFR012,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f03632%2fFUL,2017-11-01
"Littlehayes, 9 East Cliff Road, Dawlish EX7 0BP",yes,,2017-12-06,,0.14,9,9,Site completed,local-authority-eng:TEI,not owned by a public authority,2016-01-26,,permissioned,full planning permission,BFR013,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f00726%2fMAJ,2017-11-01
"RMS Motors, Pottery Road, Bovey Tracey TQ13 9DS",yes,,2018-02-06,,0.51,14,14,Site completed,local-authority-eng:TEI,not owned by a public authority,2015-08-28,,permissioned,full planning permission,BFR014,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f00776%2fMAJ,2017-11-01
"Shell Cove House, 19 Old Teignmouth Road, Dawlish EX7 0NJ",yes,,2017-11-01,,2.8,34,34,started 2 applications,local-authority-eng:TEI,not owned by a public authority,2016-03-24,,permissioned,full planning permission,BFR015,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16/00300/MAJ,2017-11-01
"Langdon Hospital, Dawlish EX7 0NS",yes,,2017-11-01,,11.11,34,26,only approx 1.04 ha brownfield,local-authority-eng:TEI,not owned by a public authority,2016-09-13,,permissioned,outline planning permission,BFR016,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02700%2fMAJ,2017-11-01
"Bishop Dunstan School, 16 South Road, Newton Abbot TQ12 1HH",yes,,2017-11-01,,2.73,27,27,started,local-authority-eng:TEI,not owned by a public authority,2016-07-18,,permissioned,full planning permission,BFR017,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02732%2fMAJ,2017-11-01
"Conitor House, Denbury Road, Ogwell, Newton Abbot TQ12 6AD",yes,,2018-12-18,,0.25,11,11,Site completed,local-authority-eng:TEI,not owned by a public authority,2015-12-15,,permissioned,full planning permission,BFR018,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02943%2fNPA,2017-11-01
"Peppermint Club, Warren Road, Dawlish Warren, Dawlish EX7 0PQ",yes,,2017-11-01,,0.47,21,21,superseded,local-authority-eng:TEI,not owned by a public authority,2017-01-08,,permissioned,full planning permission,BFR019,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=17/02565/MAJ,2017-11-01
"2 Old Town Street, Dawlish EX7 9AL",yes,,2017-11-01,,0.15,9,9,started,local-authority-eng:TEI,not owned by a public authority,2016-07-13,,permissioned,full planning permission,BFR020,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f00464%2fFUL,2017-11-01
"Kingsteignton Community Resource Centre, Greenhill Road, Kingsteignton TQ12 3BD",yes,,2018-11-21,,0.98,36,36,Site completed,local-authority-eng:TEI,not owned by a public authority,2016-10-28,,permissioned,full planning permission,BFR021,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f00477%2fMAJ,2017-11-01
"Land At Former Treston House, Dawlish EX7 0BL",yes,,2018-09-19,,1.14,27,27,Site completed,local-authority-eng:TEI,not owned by a public authority,2017-07-28,,permissioned,full planning permission,BFR022,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16/00528/MAJ,2017-11-01
"Blenheim, Brimley Road, Bovey Tracey TQ13 9DH",yes,,2019-08-29,,0.32,5,5,Site completed,local-authority-eng:TEI,not owned by a public authority,2016-12-08,,permissioned,full planning permission,BFR023,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f02013%2fFUL,2017-11-01
"Prospect Chapel, 5 Torquay Road, Newton Abbot TQ12 2LJ",yes,,2019-04-23,,0.06,9,9,Site completed,local-authority-eng:TEI,not owned by a public authority,2017-01-19,,permissioned,full planning permission,BFR024,http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f02132%2fFUL,2017-11-01
