site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
76 High Street Brentwood CM14 4AN,,,2019-01-03,,0.04,7,7,"Prposal to extend to the rear and addition of a second and third floor flats to accommodate five x2-bedroom flats, one x1-bedroom flat, and vacant office to be converted into one x1-bedroom flat.",local-authority-eng:BRW,not owned by a public authority,2014-01-10,,permissioned,full planning permission,13/00875/FUL,http://myproperty.brentwood.gov.uk/cnet49live/cmfindit/Default.aspx?getmap=true&scale=250&location=559362.9%5e193717.45&layersidentifier=81c5d818746e419e99fb18aba62522b1&menuconfig=BrownfieldSites&backgroundmap=MapDefaultLayerNames,2017-12-22
Library House New Road Brentwood,,,2019-01-03,,0.37,55,55,"Construction to convert the former Office use to residential has already commenced.. Prior Approval Notification Class O - Conversion of upper floors (1st, 2nd and 3rd floors) from Offices (Class B1) to Residential Use (Class C3) to comprise of 55 flats with associated car parking (47 spaces) , cycle parking and refuse storage",local-authority-eng:BRW,not owned by a public authority,2017-03-07,,permissioned,other,17/00127/PNCOU,http://myproperty.brentwood.gov.uk/cnet49live/cmfindit/Default.aspx?getmap=true&scale=250&location=559542.3^193637.95&layersidentifier=c741e6b4c4be4880b0662ec90d273535&menuconfig=BrownfieldSites&backgroundmap=MapDefaultLayerNames,2017-12-22
Brescia House And 5 & 7 Eastfield Road Brentwood Essex CM14 4HB,,,2019-01-03,,0.14,12,12,"Outline planning permission (access, layout and scale) for the demolition of the existing building on site and the erection of 12 No. Dwellings with undercroft car parking (appearance and landscaping reserved matters)",local-authority-eng:BRW,not owned by a public authority,2015-10-15,,permissioned,outline planning permission,14/00439/OUT,http://myproperty.brentwood.gov.uk/cnet49live/cmfindit/Default.aspx?getmap=true&scale=250&location=559688.241494892^193534.55&layersidentifier=046694ef79164e3082ab4ca021634005&menuconfig=BrownfieldSites&backgroundmap=MapDefaultLayerNames,2017-12-22
Majenta House Coptfold Road Brentwood CM14 4BS,,,2019-01-03,,0.03,8,8,Prior Approval Notification Class O - Change of use from office space (B1(a) to 5 no. apartments,local-authority-eng:BRW,not owned by a public authority,,,permissioned,full planning permission,16/01558/PNCOU,http://myproperty.brentwood.gov.uk/cnet49live/cmfindit/Default.aspx?getmap=true&scale=250&location=559513.65^193577.425&layersidentifier=1eaaccddb40746b989fdec470a6e1c05&menuconfig=BrownfieldSites&backgroundmap=MapDefaultLayerNames,2017-12-22
Essex House 141 Kings Road Brentwood CM14 4DR,,,2019-01-03,,0.13,33,33,Site has an additional application (Reference 16/00936/FUL) for an amendent to the original application for 24 redsidential dwellings to include a reconfiguration of the roof to provide additional storey with mansard roof to form 9 residential units. Thus resulting in 33 dwellings on this site. Construction of his development has commenced.. Prior Approval Notification Class O - Change of use from offices (Use Class B1(a) to 24 residential units (use Class C3) on the ground floor mezzanine to second floors2,local-authority-eng:BRW,not owned by a public authority,2016-06-10,,permissioned,other,16/00499/PNCOU,http://myproperty.brentwood.gov.uk/cnet49live/cmfindit/Default.aspx?getmap=true&scale=250&location=559275.55^193260.426833474&layersidentifier=d923e7860b244b6c8e142ea56868fe91&menuconfig=BrownfieldSites&backgroundmap=MapDefaultLayerNames,2017-12-22
Kings House 101 - 135 Kings Road Brentwood CM14 4DR,,,2019-01-03,,0.29,35,35,Prior Approval Notification Class O - Change of use from office space (B1(a)) to 35-40 residential flats (C3 use class),local-authority-eng:BRW,not owned by a public authority,2016-06-21,,permissioned,other,16/00606/PNCOU,http://myproperty.brentwood.gov.uk/cnet49live/cmfindit/Default.aspx?getmap=true&scale=750&location=559270.875^193306.825&layersidentifier=7128169958564ccc9bfc6717f3fad101&menuconfig=BrownfieldSites&backgroundmap=MapDefaultLayerNames,2017-12-22
Land Formerly Known as NV Tools St James Road Brentwood CM14 4EF,,,2019-01-03,,0.04,45,45,"Redevelopment for 45 flats, landscaped amenity deck and associated car parking",local-authority-eng:BRW,not owned by a public authority,2017-05-16,,permissioned,full planning permission,15/01084/FUL,http://myproperty.brentwood.gov.uk/cnet49live/cmfindit/Default.aspx?getmap=true&scale=250&location=559226.325^193120.585&layersidentifier=8838b5c3707c4d91906dddadd326301e&menuconfig=BrownfieldSites&backgroundmap=MapDefaultLayerNames,2017-12-22
Potential House (First Floor) 149 - 157 Kings Road Brentwood CM14 4EG,,,2019-01-03,,0.02,5,5,Prior Approval Notification Class O - Change of use of first floor of office space (B1(a)) to 5 residential flats (C3 use class),local-authority-eng:BRW,not owned by a public authority,2016-09-30,,permissioned,other,16/01061/PNCOU,http://myproperty.brentwood.gov.uk/cnet49live/cmfindit/Default.aspx?getmap=true&scale=250&location=559294.474998056^193218.654063948&layersidentifier=6d72857f14b14b9aa028dee125f8c30b&menuconfig=BrownfieldSites&backgroundmap=MapDefaultLayerNames,2017-12-22
Former Elliots Nightclub and Petrol Station West Horndon CM13 3TB,,,2019-01-03,,1.4,20,20,"Demolition of existing single storey structures and construction of twenty, 2 storey residential units, together with associated access roads and formation of earth bund with associated landscaping to provide acoustic buffering.",local-authority-eng:BRW,not owned by a public authority,2016-06-27,,permissioned,full planning permission,14/01247/FUL,http://myproperty.brentwood.gov.uk/cnet49live/cmfindit/Default.aspx?getmap=true&scale=750&location=563301.838738525^189291.399975282&layersidentifier=0cec9750e5eb4984a31770293ced8607&menuconfig=BrownfieldSites&backgroundmap=MapDefaultLayerNames,2017-12-22
32 Sylvia Avenue Hutton Essex CM13 2HP,yes,,2019-01-03,,0.84,33,33,Renewal Of Outline Planning Permission Reference Brw/1053/2006 (Demolition Of No.32 Sylvia Avenue And Erection Of 33 Residential Units Comprising A Mix Of Flats And Houses Together With Formation Of Access Road),local-authority-eng:BRW,not owned by a public authority,2014-05-15,,permissioned,full planning permission,11/00009/EXT,http://myproperty.brentwood.gov.uk/cnet49live/cmfindit/Default.aspx?getmap=true&scale=250&location=562107.625^193560.25&layersidentifier=77755e1473ea4a0d9961c1e82ae1aa0f&menuconfig=BrownfieldSites&backgroundmap=MapDefaultLayerNames,2017-12-22
24 Norton Road Ingatestone CM4 0AB,,,2019-01-03,,0.09,5,5,"Demolition of existing outbuildings, change of use of existing building to provide 5 residential units for supported living accommodation, staff and reception area at ground floor",local-authority-eng:BRW,not owned by a public authority,2017-03-17,,permissioned,full planning permission,16/01729/FUL,http://myproperty.brentwood.gov.uk/cnet49live/cmfindit/Default.aspx?getmap=true&scale=250&location=564764.365^199569.255&layersidentifier=f24f90ae138745178d86656b39051d9d&menuconfig=BrownfieldSites&backgroundmap=MapDefaultLayerNames,2017-12-22
6 Great Eastern Road Warley Essex CM14 5EH,,,2019-01-03,,0.06,6,6,Demolition of existing building and construction of a new building comprising of 6 no. residential units,local-authority-eng:BRW,not owned by a public authority,2016-10-03,,permissioned,full planning permission,16/01038/FUL,http://myproperty.brentwood.gov.uk/cnet49live/cmfindit/Default.aspx?getmap=true&scale=250&location=559326.125^192954.4&layersidentifier=970a8f8a52da40b5b7726db2aacd079c&menuconfig=BrownfieldSites&backgroundmap=MapDefaultLayerNames,2017-12-22
