site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
BT Depot Ponteland Road NE1 2YF,,,2018-12-17,,0.88,39,32,,local-authority-eng:NET,not owned by a public authority,,,Not Permissioned,,1008,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,
Walkergate Hospital Benfield Road,,,2019-12-23,,3.19,79,65,Outline Planning Application for residential development of up to 72 no dwellings (Class C3) with associated infrastructure with all matters reserved except for access,local-authority-eng:NET,owned by a public authority,,,pending decision,,1009,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,
Gap Plant (East of Free Trade) St Lawrence Road,,,2019-12-11,,0.4,97,79,,local-authority-eng:NET,not owned by a public authority,,,Not Permissioned,,1026,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,
Land between Kirk Street and Bolam Street,,,2018-12-20,,0.29,15,13,,local-authority-eng:NET,not owned by a public authority,,,Not Permissioned,,1029,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,
Former scrap metal site Saint Lawrence Road,,,2019-12-23,,0.93,55,45,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,1072,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,
CD2 - The Stack PH and land to the west,,,2018-12-25,,0.91,31,25,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,1102,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,
Site of 1243 - 1293 Walker Road Walker,,,2019-12-23,,0.49,24,20,,local-authority-eng:NET,owned by a public authority,,,pending decision,,1103,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,
CD7 - Land at 1450-1560 Walker Road,,,2019-12-23,,0.26,11,9,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,1121,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,
Land at Felling View Caldbeck Avenue Caldbeck Close Walker,,,2019-12-23,,4.13,194,158,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,1124,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,
CW2 - Lamb Street,,,2018-12-29,,1.06,33,27,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,1129,https://www.newcastle.gov.uk/sites/default/files/planning/policy/Brownfield%20Register%20Map%202019.pdf,
