site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Three Barrels Winklebury Centre Basingstoke,yes,,2017-12-31,,0.06,5,5,Small site granted permission (13/00747/FUL) in Feburary 2014. Currently under construction and considered deliverable within five years.. Construction of 2 no. 2-bed flats & 4 no. 1-bed flats following demolition of existing 1st floor flat,local-authority-eng:BAN,not owned by a public authority,2014-02-11,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=MO0ZDBCRAT000,permissioned,full planning permission,13/00747/FUL,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MO0ZDBCRAT000,2017-12-31
Main Hall Park Prewett Northbrook Crescent Basingstoke,yes,,2018-12-31,,0.25,19,19,"Planning permission was granted for a net gain of 19 units in March 2015 (13/02321/FUL) . The site is under construction and the developer has confirmed, through the site monitoring consultation, that the remaining units will be delivered in 2018/19. A planning application was been submitted to provide an additional 9 units in the hall (17/00565/FUL), but this has been withdrawn. The site is deliverable within five years.. Conversion of main hall to 19 residential units and 300m2 of community space",local-authority-eng:BAN,not owned by a public authority,2015-03-20,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=MVYE55CRAT000,permissioned,full planning permission,13/02321/FUL,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MVYE55CRAT000,2017-12-31
Cranbourne House The Harrow Way,yes,,2018-12-31,,0.07,7,7,Small site granted permission (14/03214/FUL) in July 2015. The site is considered deliverable within five years.. Residential development of 7 units,local-authority-eng:BAN,not owned by a public authority,2015-07-28,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NDWLC6CRL0M00,permissioned,full planning permission,14/03214/FUL,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NDWLC6CRL0M00,2018-12-31
The Railway Inn Station Road,yes,,2018-12-31,,0.14,5,5,Small site granted permission for 5 dwellings in July 2015 (14/03880/FUL). No starts recorded on site at 1 April 2018 but site considered deliverable within five years.. Erection of 5 dwellings,local-authority-eng:BAN,not owned by a public authority,2015-07-07,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NGU8J8CRFND00,permissioned,full planning permission,14/03880/FUL,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NGU8J8CRFND00,2018-12-31
Leamington Court Andover Road Newfound,yes,,2019-05-14,,0.5,13,13,Planning permission was granted in May 2016 for the conversion of offices to 7 units and erection of 6 further units on site (15/00975/FUL). Site is under construction. At 1 April 2019 there were 5 dwellings outstanding. The site is deliverable within five years.. Partial demolition of office building (B1a) & conversion of remainder to form 7 no. dwellings & erection of 6 no. dwelling,local-authority-eng:BAN,not owned by a public authority,2016-05-13,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NLGY47CRJBL00,permissioned,full planning permission,15/00975/FUL,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NLGY47CRJBL00,2017-12-31
Land between Elmdene and Fairholm Aldermaston Road Pamber End,yes,,2019-05-14,,1.04,12,12,Outline planning permission was granted for 12 units in Feburary 2016 (15/03029/OUT). A reserved matters application was submitted in December 2018 which is pending consideration (18/03729/RES). The site is deliverable within five years.. Residential development of 12 units,local-authority-eng:BAN,not owned by a public authority,2016-05-25,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NTLFAVCRMW700,permissioned,outline planning permission,15/03029/OUT,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NTLFAVCRMW700,2019-05-14
Wella (Gb) Wella Road Basingstoke,yes,,2019-04-14,,0.67,70,70,A prior notification was approved for the conversion of the building to residential use (14/02433/GPDOFF) encompassing 12 units. A new application for 70 units on the site (15/03170/FUL) was granted permission in December 2016. The site has been cleared to enable development to take place and start on site was recorded in recorded 2017. The site is deliverable within five years.. Demolition of existing buildings (Class B1a) and redevelopment of site to provide a 3 storey residential block providing 70 flats,local-authority-eng:BAN,not owned by a public authority,2016-12-23,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NUB80JCRFS600,permissioned,full planning permission,15/03170/FUL,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NUB80JCRFS600,2017-12-31
Queen Marys College Land Adjacent To Cliddesden Road Basingstoke,yes,,2018-12-31,,0.23,6,6,Outline planning permission grated under reference BDB/74060 in July 2016. Reserved matters approval graned July 2017 (15/04469/RES). As at the 1 April 2018 construction was yet to start. Site considered deliverable within five years.. Erection of 6 no. dwellings,local-authority-eng:BAN,,2016-07-15,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NZI3KXCRKV200,permissioned,reserved matters approval,15/04469/RES,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NZI3KXCRKV200,2017-12-31
Royal British Legion The Street Bramley,yes,,2018-12-31,,1.41,9,9,Small site granted permission (15/04506/FUL) in November 2016. No start on site has been recorded at 1 April 2018 but the site considered deliverable within five years.. Erection of 9 no. dwellinghouses (4 no. 2-bed dwellings & 5 no. 4-bed dwellings) following demolition of members' club,local-authority-eng:BAN,not owned by a public authority,2016-11-11,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NZPT71CRL0V00,permissioned,full planning permission,15/04506/FUL,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NZPT71CRL0V00,2017-12-31
Brickells Yard Oakley Lane Oakley,yes,,2018-12-31,,0.27,10,10,"An full application (15/04534/FUL) for 10 units was granted in September 2016. The site is under cosntruction and completions are expected in 2019/20. It is considered that the site is deliverable within five years.. Demolition of existing industrial units & erection of 4 no. 2-bed, 4 no. 3-bed & 2 no. 4-bed dwellings",local-authority-eng:BAN,not owned by a public authority,2016-09-09,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NZT4PMCR0AQ00,permissioned,full planning permission,15/04534/FUL,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NZT4PMCR0AQ00,2017-12-31
