site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Land at Oxford Abingdon Hotel, Abingdon-on-Thames",,,2017-12-08,,0.87,35,35,,local-authority-eng:VAL,not owned by a public authority,,,not permissioned,,ABIG07,http://www.whitehorsedc.gov.uk/sites/default/files/ABIG07.png,2017-12-08
"Land to the rear of Waitrose Car Park, Wantage",,,2017-12-08,,0.13,5,5,,local-authority-eng:VAL,owned by a public authority,,,not permissioned,,WANT11,http://www.whitehorsedc.gov.uk/sites/default/files/WANT11.png,2017-12-08
"Challow Country Club, Woodhill Ln",,,2017-12-08,,0.63,14,14,Demolition of existing buildings and erection of 14 dwellings. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P11/V1960/EX,local-authority-eng:VAL,not owned by a public authority,2011-12-13,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P11/V1960/EX,permissioned,full planning permission,P11/V1960/EX,http://www.whitehorsedc.gov.uk/sites/default/files/P11V1960EX.png,2017-12-08
"Radcliffe Publishing Co Ltd, 18 Marcham Road, Abingdon, OX14 1AA",,,2017-12-08,,0.15,12,12,Re-submission for conversion of existing office building into residential apartments and erection of 5 mews houses.. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P12/V0204,local-authority-eng:VAL,not owned by a public authority,2012-03-01,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P12/V0204,permissioned,full planning permission,P12/V0204,http://www.whitehorsedc.gov.uk/sites/default/files/P12V0204.png,2017-12-08
"29-30 Market Place, Wantage, Oxfordshire",,,2017-12-08,,0.04,8,8,"Proposed 8 flats comprising, 6x1 and 2x2 bed flats at first and second floor levels.. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P12/V0308",local-authority-eng:VAL,not owned by a public authority,2012-10-26,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P12/V0308,permissioned,full planning permission,P12/V0308,http://www.whitehorsedc.gov.uk/sites/default/files/P12V0308.png,2017-12-08
"Faringdon Tennis Club, Southampton St",,,2017-12-08,,0.18,11,11,"Site is under construction (Nov 2017). Change of use from tennis courts to residential, including demolition of existing changing rooms and erection of 11no new dwellings. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P13/V0033/FUL",local-authority-eng:VAL,not owned by a public authority,2013-04-09,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P13/V0033/FUL,permissioned,full planning permission,P13/V0033/FUL,http://www.whitehorsedc.gov.uk/sites/default/files/P13V0033FUL.png,2017-12-08
Land West of Faringdon Road Cumnor OX2 9RE,,,2017-12-08,,1.54,22,22,Erection of up to 22 dwellings. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P13/V0446/O,local-authority-eng:VAL,not owned by a public authority,2016-04-07,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P13/V0446/O,permissioned,outline planning permission,P13/V0446/O,http://www.whitehorsedc.gov.uk/sites/default/files/P13V0446O.png,2017-12-08
"Berkeley House, 20 Marcham Rd, Abingdon",,,2017-12-08,,0.17,14,14,Refurbishment of the existing building into 8no. 1 bedroom apartments and the erection of 6no. mews terrace houses. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P13/V0679/FUL,local-authority-eng:VAL,not owned by a public authority,2014-01-16,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P13/V0679/FUL,permissioned,full planning permission,P13/V0679/FUL,http://www.whitehorsedc.gov.uk/sites/default/files/P13V0679FUL.png,2017-12-08
"57-59 Stert Street, Abingdon",,,2017-12-08,,0.12,14,14,"Demolition of 55-59 Stert Street & Abbey Court and the erection of a new three storey building fronting Stert Street, comprising 9 flats, and erection of three storey terrace building comprising 4 dwelling houses and 1 maisonette. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P13/V0821/FUL",local-authority-eng:VAL,not owned by a public authority,2015-02-09,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P13/V0821/FUL,permissioned,full planning permission,P13/V0821/FUL,http://www.whitehorsedc.gov.uk/sites/default/files/P13V0821FUL.png,2017-12-08
"5B Lechlade Road, Faringdon",,,2017-12-08,,0.36,14,14,Site is under construction (Nov 2017). Erection of 14 dwellings with associated access. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P13/V2301/O,local-authority-eng:VAL,not owned by a public authority,2014-08-27,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P13/V2301/O,permissioned,outline planning permission,P13/V2301/O,http://www.whitehorsedc.gov.uk/sites/default/files/P13V2301O.png,2017-12-08
