site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Swan Quay, Belvedere Road, Faversham",,,2018-03-10,,0.3,10,10,The site forms part of the Faversham Creek Neighbourhood Plan and its inclusion for a Permission in Principle could undermine this process.. The site comprises four buildings formerly used by the Frank and Whitorne Joinery Company and is adjacent to Faversham creek.,local-authority-eng:SWL,not owned by a public authority,,,not permissioned,,BF/023,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF023Swan-QuayBelvedere-Road.docx,2018-03-20
"The Foundry, Rushenden Road, Queenborough",yes,,2018-03-10,yes,0.37,37,37,"The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process.. The site comprises a former foundry and is open, flat and adjacent to Queenborough Creek.",local-authority-eng:SWL,not owned by a public authority,,,not permissioned,,BF/136,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF136The-Foundary-Queenborough.docx,2018-03-20
"Former Nicholls Transport site, Lydbrook Close, Sittingbourne",yes,,2018-03-10,yes,1.7,49,49,The site was granted planning permission in 2001 and remains extant due to early trench digging. Application 17/503888/OUT was recently withdrawn in favour of building out the previous application.. Approval of Reserved Matters for Residential Development Pursuant to Outline Planning Permission SW/97/0623 (49 dwellings).. The site comprises the former Nicholls Transport depot which has now been vacant for a number of years and is surrounded by dwellings close to the A2.,local-authority-eng:SWL,not owned by a public authority,2001-09-20,,permissioned,reserved matters approval,BF/167,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF167Lydbrook-CloseSittingbourne.docx,2018-03-20
"152 Staplehurst Road, Sittingbourne",,,2018-03-10,yes,1.8,75,75,"The site is allcoated within the adopted Local Plan and its inclusion for a Permission in Principle could undermine this process.. The site comprises a flat piece of land within a predominantly residential area, with some commercial/industrial use too. It is adjacent to the railway line to the north.",local-authority-eng:SWL,not owned by a public authority,,,not permissioned,,BF/237,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF237152-Staplehurst-RoadSittingbourne.docx,2018-03-20
"West Street, Queenborough",,,2018-03-10,yes,1.45,80,80,"The site forms part of the Queenborough & Rushenden Regeneration Area and its inclusion for a Permission in Principle could undermine this process.. The site comrises land including business offices, dockyard buildings and wharfs adjacent to Queenborough Creek.",local-authority-eng:SWL,not owned by a public authority,,,not permissioned,,BF/256,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF256West-StreetQueenborough.docx,2018-03-20
"Land West of Rushenden Road, Queenborough",yes,,2018-03-10,yes,13.31,379,379,"The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process. The overall site is identified as having capacity for up to 480 dwellings, however application 16/507298/FULL was approved for 101 dwellings on the southern portion of the site and is under construction.. The site is vacant and is surrounded by Rushenden Road to the east and Queenborough Creek to the west.",local-authority-eng:SWL,owned by a public authority,,,not permissioned,,BF/258,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF258West-of-Rushenden-Road.docx,2018-03-20
Crown Quay Lane,yes,,2018-03-10,yes,7.6,267,267,"The overall site is identified as having capacity for up to 650 dwellings, however a large part of the site was granted planning permission for 383 dwellings in May 2018 which are now under construction. The remainder of the site forms part of a detailed Local Plan allocation and its inclusion for a Permission in Principle could undermine this process.. The site comprises a cleared former industrial estate. It is surrounded by Milton Creek, Eurolink Way, Eurolink industrial estate and Sittingbourne retail park.",local-authority-eng:SWL,not owned by a public authority,,,not permissioned,,BF/259,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF260Crown-Quay-Lane.docx,2018-03-10
"Bell Centre, Bell Road, Sittingbourne",yes,,2018-03-10,,0.9,165,120,"The site has an application currently pending decision.. Proposed mixed use development comprising 165 no. residential apartments, medical centre and pharmacy across three blocks with associated parking and landscaping, refurbishment of existing Bell House with retention of offices and an additional storey.. The site comprises the former Bell Shopping Centre which was demolished a number of years ago. The land has been vacant since and fronts Bell Road close to Sittingbourne town centre.",local-authority-eng:SWL,not owned by a public authority,,,pending decision,full planning permission,BF/265,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF265Bell-CentreSittingbourne.docx,2018-03-20
"Provender Mill, New Creek Road, Faversham",yes,,2018-03-10,yes,0.95,10,10,The site forms part of the Faversham Creek Neighbourhood Plan and its inclusion for a Permission in Principle could undermine this process.. The site sits between Faversham Creek and New Creek Road and contains a number of designated heritage assets.,local-authority-eng:SWL,not owned by a public authority,,,not permissioned,,BF/275,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF275Provender-Mill-New-Creek-Road.docx,2018-03-20
"Land South of Queenborough Creek, Queenborough",,,2018-03-10,yes,7.0,380,380,"The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process.. The site lies to the south of Queenborough Creek and falls partly within the Queenborough Conservation Area, with a number of designated heritage assets close by.",local-authority-eng:SWL,mixed ownership,,,not permissioned,,BF/281,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF281South-of-Queenborough-Creek.docx,2018-03-20
