point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-1,"Lichfield Highway Depot, Trent Valley Road, Lichfield",-1.805838,52.683027,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,1.37,owned by a public authority,,not permissioned,,,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=0000778OUT,,52,57,,No alternative site for current uses identified by land owner (SCC) therefore considered to be uncertain in terms of delivery. However would represent potential brownfield option.,2017-07-17,2019-11-13,
,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-2,"Land rear of Chase Terrace Primary School, Rugeley Road, Burntwood",-1.931557,52.683166,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,1.56,owned by a public authority,,permissioned,full planning permission,2017-06-27,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=OD4GTVJEH0R00,,12,12,yes,Allocated in adopted local plan. Development complete.,2017-07-17,2019-11-13,31/03/2020
,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-3,"Land at Maple Close, Burntwood",-1.927023,52.679325,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,1.33,owned by a public authority,,not permissioned,,,,,29,35,yes,Allocated in adopted local plan,2017-07-17,2019-11-13,
,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-4,"Whittington Youth Centre, Main Street, Whittington",-1.763797,52.67228,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,0.32,owned by a public authority,,permissioned,full planning permission,2018-02-26,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=OV1GADJELRR00,,8,8,yes,"Allocated in adopted local plan,",2017-07-17,2019-11-13,
,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-5,"Minster Hall Youth Centre, Bird Street, Lichfield",-1.828436,52.684105,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,0.15,owned by a public authority,,not permissioned,,,,,13,17,,Site promoter suggests site is still available,2017-07-17,2019-11-13,
,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-6,"Shenstone Business Park and Birchbrook Industrial Estate, Lynn Lane, Shenstone",-1.845608,52.638748,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2.09,not owned by a public authority,,pending decision,,,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=PMIF2TJELRO00,,45,55,yes,Allocated through 'made' Shenstone neighbourhood plan and adopted local plan. Planning application submitted,2017-07-17,2019-11-13,
,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-7,"Former Lichfield Tennis Club, St Johns Hospice, Birmingham Road, Lichfield",-1.829182,52.678892,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,0.45,not owned by a public authority,,not permissioned,,,,,16,20,,Proposed for allocation in LPA. Adjacent part of site currently under construction for residential development.,2017-07-17,2019-11-13,
,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-8,"Former Integra Works, Eastern Avenue, Lichfield",-1.821444,52.701238,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,2.8,not owned by a public authority,,permissioned,full planning permission,2016-12-16,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=O7UCICJEFNJ00,,99,99,yes,Allocated in adopted local plan. Development complete.,2017-07-17,2019-11-13,31/03/2020
,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-9,"St Chads House, Cross Keys, Lichfield",-1.827797,52.685003,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,0.15,not owned by a public authority,,permissioned,full planning permission,2018-05-17,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=P4QZLAJEGP900,,12,12,yes,Allocated in adopted local plan,2017-07-17,2019-11-13,
,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-10,"Former Park Road Printers, Park Road, Alrewas",-1.74336,52.732711,http://lichfielddc.maps.arcgis.com/home/webmap/viewer.html?webmap=f95b5e5ecb4d4a938a89f64a5344eaef,0.25,not owned by a public authority,,permissioned,full planning permission,2014-10-23,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=N3RLZQJE05C00,,6,6,yes,Development complete.,2017-07-17,2018-09-01,01/09/2018
