point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/national-park-authority/south-downs,,SDB001,"North Street Quarter and adjacent Eastgate Area, Lewes",0.012107,50.877101,https://www.southdowns.gov.uk/wp-content/uploads/2017/09/Chapter-8-Chapter_9.pdf,9,mixed ownership,,permissioned,full planning permission,2016-01-01,,,415,415,yes,,2017-12-31,2018-11-26,
,http://opendatacommunities.org/id/national-park-authority/south-downs,,SDB003,"Cowdray Works Yard, Easebourne",-0.727171,50.994482,https://planningpublicaccess.southdowns.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OPZMK7TU0LJ00,1,not owned by a public authority,,Not Permissioned,,,,,16,16,yes,,2017-12-31,2017-12-31,
,http://opendatacommunities.org/id/national-park-authority/south-downs,,SDB004,"School Buildings at Former Easebourne School,Easebourne Street, Easebourne",-0.721249,50.99841,https://planningpublicaccess.southdowns.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OPZOB6TU0LJ00,0.7,not owned by a public authority,,Not Permissioned,,,,,14,14,yes,,2017-12-31,2017-12-31,
,http://opendatacommunities.org/id/national-park-authority/south-downs,,SDB005,"West Sussex County Council Depot and former Brickworks site, Midhurst",-0.752045,50.982511,https://planningpublicaccess.southdowns.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=P6ALRUTU0EF00,2.7,owned by a public authority,,Not Permissioned,,,,,65,65,,,2017-12-31,2017-12-31,
,http://opendatacommunities.org/id/national-park-authority/south-downs,,SDB006,"Holmbush Caravan Park,11 The Fairway, Midhurst GU29 9JD",-0.743181,50.97837,https://planningpublicaccess.southdowns.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=P6AOB3TU0EF00,5,not owned by a public authority,,Not Permissioned,,,,,50,50,,,2017-12-31,2017-12-31,
,http://opendatacommunities.org/id/national-park-authority/south-downs,,SDB007,"Land at the Fairway, Midhurst GU29 9JF",-0.743852,50.97674,https://www.southdowns.gov.uk/wp-content/uploads/2017/09/Chapter-8-Chapter_9.pdf,0.1,not owned by a public authority,,Not Permissioned,,,,,8,8,yes,,2017-12-31,2017-12-31,
,http://opendatacommunities.org/id/national-park-authority/south-downs,,SDB008,"Land at Lamberts Lane, Midhurst GU29 9EA",-0.740139,50.988687,https://planningpublicaccess.southdowns.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OUO6IGTULBF00,0.4,owned by a public authority,,permissioned,full planning permission,2018-06-18,,,20,20,yes,,2017-12-31,2017-12-31,
,http://opendatacommunities.org/id/national-park-authority/south-downs,,SDB009,"Stedham Sawmill, Stedham, Midhurst GU29 0NY",-0.775839,50.992133,https://www.southdowns.gov.uk/brownfield,0.75,not owned by a public authority,,Not Permissioned,,,,,16,16,yes,,2017-12-31,2018-11-26,
,http://opendatacommunities.org/id/national-park-authority/south-downs,,SDB010,"Magistrates court car park, Court Road, Lewes BN7",0.015492,50.875172,https://planningpublicaccess.southdowns.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=O54CV0TUGMI00,0.2,owned by a public authority,,permissioned,full planning permission,2016-09-30,,,9,9,yes,,2017-12-31,2017-12-31,
,http://opendatacommunities.org/id/national-park-authority/south-downs,,SDB012,"Syngenta, Fernhurst",-0.722563,51.034638,https://planningpublicaccess.southdowns.gov.uk/online-applications/applicationDetails.do?keyVal=ONXJC0TU0EF00&activeTab=summary,7.7,not owned by a public authority,,Not Permissioned,,,,,200,200,yes,,2017-12-31,2017-12-31,
,http://opendatacommunities.org/id/national-park-authority/south-downs,,SDB013,"Former ICI Plant Protection, Bridgelands, Verdley Place, Fernhurst",-0.710916,51.037523,https://www.southdowns.gov.uk/brownfield,0.43,not owned by a public authority,,Not Permissioned,,,,,10,10,yes,,2017-12-31,2018-11-26,
,http://opendatacommunities.org/id/national-park-authority/south-downs,,SDB014,"Hurstfold Industrial Estate, Surney Hatch Lane, Fernhurst , Haslemere GU27 3JG",-0.705871,51.035327,https://planningpublicaccess.southdowns.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OAQ1T9TUJGE00,1.3,not owned by a public authority,,pending decision,full planning permission,2016-12-12,,,10,10,yes,,2017-12-31,2018-11-26,
