point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/unitary-authority/hull,,BLR002,"Egginton Street Car Park, Egginton Street, Hull Local Plan Housing Allocation H2, HU2 8BT",-0.338928,53.748197,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,0.120785,owned by a public authority,,Not Permissioned,,2007-09-26,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=I13TFJSO50000,,24,24,,Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 24 flats/dwellings. 04/01171/OUT Erection of a three storey apartment block for 18 two bedroom and 6 one bedroom apartments,2017-12-20,2020-12-01,
,http://opendatacommunities.org/id/unitary-authority/hull,,BLR007,"Upper Floors 41 - 65 George Street (Upper Floors), Hull Local Plan Housing Allocation H7, HU1 3BA",-0.337188,53.74624,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,0.068855,not owned by a public authority,,Not Permissioned,,2013-09-25,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=MR3T8TSO05500,,6,6,,"Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 6 (net) flats. Change of use of floors 1, 2 and 3 from existing single apartment per floor to 3 apartments per floor.",2017-12-20,2020-12-01,
,http://opendatacommunities.org/id/unitary-authority/hull,,BLR008,"25 - 27 Dock Street, Hull Local Plan Housing Allocation H8, HU1 3DL",-0.336351,53.745856,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,0.020367,not owned by a public authority,,permissioned,full planning permission,2014-12-05,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=NCV1DOSO00300,,9,9,yes,"Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 9 flats/dwellings. 14/01212/FULL (implemented) & 11/01161/FULL Erection of 7 storey building, offices on first floor/self contained flats on floors 2 - 6 (9 flats)",2017-12-20,2020-12-01,
,http://opendatacommunities.org/id/unitary-authority/hull,,BLR043,"48 Pearson Park, Hull Local Plan Housing Allocation H43, HU5 2TG",-0.355068,53.759951,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,0.053281,owned by a public authority,,Not Permissioned,,2013-12-05,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=MU5EYESO3B000,,6,6,,Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 6 dwellings. 13/01025/PCOU Change of use from offices to 6 flats,2017-12-20,2020-12-01,
,http://opendatacommunities.org/id/unitary-authority/hull,,BLR051,"20-24 Lambert Street, Hull Local Plan Housing Allocation H51, HU5 2SJ",-0.353563,53.763843,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,0.070416,not owned by a public authority,,permissioned,full planning permission,2012-09-07,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=LAC47NSO05500,,5,9,,Hull Local Plan 2016 to 2032 - Housing Allocation indicative capacity 5 flats/dwellings. 10/01024/FULL Erection Part three and part two storey building -5 flats. Two storey building - 2 flats.Single storey building -2 flats,2017-12-20,2020-12-01,
,http://opendatacommunities.org/id/unitary-authority/hull,,BLR1001,"Land at Convent Lane, Anlaby Road. HU3 2SA",-0.355618,53.742597,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,0.241012,owned by a public authority,,Not Permissioned,,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/search.do?action=simple&searchType=Application,,12,12,,Potential for housing - New build 12 dwellings.,2017-12-20,2020-12-01,
,http://opendatacommunities.org/id/unitary-authority/hull,,BLR1004,"Land at Former New York Hotel, Anlaby Road HU3 2LL",-0.347385,53.742802,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,0.172799,not owned by a public authority,,Not Permissioned,,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/search.do?action=simple&searchType=Application,,24,24,,Potential for housing - 24 Flats,2017-12-20,2020-12-01,
,http://opendatacommunities.org/id/unitary-authority/hull,,BLR1022,"Former Lloyds TSB Bank George Street, Upper Floors, 1-7 George Street , HU1 3BB",-0.338737,53.745785,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,0.126542,not owned by a public authority,,permissioned,full planning permission,2018-06-29,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=P6RPSGSO00300,,24,24,yes,17/00206/PCOU - 18/00440/FULL Change of Use from vacant bank offices on upper floors to 10 ground floor banking hall to 14 flat units,2017-12-20,2020-12-01,
,http://opendatacommunities.org/id/unitary-authority/hull,,BLR1023,"Valbon Nightclub, 135-141 George Street, Hull, HU1 3BN",-0.334305,53.747245,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,0.092154,mixed ownership,,permissioned,full planning permission,2017-03-10,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=O8JYN9SOMU600,,18,18,yes,16/00863/FULL Change of use from nightclub to 18 flats.,2017-12-20,2020-12-01,
,http://opendatacommunities.org/id/unitary-authority/hull,,BLR1036,"121 - 123 Sharp Street, Kingston Upon Hull, HU5 2AE",-0.363806,53.763358,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,0.050861,not owned by a public authority,,Not Permissioned,,2015-01-29,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=MGZF3VSO05500,,5,5,,Erection of two storey building 3 self contained flats. Erection of 2 dwellings at the rear,2017-12-20,2020-12-01,
