point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,,,,,,,,,,,,,,,,,,,2019-12-15,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 0613,"Rope Works, Brunswick St, Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.591796/-2.2235873,0.78,,,Not Permissioned,,,,38,38,38,,,2018-12-05,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 0677,"Mutual Mills (1 & 2), Mutual St, Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.596106/-2.2109485,1.18,,,Not Permissioned,,,,240,240,240,,,2017-11-29,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 0732,"Albert Jagger Ltd, Wesley Street, Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.59265/-2.2231688,0.31,,,Not Permissioned,,,,12,12,12,,,2018-12-05,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 0911,"Bamford Squash, Bamford Rd, Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.597447/-2.2198397,1.06,not owned by a public authority,,Not Permissioned,,,,42,42,42,,,2017-11-29,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 1236,"22-26 Bridge Street, Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.594202/-2.22499,0.06,,,Not Permissioned,,,,6,6,6,,,2017-11-29,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 1397,"Land On The Corner Of Ash St And Peel Lane, Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.598149/-2.2289548,0.37,not owned by a public authority,,Not Permissioned,,,,14,14,14,,,2017-11-29,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 1755,"Angel Meadow Phase 2, Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.593321/-2.2248796,0.33,not owned by a public authority,,Not Permissioned,,,,13,13,13,,,2017-11-29,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 1756,"Angel Meadow Phase 1, Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.593171/-2.2237759,0.84,not owned by a public authority,,Not Permissioned,,,,34,34,34,,,2017-11-29,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 1955,"Former Star Works, Wham Street, Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.593823/-2.2350654,0.05,,,Not Permissioned,,,,6,6,6,,,2017-11-29,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 2011,"Brunswick Hotel, 19 Bridge Street, Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.593761/-2.2252445,0.03,,,Not Permissioned,,,,6,6,6,,,2017-11-29,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 2100,"Land Adjacent To 12 Wham Street,Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.593598/-2.2350793,0.1,,,permissioned,,,,9,9,9,,,2017-11-28,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 2174,"78 Peel Lane,Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.60014/-2.2267745,0.14,,,permissioned,,,,7,7,7,,,2017-11-28,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 2200,"Land Bounded By Bethel Street, Earl Street & Taylor Street,Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.593374/-2.2209517,0.05,,,permissioned,,,,14,14,14,,,2017-11-28,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 2205,"Land To Rear Of 62 - 82 ,Bury New Road,Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.591558/-2.2692718,0.52,,,permissioned,,,,9,9,9,,,2017-11-28,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 2222,"174 Bury Old Road,Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.591688/-2.2462786,0.3,,,permissioned,,,,7,7,7,,,2017-11-28,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 2249,"Mutual Mills (3 & 4), Mutual St, Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.59619/-2.2090904,0.96,,,Not Permissioned,,,,116,116,116,,,2018-12-05,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 2250,"Land Off Gregge Street, Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.587336/-2.2095754,0.24,,,Not Permissioned,,,,10,10,10,,,2018-12-05,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 2254,"The Sutherland Centre,Sutherland Road,Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.586592/-2.2460979,0.48,,,permissioned,,,,17,17,17,,,2018-12-05,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 2261,"Buxton Street, Heywood",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.588096/-2.2170115,0.16,not owned by a public authority,,permissioned,,,,9,9,9,,,2018-12-05,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 0666,"Land Off Glen Grove / Wade Street, Middleton Junc, Middleton",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.541514/-2.1757737,1.05,,,Not Permissioned,,,,41,41,41,,,2017-11-29,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 1052,"Land Off Stainton Drive, Site D, Langley",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.560255/-2.2144383,1.33,,,Not Permissioned,,,,40,40,40,,,2017-11-29,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 1103,"28-32, Rochdale Road, Middleton",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.555522/-2.1965118,0.01,,,Not Permissioned,,,,6,6,6,,,2017-11-29,2018-12-05,
,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,SH 1226,"Site Of New Jerusalem Church, Manchester Old Road, Middleton",,,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/19/53.543594/-2.2270301,0.09,,,Not Permissioned,,,,8,8,8,,,2017-11-29,2018-12-05,
