point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/district-council/forest-heath,,BF006,"WarrenClose,Brandon",,,,0.39,not owned by a public authority,,not permissioned,,,,23,23,23,yes,"Brownfield, previous library and preschool",2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/forest-heath,,BF007,"LandOffGasHouseLane,Brandon",,,,0.35,not owned by a public authority,,pending decision,,,,10,10,10,yes,"Brownfield, previous gasworks",2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/forest-heath,,BF012,"Landrearof65,69,73StationRoad,Lakenheath",,,,0.81,,,not permissioned,,,,24,24,24,yes,"Brownfield- gardens within settlement boundary, but not town",2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/forest-heath,,BF014,"MatthewsNurserySite,DumplingBridgeLane,Lakenheath",,,,1.86,mixed ownership,,pending decision,reserved matters approval,2015-08-06,,13,13,13,yes,Mixed - glasshouses and open land within settlement boundary,2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/forest-heath,,BF015,"DistrictCouncilOffices,CollegeHeathRoad,Mildenhall",,,,2.01,owned by a public authority,,not permissioned,,,,89,89,89,yes,Brownfield- Council offices,2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/forest-heath,,BF016,"LandAtWamilCourt,Mildenhall",,,,0.62,owned by a public authority,,not permissioned,,,,19,19,19,yes,Brownfield - care home,2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/forest-heath,,BF019,"FormerSwimmingPoolSite,Newmarket",,,,0.26,not owned by a public authority,,permissioned,outline planning permission,2016-03-10,,14,14,14,yes,Brownfield - old swimming pool site and disused public house within settlement boundary,2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/forest-heath,,BF020,"StFelixMiddleSchoolSite,Newmarket",,,,1.39,owned by a public authority,,not permissioned,,,,50,50,50,yes,"Mixed - playingfields, outbuildings assoc with school, in settlement boundary",2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/forest-heath,,BF021,"LandOffTurnpikeRoad,RedLodge",,,,2.56,mixed ownership,,pending decision,,,,132,132,132,yes,"Mixed - residential, haulage depot, mobile home park, garage",2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/st-edmundsbury,,BF031,"BuryStEdmundsGardenCentre,BuryStEdmunds",,,,1.37,not owned by a public authority,,not permissioned,,,,30,30,30,yes,Brownfield - garden centre,2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/st-edmundsbury,,BF032,"GaragesAndBusDepot,CottonLane,BuryStEdmunds",,,,0.65,not owned by a public authority,,not permissioned,,,,50,50,50,yes,Brownfield - bus depot and car repairs/ dealership,2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/st-edmundsbury,,BF033,"HospitalSite,HospitalRoad,BuryStEdmunds",,,,1.59,owned by a public authority,,not permissioned,,,,45,45,45,yes,Brownfield - hospital,2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/st-edmundsbury,,BF035,"LandAtRamMeadow,BuryStEdmunds",,,,0.98,owned by a public authority,,not permissioned,,,,84,84,84,yes,"Mixed - carpark, meadow and football ground",2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/st-edmundsbury,,BF037,"SchoolYard,BuryStEdmunds",,,,0.28,mixed ownership,,not permissioned,,,,32,32,32,yes,Brownfield - auctioneers and car park,2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/st-edmundsbury,,BF039,"StationHill,BuryStEdmunds",,,,1.41,not owned by a public authority,,permissioned,,,,300,300,300,yes,Brownfield - underused railway sidings and vacant land,2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/st-edmundsbury,,BF040,"TayfenRoad,BuryStEdmunds",,,,2.2,mixed ownership,,permissioned,outline planning permission,2017-12-01,,100,100,100,yes,Brownfield - commercial/ vacant uses and decommissioned gas holder,2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/st-edmundsbury,,BF041,"WeymedSite,BuryStEdmunds",,,,0.37,not owned by a public authority,,permissioned,full planning permission,2017-08-08,,14,14,14,yes,Brownfield - vacant County council offices,2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/st-edmundsbury,,BF042,"AttertonAndEllisSite,Haverhill ",,,,0.56,not owned by a public authority,,permissioned,,,,39,39,39,yes,Brownfield - engineering works,2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/st-edmundsbury,,BF044,"FormerGasworks,WithersfieldRoad,Haverhill",,,,0.25,not owned by a public authority,,not permissioned,,,,10,10,10,yes,Brownfield - gasworks,2017-09-01,2018-12-13,
,http://opendatacommunities.org/id/district-council/st-edmundsbury,,BF045,"FormerWestfieldPrimarySchool,ManorRoad,Haverhill",,,,0.44,owned by a public authority,,not permissioned,,,,30,30,30,yes,Brownfield - previous school,2017-09-01,2018-12-13,
