point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,RBKC035,76-86 Sloane Avenue SW3 3DZ,-0.168236,51.493401,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,0.048,not owned by a public authority,,permissioned,full planning permission,2017-01-25,https://www.rbkc.gov.uk/PP/16/07621,5,5,5,yes,"Refurbishment of existing buildings at 76-86 Sloane Avenue, comprising up to 6 retail units (A1) and 9 x residential apartments (C3), including consolidation of basement floor, upper floor and rear extensions.",2017-12-31,2019-12-31,
,http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,RBKC036,"Cineworld Cinema, 279 King's Road SW3 5EW",-0.173288,51.485468,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,0.088,not owned by a public authority,,permissioned,full planning permission,2017-02-27,https://www.rbkc.gov.uk/PP/16/08015,11,11,11,yes,Demolition of existing building and structures and construction of mixed use building comprising four storeys over ground and basement levels and including retail (Use Class A1) cinema (Used Class D2) and 11 no. residential units (Use Class C3).,2017-12-31,2019-12-31,
,http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,RBKC038,Ladbroke Hall South Wing 79 Barlby Road W10 6AZ,-0.220321,51.523284,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,0.07,not owned by a public authority,,permissioned,full planning permission,2017-02-14,https://www.rbkc.gov.uk/PP/16/08360,5,5,5,yes,Demolition of single storey extension and construction of three storey extension to eastern side to include 5 x residential apartments. Construction of additional single storey building to rear.,2017-12-31,2019-12-31,
,http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,RBKC039,26 Redcliffe Gardens SW10 9HA,-0.185833,51.484984,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,0.022,not owned by a public authority,,permissioned,full planning permission,2017-05-09,https://www.rbkc.gov.uk/PP/16/08497,5,5,5,yes,Internal refurbishment works and creation of basement to a single dwelling house to create six apartments.,2017-12-31,2019-12-31,
,http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,17200001,100 West Cromwell Road,-0.201899,51.492825,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,1.528248,mixed ownership,,permissioned,full planning permission,2017-04-11,https://www.rbkc.gov.uk/PP/15/03067,278,278,450,yes,"Erection of five buildings (up to a maximum of 13 storeys in height including basement level) to provide a maximum of 278 residential units, provision of an extension at ground floor level to existing retail store of 1722 sq.m. (NIA), community and leisure.",2017-12-31,2019-12-31,
,http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,17200004,Homebase - 195 Warwick Road,-0.20375,51.494621,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,1.133412,not owned by a public authority,,permissioned,full planning permission,2012-03-20,https://www.rbkc.gov.uk/PP/17/01973,330,330,375,yes,"Demolition and redevelopment of the site to provide up to 32,192 Sqm of use class C3 (Up to 243 units); Up to 12,700 Sqm of use class C2 (Up to 89 units); up to 430 Sqm of flexible commercial/community use (Use classes A1/A2/A3/A4/D1/B1.",2017-12-31,2019-12-31,
,http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,17200005,196 to 222 King's Road,-0.167552,51.488377,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,0.534749,not owned by a public authority,,permissioned,full planning permission,2016-02-04,https://www.rbkc.gov.uk/PP/15/04338,39,39,39,yes,Partial demolition and redevelopment of 196 - 222 King's Road with a two storey basement excavation to provide cinema floor space at basement and ground floor level; retail use at ground basement and first floor level fronting King's Road and Chelsea Manor Street.,2017-12-31,2019-12-31,
,http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,17200009,Former TA Centre 245 Warwick Road,-0.20505,51.495441,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,0.807547,not owned by a public authority,,permissioned,full planning permission,2014-08-27,https://www.rbkc.gov.uk/PP/14/01234,255,255,255,,"Variation of condition 2 (approved drawings) of planning permission PP/08/00218 (Redevelopment to provide 174 market residential units and 81 affordable residential units, 481 sq.m. of Class A1 (shop), Class A2 (Financial and Professional Services)",2017-12-31,2019-12-31,
,http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,17200010,257-265 (Odeon Cinema) Kensington High Street,-0.199093,51.498395,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,0.350106,not owned by a public authority,,permissioned,full planning permission,2015-10-01,https://www.rbkc.gov.uk/PP/15/02618,62,62,62,yes,"Demolition of former Post Office delivery office, Whitlock House office building and cinema building with retention of cinema facade to Kensington High Street and construction of basement and buildings to provide cinema facilities 62 residential units.",2017-12-31,2019-12-31,
,http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,17200012,"K1, 33-35 Brompton Road",-0.160743,51.501228,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,0.453048,not owned by a public authority,,permissioned,full planning permission,2016-10-28,https://www.rbkc.gov.uk/PP/16/00423,24,24,24,yes,"Demolition of 33-35 Brompton Road; partial demolition of 4a/5 Sloane Street at basement, ground and first floor level and partial demolition of nos. 1-9 Brompton Road and 1-3 Sloane Street, 13-27 Brompton Road and 2-8 Basil Street, 29-31 Brompton Road.",2017-12-31,2019-12-31,
