point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/district-council/south-hams,South Hams District Council,SH_34_10_16,"Former Glendinning Site, Torhil, Ipplepen Road, Marldon, TQ3 1SE",-3.600534,50.459882,https://www.southhams.gov.uk/article/4291/Brownfield-LandRegister,0.68,not owned by a public authority,,pending decision,full planning permission,,,10,10,10,yes,3951/17/FUL,2017-12-22,2018-12-19,
,http://opendatacommunities.org/id/district-council/south-hams,South Hams District Council,SH_30_05_16,"Noss Marina, Bridge Road, Kingswear, Dartmouth, TQ6 0EA",-3.575313,50.364775,https://www.southhams.gov.uk/article/4291/Brownfield-LandRegister,8.93,not owned by a public authority,,pending decision,other,,,130,130,130,yes,2161/17/OPA,2017-12-22,2018-12-19,
,http://opendatacommunities.org/id/district-council/south-hams,South Hams District Council,SH_14_27_16,"Foxhole Complex and Shops, Dartington, Totnes, TQ9 6QT",-3.70634,50.448089,https://www.southhams.gov.uk/article/4291/Brownfield-LandRegister,5.87,not owned by a public authority,,not permissioned,,,,130,130,130,yes,,2017-12-22,2018-12-19,
,http://opendatacommunities.org/id/district-council/south-hams,South Hams District Council,SH_49_07_13,"Marquis Motorhomes Site, Lee Mill",-3.976871,50.383887,https://www.southhams.gov.uk/article/4291/Brownfield-LandRegister,0.34,not owned by a public authority,,not permissioned,,,,30,30,30,yes,,2017-12-22,2018-12-19,
,http://opendatacommunities.org/id/district-council/south-hams,South Hams District Council,SH_34_09_14,"RMC Quarry Site, Marldon",-3.603906,50.457524,https://www.southhams.gov.uk/article/4291/Brownfield-LandRegister,0.52,not owned by a public authority,,permissioned,outline planning permission,2017-09-27,,5,5,5,yes,34/1890/15/O,2017-12-22,2018-12-19,
,http://opendatacommunities.org/id/district-council/south-hams,South Hams District Council,1483/17/POD,"Parkers Barn, Parkers Way, Totnes, Devon, TQ9 5UF",-3.678014,50.426988,https://www.southhams.gov.uk/article/4291/Brownfield-LandRegister,0.46,not owned by a public authority,,permissioned,other,2017-07-27,,26,26,26,yes,1483/17/POD & 3895/17/POD,2017-12-22,2018-12-19,
,http://opendatacommunities.org/id/district-council/south-hams,South Hams District Council,37/2548/14/O,"SX5670, 4944 West of Collaton Park, Newton Ferrers, Devon, PL8 2NE",-4.013264,50.328101,https://www.southhams.gov.uk/article/4291/Brownfield-LandRegister,3.14,not owned by a public authority,,permissioned,outline planning permission,2016-09-16,,70,70,70,yes,37/2548/14/O,2017-12-22,2018-12-19,
,http://opendatacommunities.org/id/district-council/south-hams,South Hams District Council,0805/16/FUL,"Police Station, Mayors Avenue, Dartmouth, Devon, TQ6 9NF",-3.579282,50.352211,https://www.southhams.gov.uk/article/4291/Brownfield-LandRegister,0.02,not owned by a public authority,,permissioned,full planning permission,2016-06-22,,5,5,5,yes,0805/16/FUL,2017-12-22,2018-12-19,
,http://opendatacommunities.org/id/district-council/south-hams,South Hams District Council,58/2441/15/F,"Fort Bovisand, Bovisand, Bovisand, Devon, PL9 0AB",-4.125643,50.336974,https://www.southhams.gov.uk/article/4291/Brownfield-LandRegister,3.05,not owned by a public authority,,permissioned,full planning permission,2015-03-23,,81,81,81,yes,"58/2441/15/F, 2821/17/FUL",2017-12-22,2018-12-19,
,http://opendatacommunities.org/id/district-council/south-hams,South Hams District Council,14/0142/15/F,"Brimhay Bungalows, Development Site At Sx 7863 6192 Forder Lane, Dartington, Devon, TQ9 6HT",-3.710645,50.444437,https://www.southhams.gov.uk/article/4291/Brownfield-LandRegister,0.75,not owned by a public authority,,permissioned,full planning permission,2015-12-09,,32,32,32,yes,14/0142/15/F,2017-12-22,2018-12-19,
,http://opendatacommunities.org/id/district-council/south-hams,South Hams District Council,58/1014/15/F,"The Eddystone Inn, Heybrook Bay, Plymouth, PL9 0BN",-4.113192,50.320525,https://www.southhams.gov.uk/article/4291/Brownfield-LandRegister,0.37,not owned by a public authority,,permissioned,full planning permission,2015-11-12,,16,16,16,yes,58/1014/15/F,2017-12-22,2018-12-19,
,http://opendatacommunities.org/id/district-council/south-hams,South Hams District Council,SH_14_26_16,"Higher Barton Farm, Dartington",-3.69337,50.453684,https://www.southhams.gov.uk/article/4291/Brownfield-LandRegister,1.28,not owned by a public authority,,not permissioned,,,,20,20,20,yes,,2017-12-22,2018-12-19,
,http://opendatacommunities.org/id/district-council/south-hams,South Hams District Council,SH_57_21_16,"Land adjacent to Siding Cross, Wrangaton",-3.856986,50.403123,https://www.southhams.gov.uk/article/4291/Brownfield-LandRegister,1.39,not owned by a public authority,,permissioned,outline planning permission,2018-08-14,,36,36,36,yes,1317/16/OPA,2017-12-22,2018-12-19,
