point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/district-council/warwick,,H02,"Former Sewage Works, South of Harbury Lane",-1.548981,52.260077,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=5000&location=430971.638333333^262649.498916666&layersidentifier=021869103e9f4d37b240cc7d6d2279e8&backgroundmap=MapDefaultLayerNames,13.1,not owned by a public authority,,not permissioned,,,,,196,327,,Local plan allocation for 215 dwellings. Policy DS13 allocation of land for a country park also applies.,2017-12-31,2020-12-22,
,http://opendatacommunities.org/id/district-council/warwick,,H09,"Kenilworth School Site, Leyes Lane",-1.560275,52.345406,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=5000&location=430041^272016&layersidentifier=0f4fdfc628fe41a7af8503e630c9b3e1&backgroundmap=MapDefaultLayerNames,9.41,owned by a public authority,,not permissioned,,,,,189,315,,Local plan allocation for 250 dwellings.,2017-12-31,2020-12-22,
,http://opendatacommunities.org/id/district-council/warwick,,H11,Land at Montague Road,-1.575863,52.291566,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=5000&location=429026.375^266020.65&layersidentifier=731dbe6be5544a0596cf8c0c17c03528&backgroundmap=MapDefaultLayerNames,3.49,owned by a public authority,,pending decision,full planning permission,,https://planningdocuments.warwickdc.gov.uk/online-applications/simpleSearchResults.do?action=firstPage&searchType=Application&searchCriteria.reference=W/20/0760,,,,yes,"Local plan allocation for 140 dwellings. W/20/0760 - Application for full planning permission for the demolition of existing buildings and construction of 121 dwellings with associated internal roads, footways, cycleways and retained access for ambulance station.",2017-12-31,2020-12-22,
,http://opendatacommunities.org/id/district-council/warwick,,H12,"Kenilworth VI Form College, Rouncil Lane",-1.579415,52.331781,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=5000&location=428758.1^270492.4&layersidentifier=3bffc6a4dba04c679084ac47e486ad4b&backgroundmap=MapDefaultLayerNames,5.2,owned by a public authority,,not permissioned,,,,,112,187,,Local plan allocation for 130 dwellings.,2017-12-31,2020-12-22,
,http://opendatacommunities.org/id/district-council/warwick,,H14,"Riverside House, Milverton Hill",-1.543017,52.289204,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=1000&location=431268.25^265771.54&layersidentifier=e90b4740d4504def98b6da8f297f0b24&backgroundmap=MapDefaultLayerNames,1.75,owned by a public authority,,permissioned,outline planning permission,2018-04-17,https://planningdocuments.warwickdc.gov.uk/online-applications/simpleSearchResults.do?action=firstPage&searchType=Application&searchCriteria.reference=W/17/1701,,,,,Local plan allocation for 100 dwellings. W/17/1701 - Demolition of Riverside House and the redevelopment of the site to provide new buildings ranging from 2.5 to 6 storeys for up to 170 residential dwellings.,2017-12-31,2020-12-22,
,http://opendatacommunities.org/id/district-council/warwick,,H16,"Court Street, Leamington Spa",-1.530456,52.282987,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=1000&location=432129.52^265085.468&layersidentifier=bb892dee65d1431d981c7d0523f19ed8&backgroundmap=MapDefaultLayerNames,1.48,owned by a public authority,,pending decision,outline planning permission,,https://planningdocuments.warwickdc.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_WARWI_DCAPR_83547,,30,75,,Local plan allocation for 75 dwellings. W/19/0531 -Outline application for the erection of two no. blocks of residential accommodation of up to 90 bed spaces including student accommodation together with undercroft parking.,2017-12-31,2020-12-22,
,http://opendatacommunities.org/id/district-council/warwick,,L55,"Land at Hazelmere, Golf Lane",-1.517988,52.260271,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=500&location=432996.875^262564.28&layersidentifier=ba7ac4bf47974ded8bffdcbf0725a517&backgroundmap=MapDefaultLayerNames,0.57,not owned by a public authority,,not permissioned,,,,,10,22,,SHLAA allocation,2017-12-31,2020-12-22,
,http://opendatacommunities.org/id/district-council/warwick,,L56,"Land at Little Acre, Golf Lane",-1.516619,52.259817,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=1000&location=433090.665^262514.52&layersidentifier=5301a37defc1469e83847aad19b51361&backgroundmap=MapDefaultLayerNames,2.78,not owned by a public authority,,not permissioned,,,,,56,93,,SHLAA allocation,2017-12-31,2020-12-22,
,http://opendatacommunities.org/id/district-council/warwick,,W43,"IDEX/Godiva, Charles Street",-1.570065,52.289192,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=750&location=429423.377^265758.875&layersidentifier=9359b13ad85b4184b93dedd0f7b0956c&backgroundmap=MapDefaultLayerNames,0.84,not owned by a public authority,,not permissioned,,,,,25,42,,SHLAA allocation,2017-12-31,2020-12-22,
,http://opendatacommunities.org/id/district-council/warwick,,R77,"Former Storage Depot, Oakdene Crescent",-1.670331,52.294548,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=1000&location=422602.704375^266319.0284375&layersidentifier=4d46b38eeaa34924942905f4d4d52c85&backgroundmap=MapDefaultLayerNames,1.17,not owned by a public authority,,not permissioned,,,,,35,40,,SHLAA allocation,2017-12-31,2020-12-22,
,http://opendatacommunities.org/id/district-council/warwick,,R189,"Former Warwickshire Police HQ, Woodcote Drive",-1.584967,52.320482,https://maps.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=5000&location=428387.005^269233.4375&layersidentifier=2afde21f79f0433bb0b0306b86b22030&backgroundmap=MapDefaultLayerNames,25.8,owned by a public authority,,not permissioned,,,,,,,,SHLAA allocation,2017-12-31,2020-12-22,
