point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,61,"Hanover Cottage, 6 Claremont Lane, Esher, KT10 9DW",-0.364576,51.364984,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=513950.91982897202&startNorthing=164148.95055544699",0.3187,not owned by a public authority,,pending decision,full planning permission,,"http://emaps.elmbridge.gov.uk/ebc_planning.aspx?requesttype=parseTemplate&template=PlanningHistoryTab.tmplt&Filter=^APPLICATION_NUMBER^='2018/3749'&appno:PARAM=2018/3749&address:PARAM=HanoverCottage,6ClaremontLane,Esher,Surrey,KT109DW&northing:PAR",13,13,13,yes,Development comprising 9 houses and 4 flats with associated parking and landscaping following the demolition of existing buildings.,2018-04-02,2018-04-02,
,http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,60,"110 Fairmile Lane, Cobham, KT11 2BX",-0.394279,51.340433,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=511942.94994852901&startNorthing=161373.05527852799",0.1145,not owned by a public authority,,pending decision,full planning permission,,"http://emaps.elmbridge.gov.uk/ebc_planning.aspx?requesttype=parseTemplate&template=PlanningHistoryTab.tmplt&Filter=^APPLICATION_NUMBER^='2018/3184'&appno:PARAM=2018/3184&address:PARAM=110FairmileLane,Cobham,Surrey,KT112BX&northing:PARAM=161371&easti",8,8,8,yes,Detached two-storey building with rooms in the roof space consisitigng of 8 flats with additional access from Fairacres with associated parking and lanscaping following demolition of existing garage.,2018-04-02,2018-04-02,
,http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,27,"11 Cross Road, Weybridge, Surrey, KT13 9NX",-0.439641,51.373935,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=508704.132294813&startNorthing=165030.526410349",0.0228,not owned by a public authority,,permissioned,full planning permission,2017-06-13,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=11+cross+road,5,5,5,yes,Change of use from Drinking Establishment (A4) (284sqm) to Residential (C3) to provide 4 flats and 1 terraced house and alterations to fenestration following demolition of existing single storey rear projection,2017-12-15,2018-04-01,
,http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,42,"Sherwood House, 40 Severn Drive, Walton-on-Thames, KT12 3BH",-0.396959,51.379142,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=511662.16676300601&startNorthing=165673.606874474",0.5234,not owned by a public authority,,permissioned,full planning permission,2018-09-05,"http://emaps.elmbridge.gov.uk/ebc_planning.aspx?requesttype=parseTemplate&template=PlanningHistoryTab.tmplt&Filter=^APPLICATION_NUMBER^='2017/3822'&appno:PARAM=2017/3822&address:PARAM=SherwoodHouse,SevernDrive,Walton-on-thames,Surrey,KT123BH&north",30,30,30,yes,"Two-storey side/ rear extension to west side of building, two-storey rear extension to east of building, alterations to existing parking and new access and associated landscaping following demolition of existing plant room",2018-04-01,2018-04-01,
,http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,1,"9 Ashley Road, Walton-on-Thames, Surrey, KT12 1HY",-0.417162,51.383352,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=510246.08625001798&startNorthing=166111.28356850601",0.0669,not owned by a public authority,,permissioned,full planning permission,2014-12-23,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=kt12+1hy,5,5,5,yes,Part two/part first floor side and two storey and single storey rear extensions and conversion of part of first floor to provide five flats,2017-12-15,2018-04-01,
,http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,86,"Heath Lodge, St Georges Avenue, Weybridge, KT13 0DA",-0.451971,51.363285,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=507871&startNorthing=163828",0.1392,not owned by a public authority,,not permissioned,other,,,18,18,18,yes,"Demolition of care home buildings and erection of a new part two storey, part three storey building to comprise 18 apartments with basement parking, associated landscaping and amenity space",2019-12-31,2019-12-31,
,http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,81,"Site of 95 Queens Road, Hersham, KT12 5LA",-0.408641,51.367615,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=510877&startNorthing=164374",0.0503,not owned by a public authority,,not permissioned,outline planning permission,,"http://emaps.elmbridge.gov.uk/ebc_planning.aspx?requesttype=parseTemplate&template=PlanningHistoryTab.tmplt&Filter=^APPLICATION_NUMBER^='2019/1323'&appno:PARAM=2019/1323&address:PARAM=SiteOf95,QueensRoad,Hersham,Walton-on-Thames,Surrey,KT125LA&northing:PARAM=164374&easting:PARAM=510877",6,6,6,yes,,2019-12-31,2019-12-31,
,http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,4,"Lincoln Court, Old Avenue, Weybridge, Surrey, KT13 0PH",-0.441193,51.363496,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=508620.78529801301&startNorthing=163867.34963040601",0.3138,not owned by a public authority,,permissioned,full planning permission,2016-03-24,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=lincoln+court,6,6,6,yes,Detached part four/part three/part two storey building with basement parking containing 15 flats following demolition of existing block of flats and 2 existing garage blocks,2017-12-15,2018-04-01,
,http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,12,"83 High Street, Walton-On-Thames, Surrey, KT12 1DU",-0.366184,51.368652,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=513829.86327065201&startNorthing=164554.38710624",0.017,not owned by a public authority,,permissioned,full planning permission,2018-10-02,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=83+high+street,6,6,6,yes,PD Prior Notification: Change of use from Office (B1a) to Residential (C3),2017-12-15,2017-12-15,
,http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,7,"96 and 96R Walton Road, East Molesey, Surrey, KT8 0DL",-0.355177,51.399901,"http://emaps.elmbridge.gov.uk/ebc_brownfield.aspx?requesttype=parseTemplate&template=BrownFieldmapsearch.tmplt&layers=Brownfield_Register,ebc_boroughboundary&startzoom=800&startEasting=514518.10837479401&startNorthing=168046.5",0.0382,not owned by a public authority,,permissioned,full planning permission,2016-06-13,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=96+walton+road,5,5,5,yes,PD Prior Notification : Change of use from Office (B1a) to Residential (C3),2017-12-15,2018-04-01,
