point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR1,Former Liskeard Enterprise Centre Liskeard PL14 4BW,-4.465671,50.451009,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.39,not owned by a public authority,,not permissioned,,,http://planning.cornwall.gov.uk/online-applications/,,10,15,,,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR2,Land to rear Old County Hall Truro TR1 3HA,-5.064684,50.262187,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.58,mixed ownership,,not permissioned,,,http://planning.cornwall.gov.uk/online-applications/,,20,40,,,2017-12-12,2019-12-12,
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR4,Forge Industrial Park North Roskear Camborne TR14 0AW,-5.288859,50.223965,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.47,not owned by a public authority,,not permissioned,,,http://planning.cornwall.gov.uk/online-applications/,,25,35,,,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR5,Land at North Roskear Road Camborne TR14 8PR,-5.283996,50.221763,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.5,not owned by a public authority,,not permissioned,,,http://planning.cornwall.gov.uk/online-applications/,,15,30,yes,,2017-12-12,2018-12-12,
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR14,Site Adj To Tuckingmill Apartments Maynes Row Tuckingmill TR14 8QP,-5.279919,50.223444,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.1,not owned by a public authority,,permissioned,full planning permission,2017-01-10,http://planning.cornwall.gov.uk/online-applications/,,5,5,yes,five x 2 bedroom dwellings. five x 2 bedroom dwellings,2017-12-12,2020-12-12,10/01/2020
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR16,The Garden Sports and Leisure Club 10 Antony Road Torpoint PL11 2JW,-4.198286,50.376813,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.11,mixed ownership,,permissioned,full planning permission,2017-03-17,http://planning.cornwall.gov.uk/online-applications/,,26,26,yes,26 residential units. 26 residential units,2017-12-12,2020-12-12,17/03/2020
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR17,The Harbour Lights 1 Fore Street Torpoint PL11 2AA,-4.19656,50.376603,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.05,not owned by a public authority,,permissioned,full planning permission,2017-03-29,http://planning.cornwall.gov.uk/online-applications/,,10,10,yes,6 no. 2 bed flats and extension of 1 Fore Street to form 5 no. new 1 and 2 bed flats. 6 no. 2 bed flats and extension of 1 Fore Street to form 5 no. new 1 and 2 bed flats,2017-12-12,2020-12-12,29/03/2020
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR18,St Michaels Hotel And Spa 7 Stracey Road Falmouth TR11 4NB,-5.067688,50.145331,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.48,not owned by a public authority,,permissioned,other,2018-07-06,http://planning.cornwall.gov.uk/online-applications/,,63,63,yes,Erection of new multi-use resort building providing 56 residential apartments. Erection of new multi-use resort building providing 56 residential apartments,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR20,Parc An Creet Garage Higher Stennack St Ives TR26 2HE,-5.494009,50.207221,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.18,not owned by a public authority,,permissioned,reserved matters approval,2017-03-10,http://planning.cornwall.gov.uk/online-applications/,,10,10,yes,10 units. 10 units,2017-12-12,2020-12-12,31/03/2020
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR21,Orchard Walls Trewidden Road St Ives TR26 2BX,-5.48096,50.209169,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.11,not owned by a public authority,,permissioned,outline planning permission,2017-02-23,http://planning.cornwall.gov.uk/online-applications/,,5,5,yes,Outline application for six 3-bedroom apartments. Outline application for six 3-bedroom apartments,2017-12-12,2020-12-12,11/03/2020
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR22,Tenerife Tregay Lane Liskeard PL14 6RG,-4.458576,50.462529,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.41,not owned by a public authority,,permissioned,full planning permission,2017-02-17,http://planning.cornwall.gov.uk/online-applications/,,7,7,yes,Demolition of existing dwelling and redevelopment of site to provide 8 two-storey dwellings. Demolition of existing dwelling and redevelopment of site to provide 8 two-storey dwellings,2017-12-12,2020-12-12,11/12/2019
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR24,Land East Of Narrowcliff Surgery To Rear Of Whitewater Hilgrove Road NewquayTR7 2RZ,-5.066985,50.417923,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.72,not owned by a public authority,,permissioned,full planning permission,2017-03-16,http://planning.cornwall.gov.uk/online-applications/,,46,46,yes,46 residential units. 46 residential units,2017-12-12,2020-12-12,18/02/2019
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR25,8 Bank Street St Columb TR9 6AU,-4.939557,50.435913,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.02,not owned by a public authority,,permissioned,full planning permission,2017-01-31,http://planning.cornwall.gov.uk/online-applications/,,5,5,yes,Conversion to six self contained flats. Conversion to six self contained flats,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR29,Accommodation Hop & Vine Steak & Ale House 3 Market Street St Austell PL25 4BB,-4.791854,50.33867,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.04,not owned by a public authority,,permissioned,full planning permission,2017-03-23,http://planning.cornwall.gov.uk/online-applications/,,6,6,yes,Change of use of PH and adjoining retail unit into six apartments. Change of use of PH and adjoining retail unit into six apartments,2017-12-12,2020-12-12,23/03/2020
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR33,3 St. Nicholas Street Bodmin Cornwall PL31 1AB,-4.718799,50.469771,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.04,not owned by a public authority,,permissioned,full planning permission,2016-07-25,http://planning.cornwall.gov.uk/online-applications/,,6,6,yes,Conversion of public house to 6 self contained apartments. Conversion of public house to 6 self contained apartments,2017-12-12,2020-12-12,28/01/2020
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR34,Former Bus Garage & Depository Buildings Lansdown Road Bude Cornwall EX23 8BN,-4.542526,50.830216,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.18,not owned by a public authority,,permissioned,full planning permission,2016-04-26,http://planning.cornwall.gov.uk/online-applications/,,15,15,yes,five town houses and ten flats. five town houses and ten flats,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR35,North Cornwall Motorcycles Hospital Road Stratton Bude EX23 9BP,-4.516281,50.830734,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.07,not owned by a public authority,,permissioned,full planning permission,2016-06-01,http://planning.cornwall.gov.uk/online-applications/,,10,10,yes,Demolition of building and erection of block of 10 flats. Demolition of building and erection of block of 10 flats,2017-12-12,2020-12-12,25/10/2019
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR36,Western Power Distribution Kings Hill Close Bude Cornwall EX23 8PQ,-4.541982,50.822816,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.3,not owned by a public authority,,permissioned,full planning permission,2016-07-08,http://planning.cornwall.gov.uk/online-applications/,,9,9,yes,Construction of 9 x 3 bed dwellings. Construction of 9 x 3 bed dwellings,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR37,Land SW Of Westland Countryside Stewards Kilkhampton Bude Cornwall,-4.487461,50.874495,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.74,not owned by a public authority,,permissioned,outline planning permission,2018-06-11,http://planning.cornwall.gov.uk/online-applications/,,10,10,yes,Redevelopment of existing brownfield site to provide 10 No dwellings. Redevelopment of existing brownfield site to provide 10 No dwellings,2017-12-12,2018-12-12,
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR38,Land South of Bullers Arms The Village Marhamchurch Bude Cornwall,-4.520453,50.804872,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.15,not owned by a public authority,,permissioned,full planning permission,2016-06-28,http://planning.cornwall.gov.uk/online-applications/,,5,5,yes,Construction of 5 dwellings. Construction of 5 dwellings,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/unitary-authority/cornwall,,BR39,Goldring Yates 16 Chapel Street Camborne Cornwall TR14 8ED,-5.299332,50.212971,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,0.01,not owned by a public authority,,permissioned,full planning permission,2016-07-28,http://planning.cornwall.gov.uk/online-applications/,,5,5,yes,5 self contained apartments. 5 self contained apartments,2017-12-12,2020-12-12,14/11/2019
