point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/district-council/torridge,Torridge District Council,BLR/BID/132,"Littlejohns Coalyard, Northam Road, Bideford",-4.211422,51.020891,http://www.torridge.gov.uk/CHttpHandler.ashx?id=18220,0.2,not owned by a public authority,,permissioned,full planning permission,2020-02-28,http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=9500800OUT|http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=9100605LA|http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PX21U0QKMO000,13,13,13,yes,Site subject to full planning permission (1/0809/2019/FULM) for thirteen dwellings.. Conversion of former collar factory to three residential units plus the erection of ten residential units.,2017-12-22,2018-12-14,
,http://opendatacommunities.org/id/district-council/torridge,Torridge District Council,BLR/BID/72,"Former Jet Garage, New Road, Bideford",-4.20594,51.012649,http://www.torridge.gov.uk/CHttpHandler.ashx?id=18218,0.06,not owned by a public authority,,permissioned,full planning permission,2010-12-03,http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=I5KM3XQKS1000|http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=KZJ1UDQK02X00,8,8,8,yes,Site subject to extant planning consent (1/0242/2010/FUL - 03/12/10) for eight apartments and associated site works. Site subject to historic implementation that ensures permission remains extant. Residential potential of site previously considered through SHLAA SHA/BID/72. Site determined to be deliverable through most recent Statement of Five Year Housing Land Supply (November 2019).. Eight appartments.,2017-12-22,2020-12-18,
,http://opendatacommunities.org/id/district-council/torridge,Torridge District Council,BLR/BID/18,"Land at Nuttaberry Works, Bideford",-4.201237,51.00967,http://www.torridge.gov.uk/CHttpHandler.ashx?id=18211,3.64,not owned by a public authority,,pending decision,outline planning permission,,http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=KDINVEQK2M000,96,96,96,,"Residential capacity of site originally considered through SHLAA SHA/BID/18. Site identified as a non-strategic housing site in North Devon and Torridge Local Plan 2011-2031 (Appendix 5). Site has resolution to grant consent (1/0041/2009/OUTM) subject to signining of s106 agreement, following committee decision on 20/08/2020. Site not identified as being deliverable through the most recent published Statement of Five Year Housing Land Supply (November 2019), although considered developable in longer term.. Residential redevelopment of former commercial brownfield site comprising up to 96 residential units including affordable homes.",2017-12-22,2020-12-09,
,http://opendatacommunities.org/id/district-council/torridge,Torridge District Council,BLR/BID/108,"8 - 11 Market Place, Bideford",-4.207905,51.017405,http://www.torridge.gov.uk/CHttpHandler.ashx?id=18219,0.16,not owned by a public authority,,permissioned,full planning permission,2017-01-10,http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LO7T56QK2M000|http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LO7T5DQK2M000|http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NR68BRQK06T00,9,9,9,yes,"Site subject to extant planning permission (1/0700/2015/FUL) for residential development comprising 9 dwellings with associated access, parking and sewers (permitted 10/1/2017). Development commenced in January 2020 with laying of foundations for first plot. Site determined to be deliverable through most recent Statement of Five Year Housing Land Supply (November 2019). Ressidential potential of site previously considered through SHLAA - SHA/BID/108.. Residential development comprising 9 dwellings.",2017-12-22,2020-12-09,
,http://opendatacommunities.org/id/district-council/torridge,Torridge District Council,BLR/GTT/26,"Car Park and Transport Depot, School Lane, Torrington",-4.145461,50.953608,http://www.torridge.gov.uk/CHttpHandler.ashx?id=21457,0.54,not owned by a public authority,,permissioned,full planning permission,2020-09-22,http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O8CSASQKKZ400|http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=Q5HTZBQKGZU00,22,22,22,yes,Site subject to full planning permission (1/0095/2020/FULM) for the erection of 22 dwellings. Site considered deliverable in accordance with the definition in national planning policy by virtue of full permission.. Erection of 22 houses,2017-12-22,2020-12-18,
,http://opendatacommunities.org/id/district-council/torridge,Torridge District Council,BLR/PAR/4,"Penhaven and Rectory Farm, Bideford",-4.295251,50.967721,http://www.torridge.gov.uk/CHttpHandler.ashx?id=18230,1.63,not owned by a public authority,,permissioned,reserved matters approval,2020-04-23,http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NYGX50QKINU00|http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=Q23LZEQKG9K00,12,12,12,yes,"Residential potential of site previously considered through SHLAA SHA/PAR/4. Site subject to wider planning permission (1/1216/2015/OUTM & 1/1134/2019/REMM) for 21 dwellings. Only previously developed element of site has been included in calculation of yield. Site is subject to detailed planning permission and therefore in line with NPPF definition, considered to be deliverable.. Previously developed part of wider site that has planning permission for conversion of former hotel site and erection of dwellings to create up to 21no. dwellings (including affordable housing).",2017-12-22,2020-12-09,
,http://opendatacommunities.org/id/district-council/torridge,Torridge District Council,BLR/SHB/8,"Works, Haycross Hill, Shebbear, Beaworthy",-4.219155,50.859892,http://www.torridge.gov.uk/CHttpHandler.ashx?id=18231,1.27,not owned by a public authority,,pending decision,,,http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NJCXXSQKFO600,33,33,33,yes,"Site is subject to allocation SHB02 (Land West of Haycross Hill) for about 20 dwellings and 3 live-work units in the North Devon and Torridge Local Plan 2011-2031. Site has resolution to grant outline planning consent subject to signing of s106 (1/0125/2015/OUTM) for 30 dwellings, 3 live work units with associated landscaping and play space (amended plans). Residential capacity of site considered through SHLAA SHA/SHB/8. Site identified as being deliverable through most recent published statement of five year housing land supply (November 2019).. 30 dwellings.",2017-12-22,2019-12-14,
,http://opendatacommunities.org/id/district-council/torridge,Torridge District Council,BLR/BID/38,"Brunswick, Queens and Clarance Wharves, Barnstaple Street, Bideford",-4.201256,51.016991,http://www.torridge.gov.uk/CHttpHandler.ashx?id=18213,0.89,owned by a public authority,,pending decision,,,http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N6LA9RQK07L00|http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PEOJXIQKH7M00|http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=QKYPX0QK0BS00,52,52,52,yes,"Residential potential of site considered through SHLAA SHA/BID/38. The site is identifies this site as a Bideford Regeneration Site (BID07) for a mix of housing, leisure and retail uses and listed as a Non Strategic Housing Site in the North Devon and Torridge Local Plan 2011-2031. Site subject to an endorsed Site Development Brief. Site historically subject to planning permission (1/0578/2014/FULM) for mixed use development comprising of 52 residential units, approximately 763 sq metres of retail / commercial development, open space, car parking, marina (including managers accommodation) and associated development; now lapsed. Site subject to pending application (1/1126/2020/FULM) for demolition of existing site buildings and mixed use redevelopment providing residential units, commercial units (Class E) with public open space, car parking, floating pontoon and associated landscaping work. Site identified as being deliverable in last published statement of five year housing land supply (November 2019).. Residential units",2017-12-22,2020-12-18,
,http://opendatacommunities.org/id/district-council/torridge,Torridge District Council,BLR/BID/52,"Land to east of New Road, Bideford",-4.206089,51.011584,http://www.torridge.gov.uk/CHttpHandler.ashx?id=18216,0.44,not owned by a public authority,,not permissioned,,,,12,12,12,,Site is part of proposed policy BID07 (Bideford Regeneration Sites) New Road in the North Devon and Torridge Local Plan 2011-2031 for development that results in the enhancement to the southern gateway to Bideford. No other pertinent planning history in relation to the site. Residential potential of site considered through SHLAA SHA/BID/52.,2017-12-22,2020-12-18,
,http://opendatacommunities.org/id/district-council/torridge,Torridge District Council,BLR/BID/66,"Land south of Longbridge Wharf, New Road, Bideford",-4.205901,51.012433,http://www.torridge.gov.uk/CHttpHandler.ashx?id=18217,0.09,not owned by a public authority,,not permissioned,,,http://publicaccess.torridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=IYZWMAQK60000,6,6,6,,Residential potential of site considered through SHLAA SHA/BID/66. Site was subject to planning consent for the redevelopment of the site for provision of 6 self contained flats within a single building (1/0924/2006/FUL); now lapsed.,2017-12-22,2020-12-18,
