point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/17/001,"56 High Street, Saffron Walden CB10 1EF",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.09,not owned by a public authority,,Not permissioned,,,,,5,10,yes,Could incorporate town centre uses of retail; offices,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/17/002,"Viceroy Coaches, Rear of 10-12 Bridge Street, Saffron Walden CB10 1BU",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.244,not owned by a public authority,,Not permissioned,,,,,8,13,yes,,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/17/003,"Helena Romanes School, Parsonage Downs, Great Dunmow, CM6 2AU",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,3.571,owned by a public authority,,Not permissioned,,,,,81,135,yes,,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/17/004,"Claypits Farm, Bardfield Road, Thaxted, CM6 2LW",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.523,not owned by a public authority,,Not permissioned,,,,,14,23,yes,UTT/18/0750/OP approved 2 October 2019,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/17/005,"Jossaume, Thaxted Road, Saffron Walden CB11 3AA",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.417,not owned by a public authority,,Not permissioned,,,,,12,20,yes,,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/17/007,"Former Perkins Garage Site, 14 Stortford Road, Great Dunmow, CM6 1DF",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.123,not owned by a public authority,,permissioned,full planning permission,2013-11-08,,,12,12,yes,Delivered,2017-12-12,2020-12-29,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/17/008,"Council Depot, New Street, Great Dunmow, CM6 1BH",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.287,owned by a public authority,,Not permissioned,,,,,9,15,yes,,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/17/009,"Land rear of The Kilns, Thaxted Road, Saffron Walden, CB10 2UQ",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.905,not owned by a public authority,,permissioned,outline planning permission,2016-11-16,,,49,49,yes,,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/17/011,"Mill House, Royston Road, Wendens Ambo, CB11 4JX",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.02,not owned by a public authority,,permissioned,Other (Prior Approval not Required),2017-09-15,,,6,6,yes,,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/17/013,"Westons Yard, Chelmsford Road, White Roding CM6 1RF",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.28,not owned by a public authority,,permissioned,outline planning permission,2017-06-16,,,7,7,yes,,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/17/016,"Land east of Green Hollow, Clapton Hall Lane, Dunmow CM6 1JF",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.376,not owned by a public authority,,permissioned,outline planning permission,2017-08-31,,,5,5,yes,,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/17/017,"Sabre House, Dunmow Road, Stebbing CM6 3LF",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.448,not owned by a public authority,,permissioned,outline planning permission,2017-11-28,,,9,9,yes,,2017-12-12,2017-12-12,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/19/001,"Land Rear Of Canada Cottages, Stortford Road, Great Dunmow",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.25,not owned by a public authority,,permissioned,outline planning permission,2017-11-15,,,7,7,yes,,2019-03-31,2019-03-31,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/19/002,"The Old Mill, Haslers Lane, Dunmow, CM6 1XS",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.06,not owned by a public authority,,permissioned,Other (Prior Approval not Required),2019-01-19,,,10,10,yes,,2019-03-31,2019-03-31,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/19/003,"Barnmead, Start Hill, Stane Street, Great Hallingbury, Hertfordshire CM22 7TA",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.439,not owned by a public authority,,permissioned,full planning permission,2019-01-04,,,9,9,yes,,2019-03-31,2019-03-31,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/19/004,"Oakbourne, Hammonds Road, Hatfield Broad Oak, CM22 7JN",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.41,not owned by a public authority,,permissioned,outline planning permission,2018-08-18,,,7,7,yes,,2019-03-31,2019-03-31,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/19/005,"Priory Lodge, Station Road, Little Dunmow, CM6 3HF",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.49,not owned by a public authority,,permissioned,outline planning permission,2018-04-16,,,8,8,yes,,2019-03-31,2019-03-31,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/19/006,"Land behind the Old Cement Works, Thaxted Road, Saffron Walden, Essex",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.94,not owned by a public authority,,permissioned,reserved matters approval,2018-02-15,,,52,52,yes,,2019-03-31,2019-03-31,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/19/007,"J F Knight Roadworks Ltd (Warners Field), Copthall Lane, Thaxted, CM6 2LG",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,0.83,not owned by a public authority,,permissioned,full planning permission,2018-04-19,,,7,7,yes,,2019-03-31,2019-03-31,
,http://opendatacommunities.org/id/district-council/uttlesford,,UBLR/19/009,"Carver Barracks, Wimbish Saffron Walden, CB10 2YA",,,http://udc.maps.arcgis.com/apps/webappviewer/index.html?id=b1f5fe0efeb84d9a853d75740eb4d907,79,owned by a public authority,,Not permissioned,,,,,1410,3149,,,2019-03-31,2019-03-31,
