point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,P12/S1424/FUL,Townlands Hospital York Road HENLEY-ON-THAMES RG9 2EB,-0.909224,51.538983,,2.39569,not owned by a public authority,,permissioned,full planning permission,2013-03-19,,97,97,97,yes,"The amended scheme (P15/S2956/FUL) results in an additional assisted unit, therefore the proposal includes a 64 bed care home, 34 assisted living units and 12 key worker apartments which totals 110 units overall. However, a care home (Use Class C2) is calculated as 80% of the total (therefore 0.8*64=51). Therefore the overall capacity is 46+51=97.",2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,P15/S1880/O (SHELAA: 184),Didcot A,-1.262269,51.617487,,9.7,not owned by a public authority,,pending decision,outline planning permission,,,280,280,280,yes,Minimum net dwellings is based on the planning application(P15/S1880/O) as it has a resolution to grant permission. Only the dwellings within South Oxfordshire have been included in the total.,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,P15/S2685/FUL,"Woodcote NDP Site 16: Former Reservoir site, Greenmore",-1.068691,51.527292,,0.452331,not owned by a public authority,,permissioned,full planning permission,2017-05-03,,20,20,20,yes,Partially Brownfield site. Forms part of a larger site overall.,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,P16/S0375/FUL,"Woodcote NDP Site 02: Woodcote Garden Centre, Reading Road",-1.065674,51.534551,,0.244559,not owned by a public authority,,permissioned,full planning permission,2017-06-29,,9,9,9,yes,Partially Brownfield site. Forms part of a larger site overall.,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,P16/S1227/FUL,JHHNDP Site U: Wilkins Yard Deanfield Avenue HENLEY-ON-THAMES Oxon RG9 1UE,-0.908563,51.535245,,0.231964,not owned by a public authority,,permissioned,full planning permission,2017-05-30,,23,23,23,yes,Partially Brownfield site. Forms part of a larger site overall.,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,P16/S3922/FUL (SHELAA 200),"Atalanta Garage, Beggars bush Hill, Benson OX10 6PL",-1.077913,51.606671,,0.327171,not owned by a public authority,,permissioned,full planning permission,2017-04-28,,6,6,6,yes,,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,P16/S4117/FUL,"40 Oakley Road, Chinnor, Oxon, OX39 4ES",-0.914981,51.698737,,0.181949,not owned by a public authority,,permissioned,full planning permission,,,20,20,20,yes,The minimum number of net dwellings is 20 as it is based on both a prior approval and a permission. The prior approval relates to the change of use of the building to 14 apartments (P16/S4085/PDO) and the permission relates to the conversion of the roof into six flats (P16/S4117/FUL). The two schemes can both be built out on the site.,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,P16/S4177/FUL (SHELAA 401),"Bloom Buildings, West End, Cholsey, OX10 9LR",-1.163409,51.569205,,0.684657,not owned by a public authority,,permissioned,full planning permission,2017-05-19,,5,5,5,yes,,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,P16/S4234/FUL,"Northfield House, 11 Northfield End, HENLEY-ON-THAMES, RG9 2JG",-0.905187,51.540744,,0.0975884,not owned by a public authority,,permissioned,full planning permission,2017-05-24,,6,6,6,yes,,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,P17/S0259/FUL,The Mill at Sonning (Theatre) Ltd Sonning Eye RG4 6TY,-0.915896,51.476003,,0.860672,not owned by a public authority,,permissioned,full planning permission,2017-06-27,,5,5,5,yes,Partially Brownfield site. Forms part of a larger site overall.,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,P17/S0709/FUL (SHELAA 867),"The Walled Garden, Badgemore Park Golf Club, Badgemore, RG9 4NR",-0.924437,51.542594,,0.495788,not owned by a public authority,,permissioned,full planning permission,2017-05-05,,5,5,5,yes,,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,P17/S1355/FUL,"Innovex House, 309 Reading Road, HENLEY-ON-THAMES, RG9 1EL",-0.895678,51.527931,,0.174923,not owned by a public authority,,permissioned,full planning permission,2017-07-21,,30,30,30,yes,The minimum number of net dwellings is 30 as it is based on both a prior approval and a permission. The prior approval relates to the change of use of the building to 23 apartments (P16/S3796/PDO) and the permission relates to the conversion of the roof into six flats (P17/S1355/FUL). Both of these schemes can be built out on the site.,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,P17/S2178/PDO,"Girdler House, Quebec Road, Henley on Thames, RG9 1EY",-0.899452,51.531042,,0.0508313,not owned by a public authority,,permissioned,other,2017-08-10,,5,5,5,yes,,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,P17/S2446/FUL,"291 Reading Road, HENLEY-ON-THAMES, RG9 1EL",-0.896279,51.528701,,0.100794,not owned by a public authority,,permissioned,full planning permission,2017-09-06,,5,5,5,yes,,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,SHELAA: 1034,"Oxford Brookes University Campus, Wheatley",-1.129371,51.749623,,21.4683,not owned by a public authority,,not permissioned,,,,300,300,300,yes,Partially Brownfield site. Forms part of a larger site overall. Mininum number of net dwellings is based on the capacity calculated in the SHELAA (Autumn 2017),2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,SHELAA: 1050,"Vanalloys Business Park, Stoke Row (3)",-1.018393,51.550216,,0.994896,not owned by a public authority,,not permissioned,,,,25,25,25,yes,Mininum number of net dwellings is based on the capacity calculated in the SHELAA,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,SHELAA: 1085,"Land to the rear of Thames Court, Goring",-1.136965,51.523273,,0.330166,not owned by a public authority,,not permissioned,,,,8,8,8,yes,Mininum number of net dwellings is based on the capacity calculated in the SHELAA,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,SHELAA: 1195,"Land to the north of Fane Drive, Berinsfield (3)",-1.171162,51.666467,,0.480603,not owned by a public authority,,not permissioned,,,,12,12,12,yes,Large majority of site is Brownfield. Mininum number of net dwellings is based on the capacity calculated in the SHELAA,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,SHELAA: 148,"Land north of B4526, Cray's Pond",-1.069088,51.516298,,0.27,not owned by a public authority,,not permissioned,,,,7,7,7,yes,Large majority of site is Brownfield. Mininum number of net dwellings is based on the capacity calculated in the SHELAA,2017-12-22,2017-12-22,
,http://opendatacommunities.org/id/district-council/south-oxfordshire,South Oxfordshire District Council,P15/S2159/O (SHELAA: 185),Didcot Gateway,-1.242473,51.610168,,4.34,mixed ownership,,pending decision,outline planning permission,,,300,300,300,yes,Minimum net dwellings is based on the planning application (P15/S2159/O ) as it has a resolution to grant permission.,2017-12-22,2017-12-22,
