point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/district-council/cherwell,Cherwell District Council,BLR2,1 To 4A Church Lane And 12 To 14 Parsons Street Banbury,-1.337632,52.062033,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,0.12,not owned by a public authority,,Not permissioned,,,,8,8,8,yes,Planning permission expired in November 2019.,2017-12-04,2020-10-31,
,http://opendatacommunities.org/id/district-council/cherwell,Cherwell District Council,BLR4,"27 Park Road, Banbury",-1.348312,52.060824,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,0.07,not owned by a public authority,,Not permissioned,,,,6,6,6,yes,Planning permission expired in December 2018.,2017-12-04,2019-10-30,
,http://opendatacommunities.org/id/district-council/cherwell,Cherwell District Council,BLR5,"3 West Bar Street, Banbury",-1.342454,52.059443,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,0.14,not owned by a public authority,,permissioned,full planning permission,2019-08-02,https://planningregister.cherwell.gov.uk/Search,8,8,8,yes,,2017-12-04,2020-10-31,
,http://opendatacommunities.org/id/district-council/cherwell,Cherwell District Council,BLR9,"Canalside, Banbury",-1.328958,52.058756,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,24.62,mixed ownership,,Not permissioned,,,,654,654,654,,2018 HELAA site - HELAA258. A Canalside Supplementary Planning Documents is being prepared. Planning permission for 46 homes at Crown House has already been given and is now complete. The 46 homes have been deducted from the total of 700 homes. Further planning permissions for 86 homes which have not been started.,2017-12-04,2020-10-31,
,http://opendatacommunities.org/id/district-council/cherwell,Cherwell District Council,BLR10,"Car Park Edmunds House, 40 South Bar Street, Banbury",-1.34132,52.05825,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,0.08,not owned by a public authority,,permissioned,full planning permission,2017-07-31,https://planningregister.cherwell.gov.uk/Search,6,6,6,yes,,2017-12-04,2018-12-03,
,http://opendatacommunities.org/id/district-council/cherwell,Cherwell District Council,BLR11,"Land at Bolton Road, Banbury",-1.337983,52.062943,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2,,,Not permissioned,,,,200,200,200,,2018 HELAA site - HELAA257.,2017-12-04,2018-12-03,
,http://opendatacommunities.org/id/district-council/cherwell,Cherwell District Council,BLR12,"Land at Higham Way, Banbury",-1.323207,52.058112,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,3,not owned by a public authority,,Not permissioned,,,,150,150,150,yes,2018 HELAA site - HELAA254.,2017-12-04,2017-12-04,
,http://opendatacommunities.org/id/district-council/cherwell,Cherwell District Council,BLR15,"P R Alcock And Sons Ltd, Castle Street, Banbury",-1.336673,52.063771,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,0.16,not owned by a public authority,,Not permissioned,,,,5,5,5,yes,Planning permission expired in November 2018.,2017-12-04,2017-12-04,
,http://opendatacommunities.org/id/district-council/cherwell,Cherwell District Council,BLR16,"1 to 6 Malthouse Walk, Banbury",-1.333411,52.061406,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,0.07,not owned by a public authority,,permissioned,full planning permission,2019-10-18,https://planningregister.cherwell.gov.uk/Search,20,20,20,yes,,2017-12-04,2020-10-31,
,http://opendatacommunities.org/id/district-council/cherwell,Cherwell District Council,BLR17,"The Imperial Oriental, 13 - 14 South Bar Street, Banbury",-1.340026,52.058944,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,0.03,not owned by a public authority,,Not permissioned,,,,7,7,7,yes,Planning permission expired in March 2018,2017-12-04,2018-12-03,
,http://opendatacommunities.org/id/district-council/cherwell,Cherwell District Council,BLR20,"Former Bicester Library, Old Place Yard, Bicester",-1.153385,51.895375,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,0.04,owned by a public authority,,Not permissioned,,,,3,3,3,yes,The site was previously used as a library however is now vacant. Part of land identified for residential development in the Non-Statutory Cherwell Local Plan 2011. A full planning application (20/02405/F) for erection of terrace of 3no affordable housing units on site of dis-used library is pending.,2017-12-04,2020-10-31,
,http://opendatacommunities.org/id/district-council/cherwell,Cherwell District Council,BLR22,"McKay Trading Estate, Station Approach, Bicester",-1.149517,51.893962,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,1.2,not owned by a public authority,,Not permissioned,,,,60,60,60,yes,The site is currently being used for employment purposes and is located at an industrial estate. Planning permission given for redevelopment to include new offices.,2017-12-04,2017-12-04,
,http://opendatacommunities.org/id/district-council/cherwell,Cherwell District Council,BLR23,"St Edburg's School, Cemetery Road, Bicester",-1.156444,51.895738,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,0.37,not owned by a public authority,,Not permissioned,,,,10,10,10,yes,Development principles approved in October 2008 for re-use of school buildings.,2017-12-04,2017-12-04,
,http://opendatacommunities.org/id/district-council/cherwell,Cherwell District Council,BLR26,"Varneys Garage, Quarry Road, Hornton",-1.448057,52.108948,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,0.35,not owned by a public authority,,permissioned,outline planning permission,2018-05-30,https://planningregister.cherwell.gov.uk/Search,3,3,3,yes,,2017-12-04,2019-10-30,
