point,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,http://opendatacommunities.org/id/district-council/eastbourne,,EP36,Former Railway Sidings Tutts Barn Lane,0.285005,50.780857,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,4.06,not owned by a public authority,,not permissioned,,,,,181,181,,,2019-12-12,2019-12-12,
,http://opendatacommunities.org/id/district-council/eastbourne,,HA18,Garages adjacent 25-32 Fletching Road,0.287791,50.800733,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.1,owned by a public authority,,not permissioned,,,,,8,8,,,2017-12-20,2018-12-11,
,http://opendatacommunities.org/id/district-council/eastbourne,,HA27,14-29 Brassey Parade,0.277463,50.797122,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.39,not owned by a public authority,,permissioned,full planning permission,2019-08-28,,,22,22,yes,"Erection of mansard roof over existing building to provide additionaltwo-storeys. Formation of additional 29 x residential flats within first, second and third floors. Retention of retail units on ground floor and 7 x existing residential flats on first floor. Single-storeyextension to northern elevation for use as bin and cycle store",2018-12-11,2020-12-18,
,http://opendatacommunities.org/id/district-council/eastbourne,,HA35,Garages to the rear of 11 Cade Street,0.283307,50.802454,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.05,owned by a public authority,,not permissioned,,,,,6,6,,,2018-12-11,2018-12-11,
,http://opendatacommunities.org/id/district-council/eastbourne,,HA43,Garages to the rear of 17 Pulborough Avenue,0.275792,50.801133,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.16,owned by a public authority,,not permissioned,,,,,6,6,,,2017-12-20,2018-12-11,
,http://opendatacommunities.org/id/district-council/eastbourne,,HA45,Garages adjacent to 1 Wadhurst Close,0.278907,50.799629,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.09,owned by a public authority,,not permissioned,,,,,5,5,,,2017-12-20,2018-12-11,
,http://opendatacommunities.org/id/district-council/eastbourne,,LA01,Car park to east of Langney Shopping Centre,0.305957,50.803137,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.13,not owned by a public authority,,permissioned,full planning permission,2020-08-14,,,11,11,yes,Erection of 11 houses including parking and access,2017-12-20,2020-12-18,
,http://opendatacommunities.org/id/district-council/eastbourne,,LA03,87-89 Pevensey Bay Road,0.320712,50.797153,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.15,not owned by a public authority,,permissioned,outline planning permission,2020-04-17,,,7,7,yes,Outline application (Access only to be determined) for the demolition of existing buildings and erection of seven dwellings.,2020-12-21,2020-12-21,
,http://opendatacommunities.org/id/district-council/eastbourne,,LA22,Garages between 7 and 9 Biddenden Close,0.309477,50.799651,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.08,owned by a public authority,,permissioned,full planning permission,2018-09-07,,,5,5,yes,"Demolition of existing garages, and construction of 5no 2 bed 4 person houses; including associated parking, access, & landscaping",2017-12-20,2018-12-11,
,http://opendatacommunities.org/id/district-council/eastbourne,,LA31,Garages adjacent to 45 Westerham Road,0.309158,50.798206,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.08,owned by a public authority,,not permissioned,,,,,6,6,,,2017-12-20,2018-12-11,
,http://opendatacommunities.org/id/district-council/eastbourne,,LA32,Garages to the rear of Antrim Court Wrotham Close,0.307481,50.798966,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.07,owned by a public authority,,not permissioned,,,,,6,6,,,2017-12-20,2018-12-11,
,http://opendatacommunities.org/id/district-council/eastbourne,,LA35,"Woods Cottages, Swanley Close",0.305234,50.802395,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.22,not owned by a public authority,,permissioned,full planning permission,2020-07-28,,,35,35,yes,"Redevelopment of site to form 35N° dwellings, formed of 1N° one bedroom flat, 10N° two bedroom flats, 19N° three bedroom houses, 5N° four bedroom houses. New access to be provided from south of site via Swanley Close. (Revised Access Arrangements)",2019-12-12,2020-12-18,
