row-number,field,issue-type,value
1,PlanningHistory,uri,Outline Planning application - S14/3097
2,PlanningHistory,uri,Outline Planning application -  S14/0927
3,PlanningHistory,uri,Pending consideration under application -S16/1197
4,PlanningHistory,uri,Outline Planning application -  S14/1316
5,PlanningHistory,uri,Pending consideration under application -  S17/1758
6,PlanningHistory,uri,Pending consideration under application - S17/0613
7,PlanningHistory,uri,Outline Planning application -   S14/2837
8,PlanningHistory,uri,Pending consideration under application-    S16/1548
9,PlanningHistory,uri,Site had permission under S11/0903 now expired.
10,PlanningHistory,uri,Site had permission under S06/0965  now expired.
