site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Harton View, West Boldon",,,2016-06-30,,0.7,19,19,Link to site on a map,local-authority-eng:STY,not owned by a public authority,,,Not Permissioned,,POINT(-1.451765 54.944618),BR1,,2016-06-30
"Hardie Drive, West Boldon",,,2016-06-30,,0.14,4,4,Link to site on a map,local-authority-eng:STY,,,,Not Permissioned,,POINT(-1.448911 54.945549),BR2,,2016-06-30
"Hindmarch Drive, West Boldon",,,2016-06-30,,0.24,7,7,Link to site on a map,local-authority-eng:STY,owned by a public authority,,,Not Permissioned,,POINT(-1.443056 54.946682),BR3,,2016-06-30
"Shields Road, Cleadon",,,2016-06-30,,0.6,14,14,Link to site on a map,local-authority-eng:STY,not owned by a public authority,,,Not Permissioned,,POINT(-1.404208 54.958728),BR4,,2016-06-30
"Wark Crescent, Jarrow",,,2016-06-30,,0.08,8,8,Link to site on a map,local-authority-eng:STY,not owned by a public authority,,,permissioned,,POINT(-1.487783 54.957796),BR5,,2016-06-30
"Victoria Road West, Hebburn",,,2016-06-30,,7.5,100,100,Link to site on a map,local-authority-eng:STY,owned by a public authority,,,Not Permissioned,,POINT(-1.521269 54.97312),BR6,,2016-06-30
"Station Road/Argyle Street, Hebburn",,,2016-06-30,,2.7,100,100,Link to site on a map,local-authority-eng:STY,not owned by a public authority,,,Not Permissioned,,POINT(-1.520428 54.976873),BR7,,2016-06-30
"Victoria Road East, Hebburn",,,2016-06-30,,0.5,18,18,Link to site on a map,local-authority-eng:STY,,,,Not Permissioned,,POINT(-1.500067 54.978444),BR8,,2016-06-30
"Campbell Park Road/Victoria Road East, Hebburn",,,2016-06-30,,3.1,93,93,Link to site on a map,local-authority-eng:STY,owned by a public authority,,,Not Permissioned,,POINT(-1.508204 54.973544),BR9,,2016-06-30
"Victoria Road West/South Drive, Hebburn",,,2016-06-30,,10.4,300,300,Link to site on a map,local-authority-eng:STY,not owned by a public authority,,,Not Permissioned,,POINT(-1.526673 54.965278),BR10,,2016-06-30
"Tennant Street, Hebburn",,,2016-06-30,,0.07,5,5,Link to site on a map,local-authority-eng:STY,,,,Not Permissioned,,POINT(-1.523511 54.971125),BR11,,2016-06-30
South Shields,,,2016-06-30,,0.03,8,8,Link to site on a map,local-authority-eng:STY,,,,Not Permissioned,,POINT(-1.428273 54.991733),BR12,,2016-06-30
"Perth Avenue, Jarrow",,,2016-06-30,,0.6,22,22,Link to site on a map,local-authority-eng:STY,,,,Not Permissioned,,POINT(-1.465155 54.962588),BR13,,2016-06-30
"Monkton Terrace, Jarrow",,,2016-06-30,,0.4,20,20,Link to site on a map,local-authority-eng:STY,owned by a public authority,,,Not Permissioned,,POINT(-1.485229 54.976801),BR14,,2016-06-30
"Concorde Way, Jarrow",,,2016-06-30,,0.5,23,23,Link to site on a map,local-authority-eng:STY,owned by a public authority,,,Not Permissioned,,POINT(-1.486651 54.977993),BR15,,2016-06-30
South Shields,,,2016-06-30,,0.4,14,14,Link to site on a map,local-authority-eng:STY,,,,Not Permissioned,,POINT(-1.423128 54.976639),BR16,,2016-06-30
"Hyperion Avenue, South Shields",,,2016-06-30,,0.2,5,5,Link to site on a map,local-authority-eng:STY,not owned by a public authority,,,Not Permissioned,,POINT(-1.454046 54.97325),BR17,,2016-06-30
"Ethel Terrace, South Shields",,,2016-06-30,,0.1,5,5,Link to site on a map,local-authority-eng:STY,owned by a public authority,,,Not Permissioned,,POINT(-1.44123 54.972545),BR18,,2016-06-30
"Boldon Lane, South Shields",,,2016-06-30,,0.14,7,7,Link to site on a map,local-authority-eng:STY,,,,Not Permissioned,,POINT(-1.439431 54.9694),BR19,,2016-06-30
"Green Lane, South Shields",,,2016-06-30,,0.1,4,4,Link to site on a map,local-authority-eng:STY,owned by a public authority,,,Not Permissioned,,POINT(-1.447308 54.967936),BR20,,2016-06-30
"Boldon Lane, South Shields",,,2016-06-30,,0.11,6,6,Link to site on a map,local-authority-eng:STY,owned by a public authority,,,Not Permissioned,,POINT(-1.43885 54.969577),BR21,,2016-06-30
"Marsden Lane, South Shields",,,2016-06-30,,0.5,14,14,Link to site on a map,local-authority-eng:STY,,,,Not Permissioned,,POINT(-1.388296 54.979192),BR22,,2016-06-30
"Mill Lane/Coast Road, Whitburn",,,2016-06-30,,0.18,4,4,Link to site on a map,local-authority-eng:STY,,,,Not Permissioned,,POINT(-1.365949 54.962569),BR23,,2016-06-30
"Croftside Avenue, Whitburn",,,2016-06-30,,0.6,16,16,Link to site on a map,local-authority-eng:STY,owned by a public authority,,,Not Permissioned,,POINT(-1.367043 54.951594),BR24,,2016-06-30
