site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Former Cedar House School, Kirkby Lonsdale",yes,,2020-12-01,,0.87,8,8,"Original hybrid application for full planning permission for conversion of former school dining hall to six dwellings and part of the former main school building to two dwellings and outline planning permission for demolition of remaining former school buildings and erection of up to 12 residential dwellings with vehicular access.An amended scheme for part of the site (SL/2018/0608 for 3 detached houses) was approved in December 2018 which replaced the previous proposal for 12 dwellings, and this part is under construction. Then SL/2019/0823 granted Feb 2020 for construction of 3 dwellings in SW corner superseding previous plans for 6 units in that part of site. Cressbrook House now converted to one luxury home. Total site capacity now 9, with 3 completed (Cressbrook houes, and conversion of part of former building to 2 units under original application. Remaining 6 units are the three luxury homes under construction in NE corner, and new permission for 3 units in SW corner.",local-authority-eng:SLA,not owned by a public authority,2017-04-13,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2016/0317&ApplicationNumber=&AddressPrefix=cedar+house+school&Postcode=&Submit=Search,permissioned,other,POINT(-2.60457 54.20343),BLR1,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR01,2017-12-01,brownfield-land/local-authority-eng/SLA/BLR1
"Busher House, Busher Walk, Kendal",yes,,2020-12-01,,0.17,16,4,"Change of use of office building under PD rights to 16 flats, but building has now been demolished and other options being pursued.",local-authority-eng:SLA,owned by a public authority,2017-01-19,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=CU/2016/0014&ApplicationNumber=CU%2F2016%2F0014&AddressPrefix=&Postcode=&Submit=Search,not permissioned,other,POINT(-2.74878 54.33282),BLR2,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR02,2017-12-01,brownfield-land/local-authority-eng/SLA/BLR2
"Sawyers Arms Hotel, Stricklandgate, Kendal",yes,,2020-12-01,,0.03,12,12,Conversion of vacant public house and alteration/extension of redundant outbuildings to create 12 self-contained apartments. Under construction.,local-authority-eng:SLA,not owned by a public authority,2015-07-16,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2015/0491&ApplicationNumber=SL%2F2015%2F0491&AddressPrefix=&Postcode=&Submit=Search,permissioned,full planning permission,POINT(-2.74757 54.33103),BLR3,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR03,2017-12-01,brownfield-land/local-authority-eng/SLA/BLR3
"Royal Hotel, Burton-in-Kendal",yes,,2020-12-01,,0.26,6,6,"Demolition of outbuildings, refurbishment and extension of public house and erection of six dwellings.",local-authority-eng:SLA,not owned by a public authority,2019-03-08,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2017/0992&ApplicationNumber=&AddressPrefix=royal+hotel&Postcode=&Submit=Search,permissioned,full planning permission,POINT(-2.72092 54.18181),BLR4,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR04,2017-12-01,brownfield-land/local-authority-eng/SLA/BLR4
"West End Nursery, Ulverston",yes,,2020-12-01,,0.61,8,8,"Demolition of existing building and site structures, and erection of 87 dwellings. The 8 units in the Register refer to the previously developed part of the site (plant nursery buildings)",local-authority-eng:SLA,not owned by a public authority,2019-02-06,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2017/0297&ApplicationNumber=SL%2F2017%2F0297&AddressPrefix=&Postcode=&Submit=Search,permissioned,full planning permission,POINT(-3.08393 54.18608),BLR5,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR05,2017-12-01,brownfield-land/local-authority-eng/SLA/BLR5
"Depot on the south side of Parkside Road, Kendal",,,2020-12-01,,0.18,6,6,"Outline Planning Application with some matters reserved for the development of 6no. dwellings on land south of Parkside Road, Kendal.",local-authority-eng:SLA,not owned by a public authority,,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2016/0575&ApplicationNumber=2016%2F0575&AddressPrefix=&Postcode=&Submit=Search,pending decision,,POINT(-2.74216 54.31999),BLR6,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR06,2017-12-01,brownfield-land/local-authority-eng/SLA/BLR6
"Depot on the north side of Parkside Road, Kendal",,,2020-12-01,,1.17,43,43,"Outline Planning Application with all matters, except for access, reserved for the development of 43no. Dwellings.",local-authority-eng:SLA,not owned by a public authority,2019-02-11,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2016/0574&ApplicationNumber=2016%2F0574&AddressPrefix=&Postcode=&Submit=Search,permissioned,outline planning permission,POINT(-2.742 54.32108),BLR7,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR07,2017-12-01,brownfield-land/local-authority-eng/SLA/BLR7
"Ulverston Town Hall, Queen St, Ulverston",yes,01/08/2020,2020-12-01,,0.07,17,17,Change of use of existing building into 9 apartments and erection of new apartment block to rear to provide a further 8 units. Under construction.,local-authority-eng:SLA,owned by a public authority,2017-12-07,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2017/0737&ApplicationNumber=&AddressPrefix=ulverston+town+hall&Postcode=&CaseOfficer=&ParishName=&AreaTeam=&WardMember=&DateReceivedStart=&DateReceivedEnd=&DateDecidedStart=&DateDecidedEnd=&Locality=&AgentName=&ApplicantName=&ShowDecided=&DecisionLevel=&Sort1=FullAddressPrefix&Sort2=DateReceived+DESC,permissioned,full planning permission,POINT(-3.09627 54.19505),BLR8,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR08,2017-12-01,brownfield-land/local-authority-eng/SLA/BLR8
"Stables, Cartmel Racecourse, Cartmel",,,2020-12-01,,0.48,15,15,Allocated in Local Plan,local-authority-eng:SLA,not owned by a public authority,,,not permissioned,,POINT(-2.95442 54.20233),BLR9,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR09,2017-12-01,brownfield-land/local-authority-eng/SLA/BLR9
"Mixed use allocation at Berners Pool, Grange",,,2020-12-01,,0.61,40,20,Allocated in Local Plan. Remaining part of mixed use site that has partially developed for housing and a health centre. Identified in Neighbourhood Plan as a preferred location for extra care housing site.,local-authority-eng:SLA,owned by a public authority,,,not permissioned,,POINT(-2.91383 54.18703),BLR10,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR10,2017-12-01,brownfield-land/local-authority-eng/SLA/BLR10
