site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Carden Street Opportunity Zone,yes,,2019-12-17,,3.9,,,,local-authority-eng:WOC,mixed ownership,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,POINT(-2.215937 52.19044),SWDP44/5,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=Carden%20Street%20Opportunity%20Zone%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP44-5
Shrub Hill Opportunity Zone,yes,,2019-12-17,,19.72,,,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,POINT(-2.211276 52.195266),SWDP44/4,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=Shrub%20Hill%20Opportunity%20Zone%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP44-4
23-24 Foregate Street,yes,,2019-12-17,,0.1,10,5,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,POINT(-2.221975 52.196156),SWDP43/w,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=23-24%20Foregate%20Street.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-w
"Commandery Coach Depot, Tolladine Road",yes,,2019-12-17,,0.07,7,5,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,POINT(-2.180756 52.207448),SWDP43/t,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=Commandery%20Coach%20Depot%2C%20Tolladine%20Road%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-t
Rose Avenue,yes,,2019-12-17,,0.18,8,5,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,POINT(-2.201603 52.198356),SWDP43/s,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=Rose%20Avenue%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-s
"The Bridge Inn, Lowesmoor Terrace",yes,,2019-12-17,,0.1,9,5,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,POINT(-2.215645 52.195967),SWDP43/r,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=The%20Bridge%20Inn%2C%20Lowesmoor%20Terrace%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-r
79 St Johns,yes,,2019-12-17,,0.05,10,10,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,pending decision,other,POINT(-2.235188 52.186872),SWDP43/q,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=79%20St%20Johns%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-q
"Former Club House, Tolladine Golf Course",yes,,2019-12-17,,0.5,15,9,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,POINT(-2.188366 52.199268),SWDP43/m,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=Former%20Club%20House%20Tolladine%20Golf%20Course%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-m
"Laugherne Garage, Bransford Road",yes,,2019-12-17,,0.44,10,8,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,POINT(-2.253973 52.183961),SWDP43/h,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=Bransford%20Road%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-h
"County Council Offices, Bilford Road",yes,,2019-12-17,,0.67,20,15,,local-authority-eng:WOC,owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,POINT(-2.216007 52.213017),SWDP43/g,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=Bilford%20Road%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,2017-08-04,brownfield-land/local-authority-eng/WOC/SWDP43-g
