site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Urban Village 1, Chorley Street North, Bolton, BL1 4AN",,,2017-12-31,,1.16,75,75,If opportunities arise housing would be in accordance with the Core Strategy Urban Village allocation. http://mappinggm.org.uk/gmodin/,local-authority-eng:BOL,mixed ownership,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,not permissioned,,POINT(-2.43834 53.581317),1036-BOL,http://mappinggm.org.uk/gmodin/,2017-12-31,brownfield-land/local-authority-eng/BOL/1036-BOL
"Urban Village 2, Bark Street North, Bolton, BL1 2PB",,,2017-12-31,,0.4,24,24,If opportunities arise housing would be in accordance with the Core Strategy Urban Village allocation. http://mappinggm.org.uk/gmodin/,local-authority-eng:BOL,mixed ownership,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,not permissioned,,POINT(-2.436329 53.580769),1037-BOL,http://mappinggm.org.uk/gmodin/,2017-12-31,brownfield-land/local-authority-eng/BOL/1037-BOL
Urban Village 5 St Helena S,,,2017-12-31,,0.45,35,35,Bolton Town Centre Framework 2017 Intervention Area Croal Valley. http://mappinggm.org.uk/gmodin/,local-authority-eng:BOL,owned by a public authority,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,not permissioned,,POINT(-2.435369 53.579247),1040-BOL,http://mappinggm.org.uk/gmodin/,2017-12-31,brownfield-land/local-authority-eng/BOL/1040-BOL
"Minerva House, Chorley Street, Bolton, BL1 4AL",,,2017-12-31,,0.89,119,119,Bolton Town Centre Framework 2017 Intervention Area Croal Valley. ERECTION OF 103 NO. ONE & TWO BEDROOM APARTMENTS AND 16 NO. THREE & FOUR BEDROOM TOWN HOUSES 96365/16. http://mappinggm.org.uk/gmodin/,local-authority-eng:BOL,not owned by a public authority,2016-07-18,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,permissioned,full planning permission,POINT(-2.437117 53.57988),1041-BOL,http://mappinggm.org.uk/gmodin/,2017-12-31,brownfield-land/local-authority-eng/BOL/1041-BOL
Central Street,,,2017-12-31,,1.41,90,90,Bolton Town Centre Framework 2017 Intervention Area Croal Valley. http://mappinggm.org.uk/gmodin/,local-authority-eng:BOL,owned by a public authority,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,not permissioned,,POINT(-2.431984 53.580532),1042-BOL,http://mappinggm.org.uk/gmodin/,2017-12-31,brownfield-land/local-authority-eng/BOL/1042-BOL
"King Street/Deansgate, BL1 2JR",,,2017-12-31,,0.22,50,50,Bolton Town Centre Framework 2017 Intervention Area Croal Valley. http://mappinggm.org.uk/gmodin/,local-authority-eng:BOL,owned by a public authority,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,not permissioned,,POINT(-2.433577 53.579259),1045-BOL,http://mappinggm.org.uk/gmodin/,2017-12-31,brownfield-land/local-authority-eng/BOL/1045-BOL
Breightmet Street,,,2017-12-31,,2.08,235,235,Bolton Town Centre Framework 2017 Intervention Area Breightmet Street High density residential 185 units and 50 family housing units. http://mappinggm.org.uk/gmodin/,local-authority-eng:BOL,owned by a public authority,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,not permissioned,,POINT(-2.423471 53.577417),1048-BOL,http://mappinggm.org.uk/gmodin/,2017-12-31,brownfield-land/local-authority-eng/BOL/1048-BOL
"Ash Street, BL2 1EH",,,2017-12-31,,0.15,50,50,Development for housing may be appropriate subject to meeting all planning and other requirements. http://mappinggm.org.uk/gmodin/,local-authority-eng:BOL,owned by a public authority,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,not permissioned,,POINT(-2.42357 53.574695),1049-BOL,http://mappinggm.org.uk/gmodin/,2017-12-31,brownfield-land/local-authority-eng/BOL/1049-BOL
"Site of former Bolton Community College, corner of Manchester Road and Lower Bridgeman Street",,,2017-12-31,,0.58,100,100,Allocated site for 100 dwellings (residual). http://mappinggm.org.uk/gmodin/,local-authority-eng:BOL,owned by a public authority,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,not permissioned,,POINT(-2.422373 53.574265),1051-BOL,http://mappinggm.org.uk/gmodin/,2017-12-31,brownfield-land/local-authority-eng/BOL/1051-BOL
"BIZ Gas Street, BL1 4TG",,,2017-12-31,,0.36,50,50,Redevelopment of industrial buildings and cleared areas for residential would comply with Core Strategy policy TC5 Cultural Quarter. http://mappinggm.org.uk/gmodin/,local-authority-eng:BOL,mixed ownership,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,not permissioned,,POINT(-2.435456 53.577303),1052-BOL,http://mappinggm.org.uk/gmodin/,2017-12-31,brownfield-land/local-authority-eng/BOL/1052-BOL
