site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Site 4, Club, Depot & 501-509, Hawthorne Road, Bootle",yes,,2019-11-01,,4.88,0,0,Planning application subject to resolution to approve subject to further details. Suitable for mixed use scheme with 100 plus dwellings. The mixed use part of the scheme would be subject to the NPPF town centre sequential and impact tests.,local-authority-eng:SFT,not owned by a public authority,,,permissioned,,POINT(-2.987867 53.461349),B71,,2017-10-17,brownfield-land/local-authority-eng/SFT/B71
"Mushroom Farm, 8-10, Cable Street, Formby",yes,,2019-11-01,,1.03,0,0,Nearly built out but last part is long term stalled. Left over area of land capable of 5 dwellings.. Partly developed site.,local-authority-eng:SFT,not owned by a public authority,2004-09-30,,permissioned,full planning permission,POINT(-3.056076 53.561387),F142,,2017-10-17,brownfield-land/local-authority-eng/SFT/F142
"Site of Sefton Works, Field Lane, Netherton",yes,,2019-11-01,yes,0.85,0,0,Large site with permission (DC/2014/00886). Development is currently stalled. And half built. Capacity for at least 20 more dwellings.. Previously developed site in PRA,local-authority-eng:SFT,not owned by a public authority,2006-01-12,,permissioned,full planning permission,POINT(-3.008316 53.475542),L238,,2017-10-17,brownfield-land/local-authority-eng/SFT/L238
"Former Service Station, 146, Park Lane, Netherton",yes,,2019-11-01,,0.1,0,0,The figure of 10 is for flats and was approved in the recent planning application (DC/2016/02117).,local-authority-eng:SFT,not owned by a public authority,2013-10-17,,permissioned,full planning permission,POINT(-2.96613 53.480395),B0096,,2017-10-17,brownfield-land/local-authority-eng/SFT/B0096
"Former Johnsons Cleaners, Mildmay Road, Bootle",yes,,2019-11-01,,1.81,0,0,Former Johnsons site. Has permission and suitable for development. Has scope for mixed use with limited retail subject to NPPF sequential and impact tests. Minimum figure assumes a high number of apartments.. Previously developed former Johnsons Cleaners site in a residential area.,local-authority-eng:SFT,not owned by a public authority,2007-10-18,,permissioned,full planning permission,POINT(-2.996852 53.460428),B1218,,2017-10-17,brownfield-land/local-authority-eng/SFT/B1218
"51-53, Alexandra Road, Southport",yes,,2019-11-01,,0.53,0,0,Approved for a care home. Partial brownfield. DC/2016/02175.. Vacant site in the built up area.,local-authority-eng:SFT,not owned by a public authority,2006-06-29,,permissioned,full planning permission,POINT(-2.990452 53.651965),S0120,,2017-10-17,brownfield-land/local-authority-eng/SFT/S0120
"39a, St Johns Road, Crosby & Hightown",yes,,2019-11-01,,0.33,0,0,DC/2014/01354 - granted permission for 11 dwellings. Brownfield land by the railway. Former commercial uses.,local-authority-eng:SFT,not owned by a public authority,2014-10-17,,permissioned,outline planning permission,POINT(-3.029745 53.478181),C0110,,2017-10-17,brownfield-land/local-authority-eng/SFT/C0110
"Former Dairy, 5, Marsh Brows, Formby",,,2019-11-01,,0.11,0,0,Former dairy site.,local-authority-eng:SFT,not owned by a public authority,2017-08-31,,permissioned,,POINT(-3.070248 53.554234),F0129,,2018-12-20,brownfield-land/local-authority-eng/SFT/F0129
"2, Well Lane, Bootle",yes,,2019-11-01,,0.23,0,0,DC/2018/00357. Former industrial premises in a predominantly residential area.,local-authority-eng:SFT,not owned by a public authority,2018-08-07,,permissioned,,POINT(-2.985529 53.450977),B0128,,2017-10-17,brownfield-land/local-authority-eng/SFT/B0128
"141b, Hart Street, Southport",,,2019-11-01,,0.17,0,0,Has permission (DC/2018/00040). Small urban site.,local-authority-eng:SFT,not owned by a public authority,2018-05-25,,permissioned,,POINT(-2.975695 53.641007),S0189,,2018-12-20,brownfield-land/local-authority-eng/SFT/S0189
