site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Land adjoining Shermans Oak, Coldharbour Road, Upper Dicker",yes,,2017-12-13,,0.4,6,6,"Total of 2 pairs of semi-detached houses, 1 detached house and 1 bungalow",local-authority-eng:WEA,not owned by a public authority,2017-07-14,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2017/0873,permissioned,reserved matters approval,POINT(0.201156 50.865374),BFR1,http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,2017-12-13
"Charlwood Manor, Snatts Road, Uckfield",yes,,2017-12-13,,1.2,5,5,Total of 5 units comprising of 4 semi-detached houses and one house,local-authority-eng:WEA,not owned by a public authority,2017-10-24,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2017/0550,permissioned,full planning permission,POINT(0.093152 50.979027),BFR2,http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,2017-12-13
"Jarvis Brook Depot, Jarvis Brook, Crowborough",yes,,2018-12-13,,0.95,34,34,"Previously, the site benefitted from outline planning permission (WD/2016/0619/MAO) for up to 34 affordable housing units that was approved on 18/05/2016. This was followed up with a reserved matters application (WD/2016/3105/MRM) pursuant to the outline planning application that was approved on 13/04/2017.. Total of 34 units comprising of 26 houses, 4 flats and 4 maisonettes",local-authority-eng:WEA,owned by a public authority,2017-09-21,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2017/1645,permissioned,full planning permission,POINT(0.191563 51.048451),BFR5,http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,2017-12-13
"Land at Heatherlea, Newick Lane, Heathfield",yes,,2018-12-13,,2.13,6,6,"This site was previously granted full planning permission under planning reference WD/2017/0258/F for the demolition of a existing dwelling, annexe, static mobile home, workshops and outbuildings and the erection of a residential development comprising 7 dwellings on 10/06/2017.. Total of 6 new detached dwellings",local-authority-eng:WEA,not owned by a public authority,2018-04-27,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2017/2957,permissioned,full planning permission,POINT(0.266465 50.975279),BFR8,http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,2017-12-13
"Rockington Nursery, Blackness Road, Crowborough",yes,,2017-12-13,,2.04,34,34,Total of 34 units comprising of 22 houses and 12 affordable houses,local-authority-eng:WEA,not owned by a public authority,2016-01-21,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2016/1677,permissioned,outline planning permission,POINT(0.17659 51.046492),BFR10,http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,2017-12-13
"First Floor 31-33 & 41-43 Vicarage Field, Hailsham",yes,,2017-12-13,,0.09,7,7,Total of seven apartments,local-authority-eng:WEA,not owned by a public authority,2015-06-23,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2015/0984,permissioned,full planning permission,POINT(0.259642 50.863689),BFR12,http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,2017-12-13
"Beechwood House, Beechwood Lane, Heathfield",yes,,2018-12-13,,0.28,10,10,"Total of 10 units comprising of one two bedroom, 4 three bedroom, 1 four bedroom and 4 five bedroom houses",local-authority-eng:WEA,not owned by a public authority,2016-03-08,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2018/0583,permissioned,full planning permission,POINT(0.263207 50.960718),BFR13,http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,2017-12-13
"The Cart Barn, Burwash Road, Heathfield",yes,,2017-12-13,,0.32,15,15,"Total of 15 residential units comprising of 12 three bedroom houses, along with 1 three bedroom and 2 two bedroom affordable houses",local-authority-eng:WEA,not owned by a public authority,2016-12-15,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2015/2438,permissioned,outline planning permission,POINT(0.263916 50.973835),BFR14,http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,2017-12-13
"Worth Farm, Worth Lane, Little Horsted",yes,,2018-12-13,,0.86,6,6,This site was previously granted full planning permission under planning reference WD/2016/1995/F for the demolition of existing buildings and the erection of a residential development comprising 6 dwellings on 26/05/2017. The latest planning application type is a minor material amendment.. Total of 6 units comprising of six detached houses,local-authority-eng:WEA,not owned by a public authority,2018-08-31,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2018/1240/FA,permissioned,full planning permission,POINT(0.077915 50.945006),BFR15,http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,2017-12-13
"The Regent, The Broadway, Crowborough",yes,,2017-12-13,,0.04,10,10,Total of 10 units comprising of 10 residential apartments,local-authority-eng:WEA,not owned by a public authority,2017-05-18,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2017/0323/MAJ,permissioned,full planning permission,POINT(0.162903 51.058959),BFR17,http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,2017-12-13
