site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Land at Barnwood Manor, Barnwood Road, Barnwood",yes,,2020-12-01,,0.7,23,20,,local-authority-eng:GLO,not owned by a public authority,2020-03-20,https://glcstrplnng12.co.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PTAX50HMJ7M00,permissioned,full planning permission,POINT(-2.199187 51.858536),GLOSBR001,https://www.gloucester.gov.uk/planning-development/planning-policy/brownfield-land-register/,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR001
"Jordans Brook House, North Upton Lane, Barnwood",yes,,2019-12-01,,0.85,20,15,,local-authority-eng:GLO,owned by a public authority,2001-10-08,http://glcstrplnng12.co.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,POINT(-2.199741 51.857133),GLOSBR002,https://www.gloucester.gov.uk/planning-development/planning-policy/brownfield-land-register/,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR002
"Allstone site, off Myers Road, Elmbridge",yes,,2020-12-01,yes,5.5,280,200,,local-authority-eng:GLO,not owned by a public authority,2018-12-19,http://glcstrplnng12.co.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001DFGHMLI000,permissioned,outline planning permission,POINT(-2.223049 51.862458),GLOSBR004,https://www.gloucester.gov.uk/planning-development/planning-policy/brownfield-land-register/,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR004
"Cheltenham Surfacing, off Myers Road, Elmbridge",yes,,2019-12-01,yes,0.36,10,5,,local-authority-eng:GLO,not owned by a public authority,,,not permissioned,,POINT(-2.22751 51.863061),GLOSBR005,https://www.gloucester.gov.uk/planning-development/planning-policy/brownfield-land-register/,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR005
"Great Western Road Sidings, Great Western Road, Kingsholm and Wotton",yes,,2019-12-01,yes,4.5,200,150,,local-authority-eng:GLO,owned by a public authority,,,not permissioned,,POINT(-2.231492 51.863647),GLOSBR007,https://www.gloucester.gov.uk/planning-development/planning-policy/brownfield-land-register/,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR007
"Wessex House, Great Western Road, Kingsholm and Wotton",yes,,2020-12-01,,0.3,20,15,,local-authority-eng:GLO,owned by a public authority,,,not permissioned,,POINT(-2.23804 51.866061),GLOSBR008,https://www.gloucester.gov.uk/planning-development/planning-policy/brownfield-land-register/,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR008
"Land at St Oswalds, off Gavel Way, Westgate",yes,,2019-12-01,yes,2.5,300,200,,local-authority-eng:GLO,mixed ownership,,,not permissioned,,POINT(-2.252703 51.872918),GLOSBR015,https://www.gloucester.gov.uk/planning-development/planning-policy/brownfield-land-register/,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR015
"Part of Kings Quarter, Westgate",yes,,2020-12-01,,2.84,156,100,,local-authority-eng:GLO,owned by a public authority,2020-03-04,https://glcstrplnng12.co.uk/online-applications/applicationDetails.do?keyVal=PJOIHBHM0L600&activeTab=summary,permissioned,full planning permission,POINT(-2.240754 51.865642),GLOSBR019,https://www.gloucester.gov.uk/planning-development/planning-policy/brownfield-land-register/,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR019
"Gloucester Prison, the Quay, Westgate",yes,,2019-12-01,,1.45,204,150,,local-authority-eng:GLO,not owned by a public authority,2018-12-06,http://glcstrplnng12.co.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NWGYWEHM04F00,permissioned,full planning permission,POINT(-2.251425 51.865188),GLOSBR021,https://www.gloucester.gov.uk/planning-development/planning-policy/brownfield-land-register/,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR021
"Quayside part of Blackfriars LDO, Quay Street, Westgate",yes,,2020-12-01,,2.9,50,40,,local-authority-eng:GLO,owned by a public authority,2019-11-04,https://glcstrplnng12.co.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,other,POINT(-2.251505 51.866402),GLOSBR022,https://www.gloucester.gov.uk/planning-development/planning-policy/brownfield-land-register/,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR022
"Former MOD Oil Storage Depot, off Honeythorn Close, Hempsted, Westgate",yes,,2020-12-01,yes,4.42,120,100,previous permission lapsed,local-authority-eng:GLO,not owned by a public authority,,,not permissioned,,POINT(-2.265914 51.856238),GLOSBR023,https://www.gloucester.gov.uk/planning-development/planning-policy/brownfield-land-register/,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR023
"104 Northgate Street, Westgate",yes,01/12/2020,2020-12-01,,0.06,20,15,In SALA documents and in city plan this site is part of the kings quarter site,local-authority-eng:GLO,owned by a public authority,2020-03-04,https://glcstrplnng12.co.uk/online-applications/applicationDetails.do?keyVal=PJOIHBHM0L600&activeTab=summary,permissioned,full planning permission,POINT(-2.242052 51.866736),GLOSBR024,https://www.gloucester.gov.uk/planning-development/planning-policy/brownfield-land-register/,2017-12-01,brownfield-land/local-authority-eng/GLO/GLOSBR024
