site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Meadow Road Industrial Site, Meadow Road, Carlton",,,2017-04-01,,1.18,40,40,Outline planning application for up to 40 dwellings was submitted in January 2018 and is currently being determined (2018/0045).,local-authority-eng:GED,not owned by a public authority,,,pending decision,,POINT(-1.082693 52.961695),6/7,http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=461579.5008%2C340811.1175%2C461884.3014%2C340945.8568%2C27700,2017-04-01,brownfield-land/local-authority-eng/GED/6-7
"Rolleston Drive (NCC Offices), Rolleston Drive, Arnold",yes,,2017-04-01,,3.64,140,140,The site is allocated in the Local Planning Document (site H1).,local-authority-eng:GED,owned by a public authority,,,not permissioned,,POINT(-1.116093 53.003151),6/18,http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=459156.4895%2C345341.8172%2C459664.4905%2C345566.3828%2C27700,2017-04-01,brownfield-land/local-authority-eng/GED/6-18
"Bestwood Business Park, Park Road, Bestwood Village",,,2017-04-01,,6.01,220,220,The site is allocated in the Local Planning Document (site H13). Site has outline planning permission for residential development. Information received in March 2017 indicates that for the foreseeable future the owners see the Business Park as remaining as an employment site.. Up to 220 dwellings,local-authority-eng:GED,not owned by a public authority,2015-03-26,,permissioned,outline planning permission,POINT(-1.180971 53.020485),6/20,http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=454511.8131%2C347084.9794%2C455527.8151%2C347534.1105%2C27700,2017-04-01,brownfield-land/local-authority-eng/GED/6-20
"Brookfields Garden Centre, Mapperley Plains, Arnold",yes,,2017-04-01,,3.52,106,90,The site is allocated in the Local Planning Document (site H2). Outline planning application (2017/0155) for up to 32 homes on part of the site (to the rear of Brookfields Garden Centre retail unit) submitted and is currently being determined.,local-authority-eng:GED,not owned by a public authority,,,pending decision,,POINT(-1.102291 53.004843),6/49,http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=460072.4945%2C345540.4172%2C460580.4955%2C345764.9828%2C27700,2017-04-01,brownfield-land/local-authority-eng/GED/6-49
"Mansfield Lane (110-112), Mansfield Lane, Calverton",yes,,2017-04-01,,0.11,6,6,The site has full planning permission for 6 homes (2004/1471). Information from the SHLAA 2018 consultation states that the foundations to the garages have been laid and further work on the site has not yet proceeded.. 3 x 3 bed detatched houses with garages and 3 x 3 bed townhouses,local-authority-eng:GED,not owned by a public authority,2004-12-21,,permissioned,full planning permission,POINT(-1.081313 53.041747),6/154,http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=461538.5347%2C349711.9003%2C461843.3353%2C349846.6397%2C27700,2017-04-01,brownfield-land/local-authority-eng/GED/6-154
"Burton Road, Burton Road, Carlton",yes,,2017-04-01,,0.08,8,8,Planning permission (2006/0202) for 3 dwellings lapsed in April 2009. Information from the SHLAA 2018 consultation indicates that the Council are still working on proposals to redevelop the site for social housing.,local-authority-eng:GED,owned by a public authority,,,not permissioned,,POINT(-1.085982 52.967558),6/209,http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=461332.0797%2C341454.1303%2C461636.8803%2C341588.8697%2C27700,2017-04-01,brownfield-land/local-authority-eng/GED/6-209
"Westdale Lane East (72-74), Westdale Lane East, Carlton",yes,,2017-04-01,,0.09,10,10,Full planning permission for residential development (2017/0157) granted in October 2017.,local-authority-eng:GED,not owned by a public authority,2017-10-19,,permissioned,full planning permission,POINT(-1.087855 52.974219),6/229,http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=461196.5447%2C342193.5903%2C461501.3453%2C342328.3297%2C27700,2017-04-01,brownfield-land/local-authority-eng/GED/6-229
"Sol Construction Ltd, Vale Road, Carlton",yes,,2017-04-01,,0.74,44,44,Site has been cleared and construction work has been delayed on site (2008/0287). Full planning application was submitted to vary condition 12 of 2008/0287 which relates to amended plans showing minor changes to the proposed layout and elevations (2016/0347).. 44 dwellings,local-authority-eng:GED,not owned by a public authority,2008-07-03,,permissioned,full planning permission,POINT(-1.092239 52.956619),6/260,http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=460924.3747%2C340218.5303%2C461229.1753%2C340353.2697%2C27700,2017-04-01,brownfield-land/local-authority-eng/GED/6-260
"Daybrook Laundry, Mansfield Road, Arnold",yes,,2017-04-01,,0.93,49,49,The site is allocated in the Local Planning Document (site X1).,local-authority-eng:GED,not owned by a public authority,,,not permissioned,,POINT(-1.139634 52.999941),6/477,http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=457595.4795%2C344941.2922%2C458103.4805%2C345165.8578%2C27700,2017-04-01,brownfield-land/local-authority-eng/GED/6-477
"Metallifacture Ltd, Mansfield Road, Arnold",yes,,2017-04-01,,1.33,72,72,The site is allocated in the Local Planning Document (site X2). Full planning application (2016/0854) for 72 dwellings was granted in August 2017 subject to the signing of the s106.,local-authority-eng:GED,not owned by a public authority,,,pending decision,,POINT(-1.132587 53.014738),6/479,http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=458042.5145%2C346607.7672%2C458550.5155%2C346832.3328%2C27700,2017-04-01,brownfield-land/local-authority-eng/GED/6-479
