site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Bus Depot, Sir Alf Ramsey Way",,,2017-12-21,,1.07,48,48,Current use is Ipswich Buses Bus Depot. Need to relocate the bus depot before site becomes available. Site development is for mixed use - housing and B1 office. Tram shed needs to be retained and converted to office use. It is included on the Local List of townscape interest.. https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=95,local-authority-eng:IPS,owned by a public authority,,,not permissioned,,POINT(1.141166 52.05548),BLR/IP004,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=b059a5dd-c38c-4542-9d12-7d548105e424,2017-12-21
"Former Tooks Bakery, Old Norwich Road",yes,,2017-12-21,,1.98,60,60,https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=97,local-authority-eng:IPS,owned by a public authority,,https://ppc.ipswich.gov.uk/appndetails.asp?iAppID=16/00969/FPI3&sType=APP&search_params=pageNumber%3D1%26txtAppNum%3D16%252F00969%26pnlAdvancedOpen%3D1%26&prev_search_params=&det_search_params=,pending decision,full planning permission,POINT(1.123149 52.082464),BLR/IP005,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=705368e7-0b15-4d4e-9ee5-56ce06407977,2017-12-21
"Warehouse (Co-op), Paul's Road",yes,,2017-12-21,,0.63,28,28,https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=99,local-authority-eng:IPS,not owned by a public authority,,,not permissioned,,POINT(1.131418 52.055668),BLR/IP006,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=1db58d32-974f-4a54-9265-e7420407ed88,2017-12-21
"Victoria Nurseries, Westerfield Road",yes,,2017-12-21,,0.39,12,12,https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=101,local-authority-eng:IPS,not owned by a public authority,,,not permissioned,,POINT(1.161571 52.069657),BLR/IP009,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=14643407-07c8-4a4e-9d45-4948578c6617,2017-12-21
"Co-Op Depot, Felixstowe Road",,,2017-12-21,,2.22,75,75,75 dwellings to occupy 75% of the site ie approximately 1.8 ha. https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=102,local-authority-eng:IPS,not owned by a public authority,,,not permissioned,,POINT(1.183541 52.048811),BLR/IP010a,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=d0cafc1d-0d6f-44c2-a904-b8a7dd79ff3f,2017-12-21
Felixstowe Road,,,2017-12-21,,2.79,75,75,75 dwellings occupying 60% of the site ie around 1.6ha. https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=104,local-authority-eng:IPS,not owned by a public authority,,,not permissioned,,POINT(1.185571 52.047416),BLR/IP010b,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=f6905ed6-00b6-4a31-bdbf-877e69e26eff,2017-12-21
"Former Gym and Trim, Foundation Street",,,2017-12-21,,0.15,14,14,"This site is sensitive and therefore may be unsuitable for any future consideration for later inclusion in Part 2 of the Register. The site is adjacent to the Central Conservation Area, close to the grade II listed Tooley’s Court and Smart’s Almshouses, and contains a scheduled monument. The site affects an area of archaeological importance within the area of the Anglo-Saxon and medieval town. It lies over the line of the Anglo-Saxon and medieval town defences and the 14th century Friary wall. Much of the site is a scheduled monument (List entry no: 1005985). Scheduled Monument Consent would be required from Historic England. There is high potential for nationally important archaeological remains. Detailed pre-application discussions required with Suffolk County Council and Historic England.. https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=106",local-authority-eng:IPS,,,,not permissioned,,POINT(1.158376 52.054166),BLR/IP011a,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=713934e7-c434-4895-a271-87d072911cf6,2017-12-21
Smart Street/Foundation Street,,,2017-12-21,,0.69,50,50,"This site is sensitive and therefore may be unsuitable for any future consideration for later inclusion in Part 2 of the Register.The site lies between the Central and Wet Dock CA's,close to Grade II*St Mary at Quay church and contains two Scheduled Ancient monuments. Site is within the Ango-Saxon core and the Area of Archaeological Importance. Scheduled Ancient Monument consent would be required from Historic England. Potential for nationally important archaeological remains outside of the scheduled ancient monuments. Detailed pre-app required with SCC Archaeological Service and Historic England to agree the scope of any required assessment.. https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=108",local-authority-eng:IPS,owned by a public authority,,,not permissioned,,POINT(1.157227 52.053603),BLR/IP011b,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=bf3ed4df-ece8-4913-97c9-ae199b76f172,2017-12-21
Peter's Ice Cream etc Grimwade St,,,2017-12-21,,0.32,29,29,This site is sensitive and therefore may be unsuitable for any future consideration for inclusion in Part 2 of the Register.Site is within the Anglo-Saxon and Medieval Core and Area of Archaeological Importance. Detailed pre app discussions required with SCC Archaeological Service to agree scope of required assessment and programme of works. Site is adj to Central CA and the listed St Clement's Church. PP previously granted for student accomodation for the site under 08/00987.. https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=110,local-authority-eng:IPS,not owned by a public authority,,,not permissioned,,POINT(1.162238 52.054521),BLR/IP012,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=182819ff-f720-45e1-815b-741e69428e02,2017-12-21
103-115 Burrell Road,,,2017-12-21,,0.43,20,20,https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=116,local-authority-eng:IPS,not owned by a public authority,,,not permissioned,,POINT(1.151416 52.051051),BLR/IP031,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=ee2a48f1-c56c-46fa-a628-afa70c613bc8,2017-12-21
Island Site,,,2017-12-21,,6.02,271,271,"Upper Orwell Crossings project - will relieve congestion on the A14 (over the Orwell Bridge and the nearby junctions). The crossings will therefore contribute to the redevelopment and regeneration of the Wet Dock Island. The planning application for the crossings is anticipated for 2020. This site is sensitive and complex and therefore may be unsuitable for any future consideration for inclusion in Part 2 of the Register. The aim of redevelopment would be to retain and incorporate the existing boat related uses and leisure uses. It is a site close to an Air Quality Management Area (AQMA) and is located in a flood zone, close to the Orwell Estuary SPA - This may necessitate an appropriate assessment under the Habitat Regulations which prohibits it from Part 2 of the Register.Development principles have been established in the LP and a master plan needs to be provided for the site. Principles include for example, the retention of local keeper's cottages and the harbour master's house which as historic structures should be refurbished. The site lies within the Area of Archaeological Importance and and early detailed discussions with SCC Archaeology Service is advised. The site forms part of the Wet Dock CA and infrastructure/treatment upgrades will be required to the water supply and waste water treatment to serve the proposed development growth. A transport assessment and travel plan will be required. Traffic impact in particular on Bridge St will need to be considered.. https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=124",local-authority-eng:IPS,not owned by a public authority,,,not permissioned,,POINT(1.160338 52.049724),BLR/IP037,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=2d9acb07-c73a-4f66-b526-a0a9b7d9b805,2017-12-21
Land between Gower Street and Great Whip Street,,,2017-12-21,,0.48,43,43,This site is sensitive and therefore may be unsuitable for any future inclusion on Part 2 of the Register.The site is immediately adjacent to a large area of Anglo-Saxon and Medieval occupation at Stoke Quay core (IPS 683) and the Area of Archaeological Importance (IPS 413). There is high potential for Middle Saxon archaeology. Detailed early pre-application discussions with Suffolk County Council Archaeological Service would be required to agree the scope of required assessment and to inform design (e.g. to allow for preservation in-situ of deposits or appropriate programmes of work). Archaeological remains may be complex and important and mitigation could involve significant costs and timescales.. https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=126,local-authority-eng:IPS,mixed ownership,,,not permissioned,,POINT(1.1556 52.050804),BLR/IP039a,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=717040d2-fd32-4eec-bfd1-dbdb0086929a,2017-12-21
Land between Cliff Quay and Landseer Road,yes,,2017-12-21,,1.78,222,222,Mixed use site including housing 15/01040/OUT (12/00700/OUT approved 19/12/2013),local-authority-eng:IPS,not owned by a public authority,,https://ppc.ipswich.gov.uk/appndetails.asp?iAppID=15/01040/OUT&sType=&search_params=pageNumber%3D10%26txtPropName%3Dcliff%26pnlAdvancedOpen%3D1%26&prev_search_params=&det_search_params=,pending decision,outline planning permission,POINT(1.164782 52.043875),BLR/IP042,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=8f4f50c3-0b6e-45ec-98f1-6d59ccb8f69a,2017-12-21
"Commercial Bldgs & Jewish Burial Ground, Star Lane",,,2017-12-21,,0.7,50,50,"This site is sensitive and therefore may be unsuitable for any future consideration for inclusion in Part 2 of the Register.The site is partially located in the Central Conservation Area and it contains GradeII listed buildings and adjoins others.The site lies in an area of archaeological importance.It has had previous archaeological excavation which revealed Anglo-Saxon and Medieval remains. There is outstanding post-excavation work under pp 11/00267/FUL and further work will be required. There is potential for archaeological remains of national importance. Detailed pre-application discussions will be required with SCC Archaeological Service and Historic England to agree the scope of the required assesment and inform design of any scheme.Where development is accepted in principle, archaeological mitigation will involve significant costs and timescales. 11/00267/FUL was a planning application for a student village which was given consent with a legal agreement attached.. https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=130",local-authority-eng:IPS,not owned by a public authority,,,not permissioned,,POINT(1.157205 52.053486),BLR/IP043,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=1884fbdd-9289-489d-8e70-ec8e35e46e74,2017-12-21
