site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Pan Autos and adjacent uses Dark Lane and Grove Road,,,2018-06-29,,0.35,12,12,,local-authority-eng:SAL,not owned by a public authority,,,pending decision,,POINT(-0.338574 51.806617),298,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=514533&y=213352&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07,brownfield-land/local-authority-eng/SAL/298
Jewsons Dark Lane,,,2017-05-23,,0.34,18,18,,local-authority-eng:SAL,not owned by a public authority,,,Not permissioned,,POINT(-0.339303 51.806736),299,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=514483&y=213364&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07,brownfield-land/local-authority-eng/SAL/299
The Red House Harpenden Memorial Hospital,,,2017-05-23,,1.63,55,55,,local-authority-eng:SAL,owned by a public authority,,,Not permissioned,,POINT(-0.351426 51.818349),331,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=513618&y=214637&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07,brownfield-land/local-authority-eng/SAL/331
72 High Street,,,2017-05-23,,0.66,6,6,,local-authority-eng:SAL,not owned by a public authority,,,Not permissioned,,POINT(-0.291398 51.721429),235,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=518008&y=203955&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07,brownfield-land/local-authority-eng/SAL/235
Haseldine Road car park,,,2017-05-23,,0.52,9,9,,local-authority-eng:SAL,owned by a public authority,,,Not permissioned,,POINT(-0.296072 51.722336),283,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=517683&y=204048&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07,brownfield-land/local-authority-eng/SAL/283
Hertfordshire Business Centre Alexander Road,,,2017-05-23,,0.28,45,45,,local-authority-eng:SAL,owned by a public authority,,,Not permissioned,,POINT(-0.294286 51.725333),310,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=517798&y=204385&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07,brownfield-land/local-authority-eng/SAL/310
Sphere industrial estate,,,2017-05-23,,1.35,120,120,,local-authority-eng:SAL,not owned by a public authority,,,Not permissioned,,POINT(-0.313241 51.748925),80,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=516429&y=206977&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07,brownfield-land/local-authority-eng/SAL/80
Morrisons car park,,,2017-05-23,,1.65,76,76,,local-authority-eng:SAL,not owned by a public authority,,,Not permissioned,,POINT(-0.311251 51.750921),81,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=516561&y=207203&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07,brownfield-land/local-authority-eng/SAL/81
Abbey Station,,,2017-05-23,,0.94,40,40,,local-authority-eng:SAL,owned by a public authority,,,Not permissioned,,POINT(-0.340263 51.744003),83,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=514576&y=206387&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07,brownfield-land/local-authority-eng/SAL/83
Civic Centre,,,2017-05-23,,0.43,70,70,,local-authority-eng:SAL,owned by a public authority,,,Not permissioned,,POINT(-0.333966 51.752458),208,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=514989&y=207337&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07,brownfield-land/local-authority-eng/SAL/208
Griffiths Way,,,2018-06-29,,8.52,100,100,"Permission not for housing. Outline application (access and scale sought) for mixed use development comprising Class A1 (discount foodstore), Class A1 (non food retail), D2 (gym) and Class A3/A5 (restaurant and drive-through) with associated access and ancillary works",local-authority-eng:SAL,not owned by a public authority,2018-01-26,,permissioned,outline planning permission,POINT(-0.338774 51.741155),210,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=514686&y=206073&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07,brownfield-land/local-authority-eng/SAL/210
Jewson Depot,,,2017-05-23,,0.44,20,20,,local-authority-eng:SAL,not owned by a public authority,,,Not permissioned,,POINT(-0.305568 51.75031),227,http://gis.stalbans.gov.uk/WebMapLayers8/map.aspx?x=516955&y=207144&resolution=0.1&epsg=27700&mapname=stalbans&baseLayer=Black%20and%20White%20Maps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,2017-02-07,brownfield-land/local-authority-eng/SAL/227
