site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Caxton Road, Frome",yes,,2018-11-20,,3.6,160,160,Planning ref 2015/1392/OTS. Reserved Matters Expected 2018 . Acorn Housing Group.. Redevelopment of former print works to accommodate 160 dwellings.. http://www.londonandcounty.co.uk/projects_slough.htm,local-authority-eng:MEN,not owned by a public authority,2016-09-28,https://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NQ2ZRUKPGXC00,permissioned,outline planning permission,POINT(-2.312615 51.225141),FRO058,http://www.mendip.gov.uk/land,2017-12-20
"Locks Hill Works, 49-51 Locks Hill, Frome",yes,,2018-11-20,,0.25,7,7,Permission for 7 dwellings and 3 workspaces - expired. Demolition of workshops to form 7 dwellings.,local-authority-eng:MEN,not owned by a public authority,,https://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NGF2QVKPFKB00,not permissioned,,POINT(-2.315739 51.225265),FRO048,http://www.mendip.gov.uk/land,2017-12-20
"Saxonvale, Frome",yes,,2018-11-20,,4.61,250,250,Site allocated in adopted Plan and emerging site allocations plan. Land now aquired by Council to be brought forward with Acorn Housing Group. Site also includes land owned by Frome Town Council. Supercedes an extant permission for 60 dwellings on part of the site in 2017 register. Mixed use redevelopment site for housing and commercial. http://www.mendip.gov.uk/redevelopmentsaxonvale,local-authority-eng:MEN,owned by a public authority,,,not permissioned,,POINT(-2.317609 51.230485),FRO009,http://www.mendip.gov.uk/land,2018-11-20
"John Snelgrove Limited, Victoria Road, Frome",yes,,2018-11-20,,0.3,9,9,"Redevelopment of transport depot to accommodate 9 dwellings (consisting of 2 four bedroom detached dwellings, and 2 three bedroom and 5 two bedroom houses arranged in two terraces).",local-authority-eng:MEN,not owned by a public authority,2016-12-08,https://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O3GE9FKPJRS00,permissioned,full planning permission,POINT(-2.314911 51.228919),FRO221,http://www.mendip.gov.uk/land,2017-12-20
"Land at Vallis Road, Frome",yes,,2018-11-20,,1.55,64,64,Planning Ref 2016/1025/FUL. A mixed use development consisting of 64 dwellings on a site that has been cleared of rubble and debris.. http://vallispark.co.uk/,local-authority-eng:MEN,not owned by a public authority,2017-08-31,http://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O66H70KPKG500,permissioned,outline planning permission,POINT(-2.335902 51.235141),FRO015,http://www.mendip.gov.uk/land,2017-12-20
"25 Christchurch Street West, Frome",yes,,2018-11-20,,0.17,10,10,"Demolition of single storey buildings, conversion of a listed building to 2 dwellings (2 and 3 bed) and the erection of a courtyard group of 8 three bedroom dwellings.",local-authority-eng:MEN,not owned by a public authority,2015-06-16,https://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZZOYKPXU761,permissioned,full planning permission,POINT(-2.324369 51.229388),FRO031,http://www.mendip.gov.uk/land,2017-12-20
"TMH Commercials, 157a The Butts, Frome",yes,,2018-11-20,,0.12,5,5,Demolition of existing buildings on the site and construction of 5 dwellings (2 and 3 bed) with a shared parking area to the front.,local-authority-eng:MEN,not owned by a public authority,2015-05-01,https://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NCTIW1KP2G000,permissioned,full planning permission,POINT(-2.330294 51.221821),FRO223,http://www.mendip.gov.uk/land,2017-12-20
"Glastonbury Highway Depot, Glastonbury",,,2018-11-20,,1.95,62,62,County Council depot site - would need to relocate. Housing site allocated in draft Local Plan Part 2 (site allocations document).,local-authority-eng:MEN,not owned by a public authority,,,not permissioned,,POINT(-2.709791 51.157653),GLAS001,http://www.mendip.gov.uk/land,2017-12-20
"Avalon Motors, Wells Road, Glastonbury",,,2018-11-20,,0.15,5,5,Garage - alternative site has consent. Housing site allocated in draft Local Plan Part 2 (site allocations document).,local-authority-eng:MEN,not owned by a public authority,,,not permissioned,,POINT(-2.710056 51.158507),GLAS001a,http://www.mendip.gov.uk/land,2017-12-20
"Garage site, Frogmore, Street Road, Glastonbury",,,2018-11-20,,0.14,25,25,Car wash with expired permission for housing. Allocated in draft Local Plan Part 2 (site allocations document).,local-authority-eng:MEN,not owned by a public authority,,,not permissioned,,POINT(-2.718119 51.144175),GLAS027,http://www.mendip.gov.uk/land,2017-12-20
"Lintells Garage and Avalon Repair , Wells Road, Glastonbury",,,2018-11-20,,0.63,25,25,Site allocated for housing in draft Local Plan Part 2 (proposed changes document). Both sites in use at present. Enlarged from 2017,local-authority-eng:MEN,not owned by a public authority,,,not permissioned,,POINT(-2.70493 51.159104),GLAS055 and GLAS121,http://www.mendip.gov.uk/land,2017-12-20
