site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"79 High Street, Aveley, RM15 4AX",yes,,2020-10-19,,0.1417,,,,local-authority-eng:THR,not owned by a public authority,,,Not permissioned,,POINT(0.254019 51.49908),AVE_46,https://thurrock.gov.uk/brownfield-map,,brownfield-land/local-authority-eng/THR/AVE-46
"The Culver Centre, Daiglen Drive, South Ockendon",yes,,2020-10-19,,2.0056,,,,local-authority-eng:THR,owned by a public authority,,,Not permissioned,,POINT(0.284605 51.50718),BEL_09,https://thurrock.gov.uk/brownfield-map,,brownfield-land/local-authority-eng/THR/BEL-09
"Petrol Station, Lampits Hill, Corringham",yes,,2020-10-19,,0.0937,,,,local-authority-eng:THR,not owned by a public authority,,,Not permissioned,,POINT(0.459739 51.526431),COF_11,https://thurrock.gov.uk/brownfield-map,,brownfield-land/local-authority-eng/THR/COF-11
"The Village Motel, Southend Road, Corringham",yes,,2020-10-19,,0.2371,,,,local-authority-eng:THR,not owned by a public authority,2019-01-25,,permissioned,full planning permission,POINT(0.451763 51.534233),COF_47,https://thurrock.gov.uk/brownfield-map,,brownfield-land/local-authority-eng/THR/COF-47
Land Adjacent To Thatched Cottage Baker Street Orsett Essex,yes,,2020-10-19,,0.5482,,,,local-authority-eng:THR,not owned by a public authority,2015-03-31,,permissioned,outline planning permission,POINT(0.357084 51.498956),CSM_02,https://thurrock.gov.uk/brownfield-map,,brownfield-land/local-authority-eng/THR/CSM-02
"Chadwell Library, corner of Linford Road and Brentwood Road",yes,,2020-10-19,,0.2559,,,,local-authority-eng:THR,owned by a public authority,,,Not permissioned,,POINT(0.369327 51.482039),CSM_09,https://thurrock.gov.uk/brownfield-map,,brownfield-land/local-authority-eng/THR/CSM-09
"Star Industrial Estate, Linford Road, Chadwell St Mary",yes,,2020-10-19,,3.3431,,,,local-authority-eng:THR,not owned by a public authority,,,Not permissioned,,POINT(0.373503 51.478544),EAT_01,https://thurrock.gov.uk/brownfield-map,,brownfield-land/local-authority-eng/THR/EAT-01
"St Johns Road / West of Sandy Lane, East Tilbury (building footprint)",yes,,2020-10-19,,2.5163,,,,local-authority-eng:THR,not owned by a public authority,,,Not permissioned,,POINT(0.374533 51.479145),EAT_02,https://thurrock.gov.uk/brownfield-map,,brownfield-land/local-authority-eng/THR/EAT-02
"Pumping Station site Manor Way, Grays",yes,,2020-10-19,,0.6093,,,,local-authority-eng:THR,not owned by a public authority,2016-06-03,,permissioned,full planning permission,POINT(0.331334 51.471463),GRI_40,https://thurrock.gov.uk/brownfield-map,,brownfield-land/local-authority-eng/THR/GRI-40
"Scout Hut & Function Hall, Grays Park, Bridge Road, Grays",yes,,2020-10-19,,0.3654,,,,local-authority-eng:THR,owned by a public authority,,,Not permissioned,,POINT(0.331331 51.478806),GTH_12,https://thurrock.gov.uk/brownfield-map,,brownfield-land/local-authority-eng/THR/GTH-12
"Land At 52, Broadway, Grays",yes,,2020-10-19,,0.3893,,,,local-authority-eng:THR,not owned by a public authority,,,Not permissioned,,POINT(0.338067 51.47541),GTH_21,https://thurrock.gov.uk/brownfield-map,,brownfield-land/local-authority-eng/THR/GTH-21
"Rayvac Electrics, East Thurrock Road, Grays",yes,,2020-10-19,,0.0454,,,,local-authority-eng:THR,not owned by a public authority,2017-10-25,,permissioned,full planning permission,POINT(0.451763 51.534233),GTH_26,https://thurrock.gov.uk/brownfield-map,,brownfield-land/local-authority-eng/THR/GTH-26
"Deneholm Primary School, Culford Road, Little Thurrock, Grays. RM16 2SS",yes,,2020-10-19,,1.2558,,,,local-authority-eng:THR,owned by a public authority,,,Not permissioned,,POINT(0.338539 51.49476),LTB_03,https://thurrock.gov.uk/brownfield-map,,brownfield-land/local-authority-eng/THR/LTB-03
"Petrol Station, Daneholes Roundabout' Stanford Road, Grays",yes,,2020-10-19,,0.6344,,,,local-authority-eng:THR,not owned by a public authority,2014-04-30,,permissioned,other,POINT(0.344388 51.488951),LTB_04,https://thurrock.gov.uk/brownfield-map,,brownfield-land/local-authority-eng/THR/LTB-04
"Tamarisk Road, South Ockendon",yes,,2020-10-19,,0.1476,,,,local-authority-eng:THR,owned by a public authority,,,Not permissioned,,POINT(0.290822 51.516633),OCK_13,https://thurrock.gov.uk/brownfield-map,,brownfield-land/local-authority-eng/THR/OCK-13
